PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
IVF NEW JERSEY,,SOMERSET,NEW JERSEY,>99%,<1%,0%,0%,31%,0%,<1%,6%,8%,15%,1%,1%,15%,8%,6%,20%,20%,"Michael C. Darder, M.D.",204,94,77,22,42.6,42.6,32.5,18.2,35.8,39.4,27.3,9.1,-13.2,-19.7,-19.9,-21.1,38,42.5,30.4,9.5,39.7,45.1,33.3,10,25,34.1,27,5,5.9,7.4,10.4,4.5,2.4,2.5,2.7,3.6,36.8,27.5,20,0.25,1.1,2.5,4,0,37,24.3,19,0.5,10,4,1,0,0.3,0.5,0,=,2.1,3,2,=,113,12,64.6,0.5,2.1,2.3,IVF New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. LOUIS R. MANARA,,VOORHEES,NEW JERSEY,100%,0%,0%,0%,52%,0%,2%,20%,3%,12%,6%,0%,22%,8%,19%,2%,8%,"Louis R. Manara, D.O.",27,28,7,0,33.3,21.4,0,=,29.6,21.4,0,=,-34.5,-30.4,=,=,36.4,26.1,0,=,36.4,26.1,0,=,27.3,17.4,0,=,18.5,17.9,0.285714286,=,2.3,3,2.2,=,0.222222222,0.166666667,=,=,0,0.166666667,=,=,0.25,0.333333333,=,=,2,0,0,0,0,=,=,=,2,=,=,=,0,0,=,=,=,=,Dr. Louis R. Manara,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY INSTITUTE OF NEW JERSEY,,WESTWOOD,NEW JERSEY,100%,0%,0%,0%,81%,0%,<1%,4%,2%,16%,2%,1%,8%,3%,3%,20%,41%,"Daniel Navot, M.D.",111,63,32,24,45,39.7,37.5,33.3,36.9,34.9,25,20.8,-17.9,-23.6,-30,-32.5,39.8,36.7,25.8,22.7,42.3,37.9,26.7,23.8,28.9,20.7,20,23.8,7.2,4.8,3.1,8.3,2.9,3.3,3.8,3.9,28,20,0.166666667,0.125,2,24,0.083333333,0,31.7,45.5,0.25,0,17,9,6,1,0.176470588,0.333333333,0.166666667,1,3,2.7,2.8,4,15,5,0.4,0.2,3.3,2.8,Fertility Institute of New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,75%,0%,0%,5%,<1%,3%,1%,1%,15%,<1%,6%,16%,52%,"Douglas J. Thompson, M.D.",52,32,16,5,65.4,59.4,0.4375,0.4,57.7,43.8,0.1875,0.4,-26.8,-34.3,=,=,62.5,48.3,0.2,0.5,63.8,48.3,0.2,0.5,40.4,34.5,0.2,0.5,7.7,9.4,0.0625,0.2,2.1,2.6,2.8,2.5,38.2,0.263157895,0.142857143,0,5.9,0,0,0,36.7,0.285714286,0,0,12,8,4,2,0.416666667,0.5,0.5,0.5,3.1,2.9,2.5,2.5,29,9,62.1,0.333333333,2.1,2.7,Center for Reproductive Medicine of New Mexico,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ALBANY IVF, FERTILITY AND GYNECOLOGY",,ALBANY,NEW YORK,100%,0%,0%,0%,80%,0%,0%,19%,12%,14%,6%,1%,26%,3%,5%,7%,7%,"Peter M. Horvath, M.D.",32,21,10,7,56.3,28.6,0.7,0.142857143,43.8,23.8,0.4,0,-34.3,-36.4,=,=,48.3,0.357142857,0.4,0,50,0.384615385,0.4,0,14.3,0.153846154,0.3,0,9.4,33.3,0,0.285714286,3.1,3.2,3.5,3.8,0.277777778,0.333333333,0.142857143,0,0.333333333,0.166666667,0.142857143,0,0.714285714,0.6,0.25,=,2,1,0,0,0,0,=,=,3,3,=,=,0,0,=,=,=,=,"Albany IVF, Fertility and Gynecology",Yes,No,Yes,No,Yes,Yes,Yes
LEADING INSTITUTE FOR FERTILITY ENHANCEMENT (L.I.F.E.),,ALBANY,NEW YORK,100%,0%,0%,0%,33%,0%,0%,22%,4%,13%,13%,2%,16%,4%,2%,13%,11%,"Edgar S. Henriques, M.D.",21,14,15,1,4.8,0.285714286,0.133333333,1,4.8,0.285714286,0.066666667,1,-13.9,=,=,=,0.052631579,0.363636364,0.1,1,0.058823529,0.444444444,0.125,1,0.058823529,0.444444444,0,1,9.5,0.214285714,0.333333333,0,3.1,3.1,3,4,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Leading Institute for Fertility Enhancement (L.I.F.E.),No,No,Yes,No,Yes,Yes,Yes
THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL,,BROOKLYN,NEW YORK,100%,0%,0%,0%,73%,0%,0%,32%,3%,22%,8%,3%,3%,4%,0%,18%,7%,"George D. Kofinas, M.D.",82,35,43,27,30.5,31.4,11.6,11.1,22,22.9,7,3.7,-17.9,-27.9,-14.6,-10.8,24,27.6,9.7,4.5,24.7,28.6,10.7,5,12.3,14.3,10.7,5,8.5,17.1,27.9,18.5,4.6,4.2,4.1,4,40,0.363636364,0,0,4,0.090909091,0,0,0.5,0.5,0,0,19,12,7,1,0.421052632,0.083333333,0.285714286,0,4.5,4.3,4.1,6,32,26,53.1,26.9,5.3,3.9,The Fertility Institute at New York Methodist Hospital,Yes,Yes,Yes,No,Yes,Yes,Yes
GENESIS FERTILITY & REPRODUCTIVE MEDICINE,,BROOKLYN,NEW YORK,100%,0%,0%,0%,65%,0%,0%,10%,2%,4%,4%,<1%,30%,2%,6%,4%,38%,"Richard V. Grazi, M.D.",205,87,75,29,45.4,36.8,33.3,24.1,38,34.5,25.3,13.8,-13.3,-20,-19.7,-25.1,40.2,39.5,29.7,16,41.1,42.9,30.6,16.7,27.4,25.7,16.1,12.5,5.4,12.6,14.7,13.8,2.7,3.6,3.6,3.6,30.1,43.8,40,0.142857143,6.5,3.1,12,0,33.3,40,0.473684211,0.25,13,5,3,0,0.307692308,0.2,0,=,2.1,2.2,3,=,31,6,41.9,0.333333333,2.8,2,Genesis Fertility & Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes
"HEALTH SCIENCE CENTER, STATE UNIVERSITY OF NEW YORK AT STONY BROOK ",DIVISION OF REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,EAST SETAUKET,NEW YORK,100%,0%,0%,0%,45%,0%,0%,9%,2%,1%,6%,3%,42%,1%,4%,19%,13%,"Richard A. Bronson, M.D.",18,15,10,3,0.333333333,0.4,0.2,0,0.277777778,0.266666667,0.1,0,=,=,=,=,0.3125,0.307692308,0.333333333,0,0.384615385,0.307692308,0.333333333,0,0.307692308,0.230769231,0,0,0.111111111,0.133333333,0.7,0.666666667,2.8,3.5,3.7,3,0.166666667,0,0,=,0,0.333333333,0.5,=,0.2,0.25,1,=,6,8,1,1,0.666666667,0.125,0,0,3,3,3,2,1,2,0,0,3,3,"Health Science Center, State University of New York at Stony Brook, Division of Reproductive Endocrinology and Infertility",No,No,No,No,Yes,Yes,Yes
MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,,HARTSDALE,NEW YORK,100%,0%,0%,0%,47%,0%,0%,16%,6%,12%,3%,0%,26%,4%,16%,4%,13%,"Harry J. Lieman, M.D.",118,61,52,33,37.3,39.3,30.8,18.2,34.7,36.1,23.1,3,-17.1,-24.1,-22.9,-8.9,38.3,42.3,29.3,4,41,43.1,31.6,4,27,25.5,23.7,0,9.3,14.8,21.2,24.2,2.6,2.9,3.1,3.6,31.8,41.7,0.1875,0.333333333,4.5,0,0,0,34.1,40.9,0.25,1,29,10,6,1,31,0.4,0.5,0,2.7,3.1,3,3,18,2,0.555555556,0,2.5,4,Montefiore's Institute for Reproductive Medicine and Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"KREINER IVF, EAST COAST FERTILITY",,HICKSVILLE,NEW YORK,100%,0%,0%,0%,63%,0%,5%,10%,3%,3%,5%,2%,20%,4%,13%,5%,35%,"David Kreiner, M.D.",90,49,32,13,60,46.9,46.9,0.230769231,47.8,42.9,34.4,0.230769231,-20.6,-27.7,-32.9,=,47.8,43.8,34.4,0.230769231,47.8,44.7,34.4,0.25,43.3,38.3,34.4,0.166666667,0,2,0,0,2.3,2.4,2.8,3.4,20.4,17.4,0.066666667,0.333333333,0,4.3,0,0,9.3,14.3,0,0.333333333,12,7,10,0,0.333333333,0.142857143,0.3,=,3.4,2.9,3.6,=,9,0,0.444444444,=,2.4,=,"Kreiner IVF, East Coast Fertility",Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR FERTILITY AND ADVANCED REPRODUCTIVE MEDICINE,AT BELLEVUE WOMAN'S HOSPITAL,LATHAM,NEW YORK,100%,0%,0%,0%,51%,0%,0%,16%,5%,4%,5%,0%,30%,<1%,26%,2%,11%,"John M. Donhowe, M.D.",45,22,12,7,42.2,22.7,0.083333333,0,28.9,18.2,0.083333333,0,-26.5,-32.2,=,=,28.9,18.2,0.083333333,0,30.2,19,0.090909091,0,18.6,14.3,0.090909091,0,0,0,0,0,2.5,2.2,2.5,2.5,0.315789474,0.4,0,=,0.052631579,0,1,=,0.384615385,0.25,0,=,32,13,12,1,28.1,0.230769231,0,0,2.6,2.5,2.4,3,0,1,=,0,=,2,Center for Fertility and Advanced Reproductive Medicine at Bellevue Woman's Hospital,Yes,Yes,Yes,No,Yes,No,Yes
NORTH SHORE UNIVERSITY HOSPITAL ,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NEW YORK,100%,0%,0%,0%,72%,0%,0%,18%,4%,2%,7%,<1%,25%,6%,25%,3%,9%,"Avner Hershlag, M.D.",203,97,111,51,54.7,45.4,28.8,23.5,46.8,36.1,19.8,7.8,-13.8,-19.1,-14.8,-14.7,50.3,43.8,25.3,9.5,51.1,45.5,25.6,10.5,22.6,24.7,18.6,10.5,6.9,17.5,21.6,17.6,3,3.4,3.8,3.9,36,36.4,21.9,0,18.9,11.4,3.1,0,55.8,45.7,27.3,0,56,19,27,10,16.1,0.368421053,14.8,0,3.6,3.6,3.7,3.3,9,3,0.222222222,0.333333333,2.8,4,"North Shore University Hospital, Center for Human Reproduction",Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE ASSOCIATES,,MINEOLA,NEW YORK,100%,0%,0%,0%,71%,<1%,<1%,17%,8%,6%,4%,2%,15%,5%,19%,11%,13%,"Gabriel A. San Roman, M.D.",377,234,214,114,44.6,35.5,23.8,11.4,37.9,28.2,16.4,7,-9.8,-11.6,-9.9,-9.4,38.6,29.5,17.9,7.9,39.9,30.3,18.2,9,26,21.6,15.1,9,1.9,4.3,8.4,11.4,2.4,2.8,3.1,3.4,32.1,20.5,11.8,0.153846154,2.4,6,2,0,35,28.8,17.1,0,124,55,35,12,30.6,16.4,22.9,0.166666667,2.6,2.5,2.7,2.8,11,0,0.272727273,=,2.5,=,Reproductive Specialists of New York,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY SERVICES,,NEW YORK,NEW YORK,100%,0%,0%,0%,83%,<1%,0%,21%,6%,8%,3%,0%,26%,13%,8%,3%,12%,"Hugh D. Melnick, M.D.",194,145,116,46,22.2,17.2,11.2,13,21.6,13.1,6,10.9,-11.5,-11,-8.7,-18,23.9,14.3,6.9,11.9,25,15.4,7.1,12.8,13.1,11.4,5.1,12.8,9.3,8.3,12.9,8.7,3.5,3.4,3.6,3.8,34.9,16,0.076923077,0,20.9,20,0.076923077,0,47.6,0.263157895,0.285714286,0,27,11,7,0,14.8,0.090909091,0.285714286,=,3.5,3.4,3.4,=,51,53,31.4,5.7,3.4,3.1,Advanced Fertility Services,Yes,Yes,Yes,No,Yes,Yes,Yes
"AMERICAN FERTILITY SERVICES, P.C.",,NEW YORK,NEW YORK,100%,0%,0%,0%,78%,<1%,0%,9%,8%,35%,4%,1%,11%,3%,7%,7%,15%,"Nabil W. Husami, M.D.",142,117,96,49,21.8,18.8,18.8,12.2,16.9,14.5,16.7,2,-12.4,-12.8,-14.9,-6,18.3,15.7,18.8,2.2,20,16.7,20.3,2.4,17.5,14.7,17.7,2.4,7.7,7.7,11.5,8.2,2.9,3,2.8,2.5,9.7,22.7,0.166666667,0,3.2,9.1,0,0,12.5,0.117647059,0.125,0,34,9,9,2,11.8,0.111111111,0,0,2.5,2.8,3.1,3.5,66,17,25.8,0.058823529,2.6,2.6,"American Fertility Services, P.C.",Yes,Yes,Yes,No,Yes,No,Yes
BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH,,NEW YORK,NEW YORK,100%,0%,0%,0%,60%,0%,0%,23%,4%,24%,3%,3%,14%,0%,16%,3%,10%,"Peter Chang, M.D.",34,25,34,22,67.6,48,35.3,18.2,52.9,40,29.4,18.2,-33.5,-38.4,-30.6,-32.2,52.9,43.5,33.3,20,54.5,45.5,33.3,20,27.3,31.8,23.3,20,0,8,11.8,9.1,3.9,4,4.8,4,30.4,0.166666667,0.166666667,0,26.1,0.083333333,0.166666667,0,0.5,0.3,0.3,0,6,3,1,0,0.166666667,0.333333333,0,=,3.8,5,4,=,15,9,0.6,0.333333333,4.2,4.6,Beth Israel Center for Infertility & Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes
BROOKLYN FERTILITY CENTER,,NEW YORK,NEW YORK,100%,0%,0%,0%,78%,0%,0%,0%,5%,0%,0%,0%,0%,2%,0%,37%,56%,"Dov B. Goldstein, M.D.",10,8,8,5,0.6,0.25,0.25,0.2,0.6,0.25,0,0.2,=,=,=,=,0.6,0.25,0,0.2,0.666666667,0.25,0,0.333333333,0.555555556,0.125,0,0,0,0,0.125,0,2.9,3.1,2.2,2,0.166666667,0,0,1,0.166666667,0.5,0,0,0.166666667,0.5,=,1,0,0,0,2,=,=,=,0,=,=,=,3.5,9,6,0,0,3.6,3.5,Brooklyn Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,,NEW YORK,NEW YORK,100%,0%,0%,0%,43%,<1%,0%,7%,3%,27%,<1%,<1%,13%,6%,6%,10%,26%,"Mark V. Sauer, M.D.",236,154,167,122,30.9,20.8,16.2,4.1,26.7,17.5,11.4,1.6,-11.2,-12,-9.6,-3.9,31,24.3,16,2.9,35.4,27,18.6,3.4,17.4,20,11.8,3.4,14,27.9,28.7,42.6,2.7,3.1,3.5,4.2,30.1,25,14.8,0,17.8,3.1,14.8,0,50.8,25.9,0.368421053,0,56,29,11,3,41.1,44.8,0.363636364,0,3,3.1,3.7,3,90,60,30,41.7,2.6,3,Columbia University Center for Women's Reproductive Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes
IVF NEW YORK,,NEW YORK,NEW YORK,100%,0%,0%,0%,12%,0%,0%,37%,0%,5%,0%,0%,5%,16%,11%,21%,5%,"Chong S. Lee, M.D.",4,2,4,5,0.5,0,0.25,0.2,0.5,0,0,0.2,=,=,=,=,0.5,0,0,0.2,0.5,0,0,0.2,0.5,0,0,0.2,0,0,0,0,3,3.5,3.3,2.6,0,=,0,0,0,=,0,0,0,=,=,0,1,0,0,0,1,=,=,=,3,=,=,=,1,0,1,=,2,=,IVF New York,Yes,Yes,Yes,No,Yes,Yes,Yes
MANHATTAN REPRODUCTIVE MEDICINE,,NEW YORK,NEW YORK,100%,0%,0%,0%,85%,0%,0%,10%,8%,11%,1%,0%,8%,0%,4%,26%,32%,"Hanna Jesionowska, M.D.",23,14,24,2,39.1,0.285714286,20.8,0,21.7,0.142857143,12.5,0,-33.7,=,-25.7,=,21.7,0.142857143,12.5,0,21.7,0.142857143,12.5,0,8.7,0.142857143,8.3,0,0,0,0,0,5.4,4.8,5.1,5,0.333333333,0,0.4,=,0.111111111,0,0,=,0.6,0,0.333333333,=,3,0,1,1,0.333333333,=,0,0,6,=,6,6,10,2,0.3,0,6,4.5,Manhattan Reproductive Medicine,Yes,Yes,Yes,No,Yes,Yes,Yes
MEDICAL OFFICES FOR HUMAN REPRODUCTION ,CENTER FOR HUMAN REPRODUCTION (CHR),NEW YORK,NEW YORK,100%,0%,0%,0%,65%,0%,0%,7%,3%,50%,<1%,<1%,5%,6%,1%,13%,14%,"Norbert Gleicher, M.D.",83,45,55,34,31.3,24.4,10.9,5.9,30.1,20,9.1,2.9,-19.7,-23.4,-15.2,-8.6,33.3,20.9,10.4,3.4,38.5,23.7,12.5,4.5,35.4,21.1,10,4.5,9.6,4.4,12.7,14.7,2.2,2.7,3.1,3,11.5,0.090909091,0.166666667,0,0,0,0,0,8,0.111111111,0.2,0,27,8,11,2,25.9,0.375,0.454545455,0,2.6,3,3.1,2.5,30,19,23.3,0.263157895,2.2,2.4,"Medical Offices for Human Reproduction, Center for Human Reproduction (CHR)",Yes,Yes,Yes,No,Yes,Yes,Yes
DR. LILLIAN D. NASH,,NEW YORK,NEW YORK,100%,0%,0%,0%,14%,0%,0%,4%,42%,0%,0%,0%,16%,0%,2%,26%,10%,"Lillian D. Nash, M.D.",16,10,8,3,0.125,0.2,0,0,0.125,0.2,0,0,=,=,=,=,0.142857143,0.222222222,0,0,0.2,0.222222222,0,0,0.1,0.111111111,0,0,0.125,0.1,0.25,0.666666667,2.6,2.9,2.3,3,0.5,0.5,=,=,0,0,=,=,0.5,0.5,=,=,1,0,0,0,0,=,=,=,3,=,=,=,0,0,=,=,=,=,Dr. Lillian D. Nash,No,No,Yes,No,Yes,Yes,Yes
NEW YORK FERTILITY INSTITUTE,,NEW YORK,NEW YORK,100%,0%,0%,0%,89%,0%,0%,0%,8%,30%,4%,<1%,17%,9%,5%,4%,22%,"Majid Fateh, M.D.",28,19,18,14,60.7,0.421052632,0.388888889,0.642857143,60.7,0.421052632,0.388888889,0.285714286,-36.2,=,=,=,63,0.5,0.4375,0.307692308,63,0.5,0.5,0.333333333,59.3,0.4375,0.5,0.333333333,3.6,0.157894737,0.111111111,0.071428571,3.6,3.4,2.9,3.2,0.058823529,0.125,0.142857143,0,0,0,0,0,0.058823529,0.125,0,0,0,1,0,2,=,1,=,0.5,=,2,=,2.5,27,6,66.7,0.666666667,3.3,3.3,New York Fertility Institute,Yes,No,Yes,Yes,Yes,Yes,Yes
"OFFICES FOR FERTILITY AND REPRODUCTIVE MEDICINE, P.C.",,NEW YORK,NEW YORK,100%,0%,0%,0%,56%,0%,2%,<1%,4%,12%,<1%,<1%,8%,<1%,<1%,17%,57%,"Cecilia Schmidt-Sarosi, M.D.",65,37,59,42,52.3,59.5,27.1,19,44.6,43.2,25.4,9.5,-24.2,-31.9,-22.2,-17.8,46.8,43.2,27.3,11.1,48.3,47.1,30,12.1,23.3,23.5,22,12.1,4.6,0,6.8,14.3,3.1,4.2,3.2,3.8,32.4,22.7,0.375,0.125,20.6,13.6,0.125,0,51.7,0.5,0.266666667,0,12,6,7,2,0.25,0.333333333,0.142857143,0,3.2,4.3,4.3,3.5,23,25,47.8,32,2.5,2.4,"Offices for Fertility and Reproductive Medicine, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"PROGRAM FOR IN VITRO FERTILIZATION, REPRODUCTIVE SURGERY AND INFERTILITY ",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NEW YORK,NEW YORK,100%,0%,0%,0%,25%,<1%,0%,4%,4%,13%,3%,2%,8%,7%,8%,27%,24%,"James A. Grifo, M.D., Ph.D.",342,255,353,199,58.8,45.9,38,26.1,51.5,37.3,26.9,13.6,-10.6,-11.8,-9.2,-9.5,58.5,43.4,33.5,17.9,59.3,44.6,33.9,18.5,32.7,29.1,21.8,13.7,12,14.1,19.5,24.1,2.4,2.6,3.1,3.7,40.8,37.6,30.6,17.3,7,4.3,3.7,1.9,44.9,34.7,35.8,25.9,39,34,24,9,30.8,26.5,16.7,0,2.3,2.3,3,3,154,37,51.9,24.3,2.3,2.3,"Program for In Vitro Fertilization, Reproductive Surgery and Infertility, New York University School of Medicine",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES OF ST. LUKE'S ROOSEVELT HOSPITAL,,NEW YORK,NEW YORK,100%,0%,0%,0%,73%,0%,0%,19%,6%,21%,3%,0%,19%,0%,6%,13%,13%,"Martin Keltz, M.D.",124,58,56,21,63.7,67.2,62.5,23.8,52.4,56.9,50,19,-17.6,-25.4,-26.2,-33.5,55.1,56.9,53.8,20,55.1,57.9,54.9,0.222222222,29.7,42.1,35.3,0.222222222,4.8,0,7.1,4.8,2.6,3.2,3.5,3.7,32.9,20.5,25.7,0,13.9,10.3,14.3,0,46.2,27.3,35.7,0,15,1,2,0,0.2,1,0,=,3,4,3.5,=,7,2,0.428571429,0,2.7,2.5,Reproductive Endocrinology Associates of St. Luke's Roosevelt Hospital,Yes,No,Yes,No,Yes,Yes,Yes
"REPRODUCTIVE MEDICINE ASSOCIATES OF NEW YORK, L.L.P.",,NEW YORK,NEW YORK,100%,0%,0%,0%,33%,0%,0%,11%,9%,19%,5%,<1%,15%,2%,23%,6%,9%,"Lawrence Grunfeld, M.D.",287,144,173,115,62,51.4,43.4,31.3,54.7,40.3,33.5,16.5,-11.6,-16,-14.1,-13.6,61.1,50.4,42.6,20.7,63.6,53.2,45.3,22.4,37.7,32.1,30.5,17.6,10.5,20.1,21.4,20,2.3,2.7,3.2,3.6,36.5,32.4,25.3,22.2,6.2,5.4,8,2.8,40.8,39.7,32.8,0.210526316,54,19,13,5,40.7,0.315789474,0.461538462,0.4,2.1,2.3,2.2,3.2,119,28,50.4,32.1,2.1,2,"Reproductive Medicine Associates of New York, L.L.P.",Yes,No,Yes,No,Yes,Yes,Yes
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY ,CENTER FOR REPRODUCTIVE MEDICINE & INFERTILITY,NEW YORK,NEW YORK,100%,0%,0%,0%,60%,<1%,<1%,9%,5%,19%,5%,2%,17%,2%,5%,17%,19%,"Zev Rosenwaks, M.D.",589,389,513,354,52.8,46.5,31,23.4,46.5,40.4,21.2,12.4,-8,-9.7,-7.1,-6.9,49.8,44,26.2,16.1,52.5,46.4,27.8,17.7,30.8,29.6,18.6,14.9,6.6,8.2,18.9,22.9,2.4,3.1,3.2,3.9,33.1,32,27,12,10.3,6.6,5,2.4,41.2,36.3,33,15.9,62,53,30,13,48.4,49.1,26.7,0.461538462,2.1,2.4,2,1.8,143,30,50.3,30,2.2,2,"Weill Medical College of Cornell University, Center for Reproductive Medicine & Infertility",Yes,Yes,Yes,Yes,Yes,Yes,Yes
LONG ISLAND IVF ASSOCIATES,,PORT JEFFERSON,NEW YORK,98%,<1%,0%,<1%,67%,0%,<1%,19%,7%,9%,6%,2%,22%,4%,9%,11%,11%,"Daniel Kenigsberg, M.D.",185,128,125,45,49.2,42.2,38.4,20,41.6,31.3,24.8,6.7,-14.2,-16.1,-15.2,-14,43,34.5,28.2,8.1,43.5,35.4,29.2,8.3,30.5,23,20.8,8.3,3.2,9.4,12,17.8,2.4,2.8,3.1,2.9,33,24.1,12.5,0,1.1,7.4,10.4,0,29.9,35,29,0,81,51,36,11,29.6,39.2,13.9,0.090909091,2.6,2.7,3.2,2.6,52,41,50,34.1,2.1,2.5,Long Island IVF Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR REPRODUCTIVE HEALTH AND INFERTILITY,,ROCHESTER,NEW YORK,100%,0%,0%,0%,87%,0%,2%,13%,5%,3%,6%,0%,25%,2%,5%,16%,25%,"Rosalind A. Hayes, M.D.",20,14,12,0,70,0.5,0.166666667,=,70,0.428571429,0.166666667,=,-40.2,=,=,=,0.777777778,0.461538462,0.181818182,=,0.777777778,0.5,0.222222222,=,0.611111111,0.333333333,0.222222222,=,10,0.071428571,0.083333333,=,2.3,2.5,2.6,=,0.142857143,0.142857143,0,=,0.142857143,0.285714286,0,=,0.214285714,0.333333333,0,=,1,2,2,0,0,0,0,=,2,2,1,=,8,1,0.5,1,2.1,2,Institute for Reproductive Health and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
STRONG FERTILITY AND REPRODUCTIVE SCIENCE CENTER,,ROCHESTER,NEW YORK,100%,0%,0%,0%,73%,0%,0%,17%,6%,5%,5%,<1%,16%,3%,6%,14%,27%,"Vivian Lewis, M.D.",105,53,38,16,39,32.1,34.2,0.1875,37.1,28.3,21.1,0.1875,-18.5,-24.2,-25.9,=,39,32.6,21.1,0.214285714,40.2,34.9,21.6,0.230769231,27.8,25.6,16.2,0.153846154,4.8,13.2,0,0.125,2.6,2.6,2.9,3.3,34.1,0.176470588,0.230769231,0.666666667,2.4,0.058823529,0.076923077,0,30.8,0.266666667,0.25,0.333333333,16,7,5,2,0.4375,0.142857143,0,0,2.5,2,2.2,1.5,34,14,44.1,0.357142857,2.4,2.3,Strong Fertility and Reproductive Science Center,Yes,Yes,Yes,No,Yes,Yes,Yes
INFERTILITY AND IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK,,SNYDER,NEW YORK,100%,0%,0%,0%,50%,0%,0%,15%,7%,9%,4%,0%,22%,0%,10%,13%,20%,"Michael W. Sullivan, M.D.",127,60,51,11,36.2,43.3,23.5,0.272727273,30.7,43.3,19.6,0.181818182,-16,-25.1,-21.8,=,38.6,60.5,32.3,0.181818182,41.1,65,37,0.222222222,28.4,45,25.9,0.222222222,20.5,28.3,39.2,0,2.2,2.6,2.6,3,28.3,19.2,0.333333333,0,4.3,15.4,0.083333333,0,30.8,30.8,0.3,0,18,11,1,3,0.333333333,0.090909091,0,0,2,2.1,2,2,13,1,0.615384615,1,2.6,2,Infertility and IVF Medical Associates of Western New York,Yes,No,Yes,No,Yes,Yes,Yes
