PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
"DR. PHILIP R. LESORGEN, WOMEN'S FERTILITY CENTER",,ENGLEWOOD,NEW JERSEY,100%,0%,0%,0%,43%,0%,23%,7%,11%,0%,2%,13%,0%,14%,7%,23%,"Philip R. Lesorgen, M.D.",17,8,10,5,0.411764706,0.5,0.3,0.2,0.411764706,0.25,0.3,0.2,=,=,=,=,0.5,0.285714286,0.333333333,0.25,0.538461538,0.285714286,0.333333333,0.25,0.176470588,0.125,0.1,0.2,3.3,3.3,2.6,3.3,0.428571429,0.5,0.333333333,0,0.285714286,0,0.333333333,0,0.428571429,0.5,0.333333333,0,1,0,1,0,0,=,0,=,4,=,4,=,0,0,=,=,=,=,Dr. Philip R. Lesorgen,No,No,Yes,No,Yes,No,Yes
NORTH HUDSON I.V.F.,CENTER FOR FERTILITY AND GYNECOLOGY,ENGLEWOOD CLIFFS,NEW JERSEY,100%,0%,0%,0%,21%,0%,7%,7%,18%,<1%,2%,11%,<1%,15%,18%,20%,"Jane E. Miller, M.D.",30,27,11,6,30,22.2,0.181818182,0,20,22.2,0.181818182,0,-28.6,-31.4,=,=,27.3,25,0.333333333,0,28.6,28.6,0.4,0,26.7,11.1,0.454545455,0.333333333,2.1,2.5,3,2,0.555555556,0.666666667,0,=,0,0,0,=,0.833333333,0.5,0,=,2,2,0,0,0,0,=,=,1.5,2.5,=,=,19,7,0.578947368,0,2.4,2.7,North Hudson I.V.F. Center for Fertility and Gynecology,Yes,Yes,Yes,No,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE,AT HACKENSACK UNIVERSITY MEDICAL CENTER,HASBROUCK HEIGHTS,NEW JERSEY,100%,0%,0%,0%,43%,<1%,18%,3%,6%,6%,<1%,23%,2%,9%,8%,24%,"Jose M. Colon, M.D.",85,49,34,9,27.1,26.5,23.5,0.111111111,22.4,22.4,14.7,0.111111111,-17.7,-23.3,-23.8,=,27.9,35.5,20.8,0.166666667,30.2,36.7,20.8,0.166666667,20,36.7,29.4,0.333333333,2.9,3.5,4.1,4,26.1,0.461538462,0.125,0,13,0.153846154,0,0,0.473684211,0.545454545,0.2,0,4,2,0,1,0,0,=,0,3.8,3,=,1,4,0,0,=,3.5,=,Clinic has undergone reorganization since 2000.  Information on current clinic services and profile therefore is not provided here.  Contact SART for current information about this clinic.,,,,,,,
DELAWARE VALLEY OB/GYN AND INFERTILITY GROUP,,LAWRENCEVILLE    ,NEW JERSEY,100%,0%,0%,0%,22%,0%,29%,9%,0%,6%,2%,16%,0%,2%,14%,22%,"Seth G. Derman, M.D.",28,12,15,3,25,0.333333333,0.533333333,0,21.4,0.333333333,0.466666667,0,-30.4,=,=,=,23.1,0.333333333,0.466666667,0,23.1,0.333333333,0.466666667,0,7.1,0,0,0,3.2,3.8,4.3,3.7,0.285714286,0.5,0.25,=,0.285714286,0.25,0,=,0.333333333,0.75,0.142857143,=,2,2,0,0,0,0,=,=,2,3.5,=,=,0,0,=,=,=,=,Delaware Valley OB/GYN and Infertility Group,No,No,Yes,No,Yes,Yes,Yes
PRINCETON CENTER FOR INFERTILITY & REPRODUCTIVE MEDICINE,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,59%,0%,14%,<1%,15%,2%,0%,36%,4%,16%,4%,8%,"Althea M. O'Shaughnessy, M.D.",27,16,13,10,22.2,0.25,0.153846154,0.1,22.2,0.1875,0.153846154,0,-31.4,=,=,=,25,0.230769231,0.222222222,0,0.333333333,0.272727273,0.222222222,0,11.1,0.1875,0.307692308,0.1,3.1,3.5,3.2,3.9,0,0.25,0,0,0.166666667,0,0,0,0.166666667,0,0,=,14,5,4,1,0.357142857,0,0.5,0,3.4,4,4,4,8,2,0.25,0,3.1,4,Princeton Center for Infertility & Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes
"EAST COAST INFERTILITY AND IVF, P.C.",,LITTLE SILVER,NEW JERSEY,100%,0%,0%,0%,48%,0%,5%,0%,2%,3%,0%,9%,0%,0%,45%,36%,"Miguel Damien, M.D.",68,41,41,10,44.1,39,19.5,0.3,38.2,34.1,17.1,0.2,-23.1,-29.1,-23,=,44.8,37.8,25,0.25,47.3,38.9,26.9,0.25,14.7,9.8,31.7,0.2,3.3,3.6,3.5,3.8,30,0.375,0.5,0,16.7,0.125,0,0,50,0.428571429,0.571428571,0,3,3,1,1,0.333333333,0,0,0,4,2.7,5,2,0,0,=,=,=,=,"East Coast Infertility and IVF, P.C.",Yes,No,Yes,No,Yes,Yes,Yes
INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NEW JERSEY,100%,0%,0%,0%,43%,0%,10%,7%,14%,6%,<1%,14%,8%,9%,14%,17%,"Margaret G. Garrisi, M.D.",336,226,219,82,54.8,46,39.3,24.4,47.6,37.6,30.1,15.9,-10.7,-12.6,-12.1,-15.9,49.5,41.7,34,18.3,51.6,44.5,35.9,19.4,3.9,9.7,11.4,13.4,2.5,2.9,3.3,3.6,31,30.8,22.1,10,4.9,8.7,7,5,36.9,40,25.8,0.153846154,51,42,22,1,47.1,47.6,22.7,1,2.8,2.8,2.9,1,83,40,60.2,30,2.3,2.6,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center",Yes,No,Yes,Yes,Yes,Yes,Yes
"COOPER CENTER FOR IN VITRO FERTILIZATION, P.C.",,MARLTON,NEW JERSEY,>99%,<1%,0%,0%,55%,9%,13%,3%,3%,2%,1%,17%,12%,4%,24%,21%,"Jerome H. Check, M.D., Ph.D.",246,166,159,131,24,19.3,13.8,3.8,21.5,16.3,10.7,3.1,-10.3,-11.2,-9.6,-5.9,23.3,19.7,13.5,4,36.8,37.5,23.3,12.9,7.7,17.5,20.8,23.7,3,3.2,3.3,3.5,37.3,21.9,22.7,0,5.1,6.3,0,0,34,29.6,0.176470588,0,158,63,57,34,32.9,19,24.6,5.9,3.3,3.3,4,3.7,76,78,40.8,29.5,3.1,3.5,"Cooper Center for In Vitro Fertilization, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,61%,0%,14%,4%,0%,0%,0%,8%,4%,0%,29%,41%,"George S. Taliadouros, M.D.",22,10,8,0,27.3,0.3,0.25,=,22.7,0.3,0.25,=,-35,=,=,=,25,0.428571429,0.4,=,0.263157895,0.428571429,0.666666667,=,9.1,0.3,0.375,=,3.5,4.1,4,=,0,0.333333333,0.5,=,0,0,0,=,0,0.333333333,0.5,=,3,4,0,0,0.333333333,0,=,=,3,3,=,=,0,3,=,0,=,3.7,Delaware Valley Institute of Fertility and Genetics,Yes,No,Yes,No,Yes,Yes,Yes
"SOUTH JERSEY FERTILITY CENTER, P.A.",,MARLTON,NEW JERSEY,100%,0%,0%,0%,62%,0%,29%,4%,4%,8%,0%,27%,1%,10%,4%,13%,"Robert A. Skaf, M.D.",90,47,29,12,33.3,38.3,27.6,0.166666667,27.8,27.7,13.8,0.083333333,-18.5,-25.5,-25.1,=,29.1,31,16,0.090909091,30.5,31,16.7,0.090909091,4.4,10.6,13.8,0.083333333,2.5,2.7,3.4,4,46.7,0.277777778,0,0.5,3.3,0.111111111,0,0,56,0.384615385,0,1,27,4,5,1,29.6,0.25,0,0,3,3.3,4,4,5,5,0,0,2.8,3,"South Jersey Fertility Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
DIAMOND INSTITUTE FOR INFERTILITY,,MILLBURN,NEW JERSEY,>99%,<1%,0%,0%,64%,0%,26%,<1%,19%,3%,0%,13%,<1%,2%,11%,24%,"Matan Yemini, M.D.",110,80,75,36,29.1,25,8,16.7,21.8,20,6.7,8.3,-15.4,-17.6,-11.3,-17.4,24.2,23.5,9.4,10.3,24.7,23.9,9.8,10.3,10,15,29.3,19.4,3.4,3.4,3.7,3.9,34.4,35,0.333333333,0.333333333,6.3,5,0.166666667,0,41.7,0.4375,0.2,0,15,12,5,2,0.133333333,0.166666667,0,0,2.9,2.7,2.8,3,27,20,29.6,15,2.9,2.7,Diamond Institute for Infertility,Yes,Yes,Yes,No,Yes,Yes,Yes
REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,,MORRISTOWN    ,NEW JERSEY,100%,0%,0%,0%,40%,0%,7%,14%,12%,4%,1%,12%,7%,7%,21%,15%,"Richard T. Scott, Jr., M.D.",383,226,203,82,53.5,37.6,31.5,22,47.8,31.4,24.6,15.9,-10,-12.1,-11.9,-15.9,56.5,42,36.2,28.3,58.8,45.8,38.2,28.9,15.4,25.2,32,43.9,2.7,3,3.6,3.7,41,27.1,20.3,0.222222222,8.3,5.9,1.6,0.055555556,48.1,32.4,20,0.384615385,50,28,16,6,32,42.9,0.3125,0.5,2.2,2.2,3.1,3.7,103,33,58.3,36.4,2.6,2.5,Reproductive Medicine Associates of New Jersey,Yes,No,Yes,Yes,Yes,Yes,Yes
ROBERT WOOD JOHNSON MEDICAL SCHOOL--IVF PROGRAM,,NEW BRUNSWICK,NEW JERSEY,100%,0%,0%,0%,54%,0%,12%,7%,7%,9%,2%,21%,5%,7%,7%,23%,"David B. Seifer, M.D.",147,78,55,15,46.9,35.9,21.8,0.333333333,39.5,28.2,14.5,0.266666667,-15.8,-20,-18.7,=,44.3,32.4,19.5,0.363636364,46.8,33.3,20.5,0.4,10.9,12.8,25.5,0.266666667,2.3,2.6,3.3,5.1,33.3,28.6,0.083333333,0.4,4.3,3.6,0.083333333,0,37.9,27.3,0.25,0.5,27,23,7,1,22.2,26.1,0.142857143,0,2.4,2.4,3.9,2,26,8,50,0,2.1,1.9,Clinic has undergone reorganization since 2000.  Information on current clinic services and profile therefore is not provided here.  Contact SART for current information about this clinic.,,,,,,,
IVF NEW JERSEY,,SOMERSET,NEW JERSEY,>99%,<1%,0%,0%,33%,0%,7%,2%,15%,6%,1%,15%,4%,3%,24%,23%,"Michael C. Darder, M.D.",133,74,53,10,57.9,43.2,35.8,0.2,53.4,36.5,24.5,0.1,-17,-22,-23.2,=,59.2,42.9,27.1,0.142857143,62.3,44.3,28.9,0.142857143,9.8,14.9,9.4,0.3,2.3,2.3,3.7,3.3,41.6,31.3,0.210526316,0,3.9,3.1,0.105263158,0,42.3,29.6,0.307692308,0,0,2,2,0,=,0,0.5,=,=,2.5,2,=,81,17,64.2,0.176470588,2.2,2.1,IVF New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. LOUIS R. MANARA,,VOORHEES,NEW JERSEY,100%,0%,0%,0%,31%,0%,25%,3%,16%,3%,0%,13%,0%,28%,0%,12%,"Louis R. Manara, D.O.",18,6,2,3,0.333333333,0.333333333,0,0,0.166666667,0.333333333,0,0,=,=,=,=,0.176470588,0.333333333,0,0,0.1875,0.333333333,0,0,0.055555556,0,0,0,2.4,2.8,3,2.5,0.166666667,0,=,=,0.166666667,0.5,=,=,0.666666667,0.5,=,=,0,0,1,0,=,=,0,=,=,=,3,=,0,2,=,0,=,2,Dr. Louis R. Manara,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY INSTITUTE OF NEW JERSEY,,WESTWOOD,NEW JERSEY,100%,0%,0%,0%,62%,0%,12%,13%,6%,6%,<1%,15%,2%,8%,13%,24%,"Daniel Navot, M.D.",78,40,22,1,32.1,35,22.7,0,25.6,27.5,18.2,0,-19.3,-27.6,-32.2,=,27.4,28.9,18.2,0,28.6,33.3,18.2,0,6.4,5,0,0,2.8,2.8,3,2,20,0.142857143,0.2,=,16,0.214285714,0,=,40,0.363636364,0.25,=,4,5,2,0,0,0.2,0,=,2.8,3.2,1.5,=,7,1,0.285714286,1,3.1,3,Fertility Institute of New Jersey,Yes,Yes,Yes,No,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,63%,0%,7%,0%,8%,3%,2%,13%,2%,6%,19%,40%,"Douglas J. Thompson, M.D.",30,22,20,4,60,54.5,35,0.75,46.7,45.5,15,0.25,-35.7,-41.7,-30.6,=,48.3,50,0.166666667,0.25,50,50,0.166666667,0.25,3.3,9.1,10,0,2.2,2.3,2.8,2.8,0.277777778,0.333333333,0.428571429,0.333333333,0,0.083333333,0.142857143,0,0.357142857,0.3,0.666666667,0,8,4,5,2,0.5,0.5,0,0.5,2.5,2.8,2.6,3,21,9,85.7,0.333333333,2.2,2.2,Center for Reproductive Medicine of New Mexico,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SOUTHWEST FERTILITY SERVICES,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,41%,0%,16%,11%,2%,15%,0%,13%,6%,5%,19%,13%,"Norman A. Assad, M.D.",24,10,15,3,8.3,0.1,0.2,0,8.3,0.1,0.066666667,0,-19.4,=,=,=,9.1,0.142857143,0.1,0,9.5,0.166666667,0.111111111,0,8.3,0.3,0.333333333,0.333333333,2.7,3.7,3.2,6,0,0,0,=,0,0,0,=,0,0,0,=,2,1,1,0,0,0,0,=,2.5,1,2,=,2,0,0.5,=,3,=,Clinic has undergone reorganization since 2000.  Information on current clinic services and profile therefore is not provided here.  Contact SART for current information about this clinic.,,,,,,,
"ALBANY IVF, FERTILITY AND GYNECOLOGY",,ALBANY,NEW YORK,100%,0%,0%,0%,63%,0%,47%,13%,3%,7%,6%,4%,4%,10%,2%,4%,"Peter M. Horvath, M.D.",36,18,7,6,19.4,0.055555556,0,0.166666667,13.9,0.055555556,0,0.166666667,-22.6,=,=,=,15.2,0.058823529,0,0.2,15.2,0.0625,0,0.2,8.3,0.055555556,0.142857143,0.166666667,4.3,3.8,3.8,3.6,0.428571429,0,=,0,0,0,=,0,0.6,0,=,0,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Albany IVF, Fertility and Gynecology",Yes,No,Yes,No,Yes,Yes,Yes
LEADING INSTITUTE FOR FERTILITY ENHANCEMENT (L.I.F.E.),,ALBANY,NEW YORK,100%,0%,0%,0%,9%,0%,24%,0%,6%,9%,0%,3%,6%,6%,31%,15%,"Edgar S. Henriques, M.D.",15,7,9,1,0.533333333,0.142857143,0,1,0.533333333,0,0,1,=,=,=,=,0.615384615,0,0,1,0.666666667,0,0,1,0.133333333,0.142857143,0.333333333,0,3.3,4.3,3.7,3,0.125,1,=,0,0,0,=,0,0.125,=,=,0,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Leading Institute for Fertility Enhancement (L.I.F.E.),No,No,Yes,No,Yes,Yes,Yes
BROOKLYN IVF,,BROOKLYN,NEW YORK,>99%,0%,<1%,0%,60%,0%,8%,2%,2%,3%,<1%,24%,1%,3%,9%,48%,"Susan M. Lobel, M.D.",213,67,47,30,43.2,41.8,21.3,16.7,35.7,38.8,19.1,16.7,-12.9,-23.4,-22.5,-26.7,39.6,49.1,28.1,0.263157895,41.8,49.1,28.1,0.294117647,9.9,20.9,31.9,36.7,2.9,3.5,3.7,4,39.1,35.7,0.1,0.2,12,14.3,0,0,50,46.2,0.111111111,0,15,2,3,2,0.2,0,0.333333333,0.5,2.7,3.5,4.3,3.5,10,5,0.5,0.4,3.1,2.4,Genesis Fertility,Yes,No,Yes,No,Yes,Yes,Yes
MONTEFIORE FERTILITY AND HORMONE CENTER,,DOBBS FERRY,NEW YORK,>99%,0%,0%,<1%,35%,0%,16%,7%,14%,2%,<1%,18%,<1%,8%,15%,19%,"Barry R. Witt, M.D.",150,95,87,52,40,35.8,24.1,11.5,34.7,32.6,16.1,9.6,-15.2,-18.9,-15.4,-16,38.8,38.8,20,12.8,40,39.2,20.9,13.5,10.7,15.8,19.5,25,2.8,3,3.1,3.1,28.3,17.6,23.8,0.333333333,10,5.9,0,0.166666667,42.3,22.6,0.285714286,0.4,30,17,21,9,26.7,0.294117647,23.8,0.222222222,2.8,2.8,3,2.9,14,2,0.5,0,2.9,2.5,Montefiore's Institute for Reproductive Medicine and Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GARDEN CITY CENTER FOR ADVANCED REPRODUCTIVE TECHNOLOGIES,"YU-KANG YING, M.D., P.C.",GARDEN CITY,NEW YORK,97%,3%,0%,0%,31%,0%,27%,0%,5%,18%,2%,18%,5%,2%,18%,5%,"Yu-Kang Ying, M.D.",15,4,5,4,0.733333333,0.5,0.4,0.25,0.6,0.5,0.4,0.25,=,=,=,=,0.6,0.5,0.4,0.25,0.642857143,0.5,0.4,0.25,0,0,0,0,2.5,5.3,3.4,3.5,0.181818182,0.5,0.5,0,0.090909091,0,0,0,0.222222222,0.5,0.5,0,3,0,1,0,0.333333333,=,0,=,3,=,2,=,1,2,0,0,2,3,"Garden City Center for Advanced Reproductive Technologies, Yu-Kang Ying, M.D., P.C.",Yes,No,Yes,No,Yes,Yes,Yes
NORTH SHORE UNIVERSITY HOSPITAL,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NEW YORK,100%,0%,0%,0%,58%,0%,17%,3%,<1%,11%,2%,27%,2%,18%,4%,15%,"Avner Hershlag, M.D.",173,108,102,39,35.3,21.3,25.5,10.3,32.4,16.7,19.6,7.7,-13.9,-14.1,-15.4,-16.1,37.3,19.8,24.1,12,38.4,19.8,24.4,12,13.3,15.7,18.6,35.9,3.7,3.8,4.2,4.3,26.2,26.1,23.1,0,6.6,0,7.7,0,28.6,0.333333333,35,0,45,33,20,9,11.1,15.2,5,0,4.2,4.7,4.3,4.4,0,0,=,=,=,=,North Shore University Hospital Center for Human Reproduction,Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE ASSOCIATES,,MINEOLA ,NEW YORK,>99%,<1%,<1%,<1%,45%,2%,22%,13%,4%,3%,<1%,15%,4%,29%,2%,7%,"Gabriel A. San Roman, M.D.",392,213,168,49,32.4,24.4,18.5,6.1,28.3,20.7,12.5,6.1,-8.9,-10.9,-10,-12.8,29.5,22,14.3,6.8,31.8,23.3,15,7.3,4.1,6.1,12.5,10.2,2.7,3.2,3.5,4,22,23.1,25.8,0.333333333,10.2,7.7,6.5,0,30.6,27.3,42.9,0.333333333,172,66,31,9,19.2,19.7,6.5,0.111111111,2.8,3.2,3.4,3.7,0,0,=,=,=,=,Reproductive Science Associates,No,No,Yes,No,Yes,Yes,Yes
ADVANCED FERTILITY SERVICES,,NEW YORK,NEW YORK,100%,0%,0%,0%,60%,0%,16%,1%,2%,2%,<1%,32%,22%,10%,2%,13%,"Hugh D. Melnick, M.D.",153,71,65,32,18.3,16.9,9.2,9.4,16.3,15.5,4.6,6.3,-11.7,-16.8,-9.7,-14.6,18.4,17.5,5.5,7.7,19.4,18.3,5.8,8,11.1,11.3,15.4,18.8,3.3,3.6,3.6,3.6,42.9,0.166666667,0.333333333,0,10.7,0.166666667,0,0.333333333,48,0.272727273,0.333333333,0,19,9,3,0,0.473684211,0.333333333,0,=,3.3,3.7,3.3,=,33,22,39.4,40.9,3.4,3.3,Advanced Fertility Services,Yes,Yes,Yes,No,Yes,Yes,Yes
BROOKLYN FERTILITY CENTER,,NEW YORK,NEW YORK,100%,0%,0%,0%,61%,0%,8%,5%,7%,9%,7%,17%,0%,4%,17%,26%,"Dov B. Goldstein, M.D.",17,12,7,2,0.294117647,0.166666667,0.285714286,0,0.235294118,0.166666667,0.285714286,0,=,=,=,=,0.235294118,0.166666667,0.285714286,0,0.285714286,0.181818182,0.285714286,0,0,0,0,0,3.2,3.3,3.1,2,0.4,0.5,0,=,0,0.5,0,=,0.25,1,0,=,12,5,3,2,0.083333333,0,0,0,3.8,3.4,2.3,4,6,1,0.166666667,0,3.8,3,Brooklyn Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes
COLUMBIA PRESBYTERIAN MEDICAL CENTER,CENTER FOR WOMEN'S REPRODUCTIVE CARE,NEW YORK,NEW YORK,100%,0%,0%,0%,42%,1%,6%,3%,45%,1%,<1%,4%,15%,1%,12%,12%,"Mark V. Sauer, M.D.",54,56,34,19,33.3,26.8,20.6,0.157894737,25.9,26.8,17.6,0.052631579,-23.4,-23.2,-25.7,=,27.5,32.6,20,0.083333333,28.6,34.1,20,0.083333333,5.6,17.9,11.8,0.368421053,3.4,3.3,3.5,3.8,0.277777778,0.2,0.428571429,0,0.333333333,0.066666667,0.142857143,0,0.571428571,0.266666667,0.666666667,0,9,2,1,0,0.111111111,0,0,=,3.3,2.5,3,=,79,28,32.9,21.4,3.9,3.4,"Columbia Presbyterian Medical Center, Center for Women's Reproductive Care at Columbia University",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NABIL HUSAMI, M.D.",,NEW YORK,NEW YORK,100%,0%,0%,0%,38%,0%,28%,<1%,19%,6%,6%,7%,3%,12%,5%,13%,"Nabil W. Husami, M.D.",29,21,24,11,27.6,19,16.7,0.181818182,20.7,19,8.3,0.181818182,-29.5,-33.5,-19.4,=,25,0.266666667,10,0.25,25,0.266666667,0.111111111,0.25,17.2,28.6,16.7,0.272727273,3.4,4.2,4.2,3.6,0.125,0,0.5,0.5,0.125,0.25,0,0,0.166666667,0.25,0.5,0.5,3,2,1,0,0.333333333,0,0,=,3.7,4,4,=,0,0,=,=,=,=,"Nabil Husami, M.D.",No,No,Yes,No,Yes,No,No
"MARTIN KELTZ, M.D.",OB/GYN ASSOCIATES OF ST. LUKE'S ROOSEVELT HOSPITAL,NEW YORK,NEW YORK,100%,0%,0%,0%,61%,0%,25%,6%,<1%,2%,<1%,20%,6%,5%,12%,22%,"Martin Keltz, M.D.",35,11,24,13,54.3,0.545454545,25,0.307692308,40,0.454545455,20.8,0.076923077,-32.4,=,-32.5,=,45.2,0.454545455,0.3125,0.076923077,45.2,0.5,0.3125,0.076923077,11.4,0,33.3,0,3.1,3.4,4.5,5.2,0.105263158,0.5,0.166666667,0,0.210526316,0.166666667,0.333333333,0,0.357142857,0.8,0.4,0,5,4,4,2,0.2,0,0,0,4,4,4,4,0,0,=,=,=,=,"Martin Keltz, M.D., Division of Reproductive Endocrinology of Saint Luke's Roosevelt Hospital",No,No,Yes,No,Yes,Yes,Yes
MACLEOD LABORATORY,,NEW YORK,NEW YORK,100%,0%,0%,0%,17%,28%,5%,11%,17%,0%,0%,28%,0%,39%,0%,0%,"Attila Toth, M.D.",3,6,8,0,0.333333333,0.166666667,0.125,=,0,0.166666667,0,=,=,=,=,=,0,0.166666667,0,=,0,0.166666667,0,=,0,0,0,=,2.7,1.3,3,=,0,0,0,=,0,0,0,=,=,0,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,MacLeod Laboratory,No,No,Yes,No,No,No,No
MEDICAL OFFICES FOR HUMAN REPRODUCTION,CENTER FOR HUMAN REPRODUCTION (CHR),NEW YORK,NEW YORK,100%,0%,0%,0%,44%,3%,10%,2%,12%,<1%,<1%,3%,4%,7%,28%,32%,"Norbert Gleicher, M.D.",83,42,55,32,25.3,21.4,10.9,3.1,20.5,19,7.3,3.1,-17.4,-23.7,-13.7,-9.2,23.9,23.5,12.1,4.8,26.2,25,12.1,0.066666667,14.5,19,40,34.4,3.7,3.5,4.3,3.9,28.6,0.333333333,0.5,1,14.3,0,0.166666667,0,0.411764706,0.375,0.75,0,26,10,4,6,34.6,0.3,0.25,0.333333333,4.2,4.2,4.3,3.7,37,10,32.4,0,3.5,3.4,"Medical Offices for Human Reproduction, Center for Human Reproduction (CHR)",Yes,Yes,Yes,No,Yes,Yes,Yes
DR. LILLIAN D. NASH,,NEW YORK,NEW YORK,100%,0%,0%,0%,62%,0%,17%,0%,12%,0%,0%,2%,0%,2%,40%,27%,"Lillian D. Nash, M.D.",14,9,12,4,0.214285714,0.444444444,0,0,0.142857143,0.333333333,0,0,=,=,=,=,0.142857143,0.333333333,0,0,0.153846154,0.333333333,0,0,0,0,0.416666667,0.25,3.6,4.2,2.9,4,0.666666667,0.5,=,=,0.333333333,0,=,=,1,0.666666667,=,=,2,2,1,0,0,0,0,=,4.5,4,5,=,0,0,=,=,=,=,Dr. Lillian D. Nash,No,No,Yes,No,Yes,Yes,Yes
NEW YORK FERTILITY INSTITUTE,,NEW YORK,NEW YORK,99%,1%,0%,0%,78%,0%,2%,5%,32%,5%,<1%,20%,3%,12%,0%,20%,"Majid Fateh, M.D.",28,15,21,11,46.4,0.533333333,33.3,0.363636364,39.3,0.533333333,33.3,0.181818182,-36.2,=,-40.3,=,39.3,0.533333333,0.368421053,0.2,39.3,0.533333333,0.466666667,0.2,0,0,9.5,0.090909091,3.9,3.1,3.7,3.6,0.384615385,0,0.142857143,0,0.076923077,0,0,0,0.454545455,0,0.142857143,0,1,0,1,3,0,=,0,0.333333333,5,=,4,3,16,0,0.625,=,3.9,=,New York Fertility Institute,Yes,No,Yes,Yes,Yes,Yes,Yes
"OFFICES FOR FERTILITY AND REPRODUCTIVE MEDICINE, P.C.",,NEW YORK,NEW YORK,100%,0%,0%,0%,64%,0%,8%,6%,8%,3%,<1%,12%,1%,3%,26%,32%,"Cecilia Schmidt-Sarosi, M.D.",41,42,42,38,43.9,35.7,19,13.2,34.1,28.6,16.7,7.9,-29.1,-27.3,-22.5,-16.5,34.1,31.6,22.6,13,35.9,32.4,23.3,13.6,0,9.5,26.2,39.5,4,3.8,4.1,3.6,0.333333333,0.266666667,0.375,0.2,0.111111111,0.133333333,0,0,0.428571429,0.416666667,0.285714286,0.333333333,36,15,11,2,5.6,0.133333333,0.090909091,0,4.1,3.9,2.9,3,19,21,0.263157895,9.5,3.4,4.2,"Offices for Fertility and Reproductive Medicine, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
