OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
236,INFERTILITY CENTER OF ST. LOUIS,ST. LUKE'S HOSPITAL,ST. LOUIS,MISSOURI,97%,<1%,3%,0%,91%,0%,1%,4%,7%,15%,2%,3%,34%,14%,12%,2%,9%,"Sherman J. Silber, MD",158,51,34,8,44.9,31.4,14.7,0.125,39.2,19.6,5.9,0,(31.6Ð47.3),(9.8Ð33.1),(0.7Ð19.7),,40,20.8,6.7,0,45.9,27.8,9.1,0,30.4,19.4,9.1,0,1.9,5.9,11.8,0.125,2.7,2.7,3.1,3.5,32.4,0.1875,0,0,7,0.125,0,0,33.9,0.3,0,=,25,8,5,3,32,0.5,0.4,0.666666667,2.3,2,2.8,2.3,20,4,40,0,2.4,2.3,"Infertility Center of St. Louis, St. Luke's Hospital",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MO
237,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐST. LOUIS,,ST. LOUIS,MISSOURI,100%,0%,0%,0%,96%,<1%,2%,5%,7%,20%,6%,<1%,15%,27%,4%,8%,7%,"Peter M. Ahlering, MD",216,59,33,22,48.1,64.4,57.6,18.2,40.7,49.2,42.4,13.6,(34.1Ð47.6),(35.9Ð62.5),(25.5Ð60.8),(2.9Ð34.9),40.7,50,42.4,13.6,44.4,52.7,46.7,14.3,29.8,38.2,40,14.3,0,1.7,0,0,2.5,2.6,2.9,2.7,24,23.7,0.157894737,0.25,9.6,5.3,0,0,33,27.6,0.142857143,0,35,6,6,5,37.1,0.333333333,0.5,0.2,2.5,2.7,2.7,2,23,14,69.6,0.214285714,2.7,2.1,Sher Institute for Reproductive MedicineÐSt. Louis,Yes,Yes,Yes,Yes,Yes,No,Yes,MO
238,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC",,OMAHA,NEBRASKA,100%,0%,0%,0%,69%,0%,1%,5%,3%,7%,3%,0%,27%,<1%,4%,10%,41%,"Victoria M. Maclin, MD",113,37,17,8,31.9,10.8,0.235294118,0,28.3,8.1,0.235294118,0,(20.2Ð37.6),(1.7Ð21.9),,,31.4,10.3,0.25,0,37.2,13.6,0.307692308,0,20.9,9.1,0.230769231,0,9.7,21.6,0.058823529,0.25,2.1,1.9,3,2.3,41.7,0,0.25,=,0,0.25,0,=,43.8,0.333333333,0.25,=,27,4,1,0,18.5,0,0,=,2.3,2.8,1,=,16,10,0.3125,0.2,2.3,1.8,"Heartland Center for Reproductive Medicine, PC",Yes,No,Yes,Yes,Yes,Yes,Yes,NE
239,NEBRASKA METHODIST HOSPITAL REI,,OMAHA,NEBRASKA,>99%,0%,<1%,0%,81%,0%,<1%,10%,7%,7%,11%,<1%,20%,8%,9%,12%,16%,"Carolyn M. Doherty, MD",163,44,27,11,49.1,50,18.5,0.272727273,42.9,36.4,11.1,0.181818182,(35.2Ð50.9),(22.4Ð52.2),(2.4Ð29.2),,46.1,40,14.3,0.25,47.3,42.1,15,0.25,30.4,21.1,5,0.25,6.7,9.1,22.2,0.272727273,2.4,3.2,3.4,3.9,36.3,31.8,0,0,2.5,13.6,0.4,0,35.7,0.5,0.666666667,0,41,7,4,0,48.8,0.285714286,0.75,=,2.2,1.7,2.5,=,31,8,54.8,0.5,2.2,1.9,Nebraska Methodist Hospital REI,Yes,No,Yes,Yes,Yes,Yes,Yes,NE
240,FERTILITY CENTER OF LAS VEGAS,,LAS VEGAS,NEVADA,100%,0%,0%,0%,81%,0%,<1%,11%,1%,16%,1%,0%,18%,8%,9%,12%,25%,"Bruce S. Shapiro, MD",157,84,57,15,31.8,32.1,26.3,0.133333333,25.5,28.6,14,0.133333333,(18.9Ð33.0),(19.2Ð39.5),(6.3Ð25.8),,30.8,33.8,17.8,0.133333333,35.7,40,23.5,0.166666667,25.9,26.7,20.6,0.166666667,17.2,15.5,21.1,0,1.8,1.8,1.9,1.8,32,33.3,0.066666667,0,2,0,0,0,27.5,33.3,0.125,0,110,62,32,7,52.7,37.1,21.9,0,2,2,2,2.1,24,15,62.5,0.6,1.9,2.1,Fertility Center of Las Vegas,Yes,No,Yes,Yes,Yes,Yes,Yes,NV
241,NEVADA FERTILITY C.A.R.E.S.,,LAS VEGAS,NEVADA,100%,0%,0%,0%,25%,<1%,3%,11%,4%,25%,4%,<1%,6%,17%,20%,7%,7%,"Rachel A. McConnell, MD",99,46,30,15,42.4,58.7,26.7,0.133333333,39.4,41.3,20,0.066666667,(29.7Ð49.7),(27.0Ð56.8),(7.7Ð38.6),,41.1,41.3,21.4,0.071428571,41.9,41.3,23.1,0.111111111,22.6,28.3,15.4,0.111111111,4,0,6.7,0.066666667,3.1,2.9,2.7,2.8,33.3,14.8,0.25,0,14.3,18.5,0.125,0,46.2,0.315789474,0.333333333,0,4,2,0,2,0,0,=,0.5,2.3,1.5,=,2.5,11,5,0.272727273,0.2,3.2,3.6,Nevada Fertility C.A.R.E.S.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NV
242,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐLAS VEGAS,,LAS VEGAS,NEVADA,100%,0%,0%,0%,95%,0%,4%,8%,7%,30%,7%,1%,12%,11%,11%,6%,7%,"Jeffrey D. Fisch, MD",123,67,72,31,45.5,35.8,25,32.3,35.8,31.3,13.9,22.6,(27.3Ð44.9),(20.6Ð43.8),(6.9Ð24.1),(9.6Ð41.1),36.7,32.3,14.3,22.6,39.6,38.9,16.9,24.1,26.1,29.6,11.9,20.7,2.4,3,2.8,0,2.1,2.1,2.6,2.6,25,20.8,0.055555556,0.1,3.6,0,0.111111111,0,34.1,23.8,0.3,0.142857143,34,16,18,10,20.6,0.25,0.166666667,0.2,2.6,3.1,2.6,2.5,38,16,42.1,0.1875,2.2,2.9,Sher Institute for Reproductive MedicineÐLas Vegas,Yes,No,Yes,Yes,Yes,Yes,Yes,NV
243,THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE,,RENO,NEVADA,100%,0%,0%,0%,50%,0%,6%,7%,<1%,9%,<1%,2%,7%,3%,1%,46%,23%,"Russell A. Foulk, MD",95,32,28,13,60,28.1,28.6,0.230769231,53.7,28.1,25,0.076923077,(43.2Ð64.0),(13.7Ð46.7),(10.7Ð44.9),,54.3,28.1,26.9,0.076923077,55.4,31,26.9,0.076923077,34.8,27.6,26.9,0.076923077,1.1,0,7.1,0,2.6,2.7,2.7,2.6,31.6,0.222222222,0,0.333333333,8.8,0,0,0,37.3,0.111111111,0,0,38,21,15,8,23.7,23.8,0.266666667,0.125,2.7,2.6,3.1,3,60,66,66.7,50,2.7,2.9,The Nevada Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NV
244,DARTMOUTHÐHITCHCOCK MEDICAL CENTER,,LEBANON,NEW HAMPSHIRE,100%,0%,0%,0%,50%,0%,<1%,13%,5%,9%,1%,2%,30%,5%,16%,11%,8%,"Misty B. Porter, MD",56,28,25,20,48.2,42.9,40,35,42.9,35.7,40,15,(29.7Ð56.8),(18.6Ð55.9),(21.1Ð61.3),(3.2Ð37.9),46.2,45.5,47.6,0.176470588,48,47.6,47.6,0.176470588,38,47.6,33.3,0.117647059,7.1,21.4,16,15,2,2.5,3.1,3.9,18.5,0.083333333,0.3,0,0,0,0.1,0.142857143,20.8,0,0.3,0.333333333,18,8,3,3,0.5,0.125,0.333333333,0,2,2.9,2.3,3,7,13,0.428571429,0.307692308,2,1.9,DartmouthÐHitchcock Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NH
245,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐNEW JERSEY,,BEDMINSTER,NEW JERSEY,100%,0%,0%,0%,86%,0%,2%,13%,5%,15%,3%,<1%,15%,4%,9%,17%,20%,"Alexander M. Dlugi, MD",103,59,69,35,35,35.6,11.6,17.1,29.1,25.4,7.2,11.4,(20.6Ð38.9),(15.0Ð38.4),(2.4Ð16.1),(3.2Ð26.7),31.6,27.8,7.9,11.8,37.5,36.6,11.9,18.2,21.3,19.5,7.1,18.2,7.8,8.5,8.7,2.9,2.2,2.4,2.3,2.1,38.9,23.8,0.375,0,5.6,14.3,0,0,43.3,0.466666667,0.4,0,11,5,5,1,0,0.2,0,0,2.2,2.4,2.4,1,13,5,0.461538462,0.4,2.6,3.2,Sher Institute for Reproductive MedicineÐNew Jersey,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ
246,IVF OF NORTH JERSEY,NORTH JERSEY CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,CLIFTON,NEW JERSEY,100%,0%,0%,0%,35%,0%,0%,8%,3%,0%,0%,2%,6%,52%,28%,2%,0%,"Alfredo J. Garcia, MD",19,12,10,4,0.368421053,0.166666667,0.3,0.5,0.263157895,0.166666667,0.1,0,,,,,0.277777778,0.2,0.111111111,0,0.277777778,0.2,0.2,0,0.111111111,0.1,0.2,0,0.052631579,0.166666667,0.1,0,2.1,2.3,3.4,2.5,0.285714286,0.5,0,0,0.142857143,0,0,0,0.6,0.5,0,=,0,1,0,0,=,0,=,=,=,1,=,=,12,3,0.25,0.333333333,2,2.7,Tower Fertility Center,Yes,No,Yes,No,Yes,No,Yes,NJ
247,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTILITY,,EDISON,NEW JERSEY,100%,0%,0%,0%,64%,0%,0%,6%,11%,18%,2%,0%,31%,1%,6%,7%,19%,"Gregory H. Corsan, MD",128,45,26,8,33.6,35.6,11.5,0.375,27.3,33.3,7.7,0.375,(19.8Ð35.9),(20.0Ð49.0),(0.9Ð25.1),,30.4,34.9,0.111111111,0.375,38.5,57.7,0.142857143,0.5,23.1,46.2,0.142857143,0.333333333,10.2,4.4,30.8,0,2,2.4,3.3,2.7,30.2,0.1875,0.333333333,0.333333333,4.7,0.0625,0,0,40,0.2,0,0.333333333,36,9,1,1,30.6,0.333333333,1,1,2.2,2.6,2,2,13,7,0.307692308,0.142857143,1.8,2.1,Center for Advanced Reproductive Medicine & Fertility,Yes,Yes,Yes,No,Yes,Yes,Yes,NJ
248,WOMEN'S FERTILITY CENTER,,ENGLEWOOD,NEW JERSEY,100%,0%,0%,0%,83%,0%,0%,5%,5%,19%,0%,2%,33%,0%,14%,7%,14%,"Philip R. Lesorgen, MD",17,13,5,7,0.235294118,0.153846154,0.2,0.142857143,0.235294118,0.153846154,0.2,0,,,,,0.235294118,0.153846154,0.2,0,0.235294118,0.153846154,0.25,0,0.176470588,0,0.25,0,0,0,0,0,2.6,2.9,3.3,3.3,0.25,1,0,0,0,0,0,0,0.25,1,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Women's Fertility Center,No,No,Yes,No,Yes,No,Yes,NJ
249,NORTH HUDSON I.V.F.,CENTER FOR FERTILITY AND GYNECOLOGY,ENGLEWOOD CLIFFS,NEW JERSEY,100%,0%,0%,0%,71%,0%,0%,2%,7%,32%,3%,0%,8%,3%,17%,12%,17%,"Jane E. Miller, MD",12,6,6,2,0.75,0.666666667,0.333333333,0,0.75,0.5,0.333333333,0,,,,,0.75,0.6,0.4,0,0.75,0.6,0.5,0,0.5,0.4,0.25,0,0,0.166666667,0.166666667,0,2.2,2.6,2.3,3.5,0.444444444,0.25,1,=,0,0.25,0,=,0.333333333,0.333333333,0.5,=,4,1,0,1,0.5,0,=,1,2.5,2,=,2,18,6,0.722222222,0.666666667,2.2,2.3,"North Hudson I.V.F., Center for Fertility and Gynecology",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
250,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC",,HASBROUCK HEIGHTS,NEW JERSEY,100%,0%,0%,0%,88%,0%,<1%,3%,<1%,6%,2%,1%,25%,2%,3%,2%,56%,"Peter G. McGovern, MD",96,47,42,15,63.5,48.9,33.3,0.2,51,42.6,26.2,0.2,(40.6Ð61.4),(28.3Ð57.8),(13.9Ð42.0),,53.3,46.5,26.8,0.25,53.3,47.6,27.5,0.25,37,28.6,25,0.25,4.2,8.5,2.4,0.2,2.2,2.5,2.7,2.7,29.5,39.1,0.214285714,0.333333333,4.9,4.3,0,0,30.6,40,0.090909091,0,8,8,1,2,0.5,0.25,0,0.5,3.3,3.1,4,4,12,1,0.333333333,0,3.3,2,"University Reproductive Associates, PC",Yes,No,Yes,Yes,Yes,Yes,Yes,NJ
251,SHORE INSTITUTE FOR REPRODUCTIVE MEDICINE,,LAKEWOOD,NEW JERSEY,100%,0%,0%,0%,23%,0%,0%,12%,6%,<1%,9%,4%,31%,11%,8%,15%,4%,"Allen Morgan, MD",37,16,21,5,51.4,0.3125,33.3,0.2,40.5,0.3125,23.8,0,(24.8Ð57.9),,(8.2Ð47.2),,42.9,0.384615385,0.3125,0,45.5,0.384615385,0.357142857,0,30.3,0.230769231,0.214285714,0,5.4,0.1875,23.8,0.2,2.5,2.8,3.1,2.8,0.157894737,0.2,0.285714286,0,0.157894737,0.2,0.142857143,0,0.333333333,0.4,0.4,=,7,4,3,0,0.285714286,0.25,0,=,2.3,3.3,2,=,2,3,0.5,0.333333333,3,2.3,Shore Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
252,DELAWARE VALLEY OBGYN AND INFERTILITY GROUP,PRINCETON IVF,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,41%,0%,0%,12%,7%,7%,<1%,0%,6%,2%,10%,24%,31%,"Seth G. Derman, MD",44,22,21,19,31.8,31.8,38.1,0.157894737,25,27.3,28.6,0.052631579,(13.2Ð40.3),(10.7Ð50.2),(11.3Ð52.2),,26.8,28.6,0.315789474,0.058823529,29.7,28.6,0.315789474,0.0625,24.3,23.8,0.263157895,0.0625,6.8,4.5,9.5,0.105263158,2.4,3.1,3.2,3.1,0.285714286,0.428571429,0.125,0.333333333,0,0.142857143,0.125,0,0.181818182,0.166666667,0.166666667,0,15,4,4,1,0.266666667,0.25,0,0,2.7,2.3,2,5,5,2,0.4,0.5,2,2.5,"Delaware Valley OBGYN and Infertility Group, Princeton IVF",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
253,PRINCETON CENTER FOR INFERTILITY & REPRODUCTIVE MEDICINE,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,47%,0%,0%,25%,8%,13%,0%,0%,23%,0%,18%,1%,12%,"Althea M. O'Shaughnessy, MD",16,9,11,5,0.5625,0.555555556,0.272727273,0,0.5625,0.444444444,0.272727273,0,,,,,0.5625,0.5,0.333333333,0,0.5625,0.8,0.333333333,0,0.4375,0.6,0.222222222,0,0,0.111111111,0.181818182,0,2.1,2.6,2.8,2.8,0.222222222,0.4,0.333333333,=,0.111111111,0,0,=,0.222222222,0.25,0.333333333,=,7,6,2,3,0.285714286,0.166666667,0.5,0.333333333,2.3,2.8,2.5,3,4,4,0.5,0.5,2,1.8,Princeton Center for Infertility & Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ
254,EAST COAST INFERTILITY AND IVF,,LITTLE SILVER,NEW JERSEY,100%,0%,0%,0%,58%,0%,0%,4%,4%,9%,16%,<1%,15%,4%,<1%,13%,34%,"Miguel Damien, MD",56,46,43,20,41.1,45.7,30.2,20,32.1,39.1,25.6,15,(20.3Ð46.0),(25.1Ð54.6),(13.5Ð41.2),(3.2Ð37.9),36,42.9,28.2,0.157894737,42.9,48.6,36.7,0.214285714,21.4,40.5,23.3,0.142857143,10.7,8.7,9.3,5,2.3,2.8,3,3.2,39.1,19,0.307692308,0.25,4.3,0,0,0,0.5,0.166666667,0.363636364,0.333333333,5,6,4,0,0.2,0.333333333,0,=,2.8,3,2.3,=,15,8,0.466666667,0.625,2.2,2.8,East Coast Infertility and IVF,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ
255,INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NEW JERSEY,100%,0%,0%,0%,50%,0%,<1%,4%,2%,4%,<1%,<1%,6%,21%,3%,28%,30%,"Margaret G. Garrisi, MD",226,176,143,67,42,39.2,23.1,11.9,31.9,36.9,16.8,6,(25.8Ð38.4),(29.8Ð44.5),(11.1Ð23.9),(1.7Ð14.6),34.1,41.9,20,7.7,38.5,47.8,24.2,12.9,28.3,38.2,17.2,12.9,6.6,11.9,16.1,22.4,2.1,2.3,2.6,2.5,25.3,24.6,18.2,0,3.2,2.9,6.1,0,26.4,20,29.2,0,56,29,15,1,35.7,31,0.4,1,2.1,2,1.9,1,56,21,51.8,28.6,2.1,1.9,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center, East Wing",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
256,COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,43%,5%,<1%,9%,4%,28%,2%,<1%,18%,3%,8%,13%,15%,"Jerome H. Check, MD, PhD",255,185,244,174,28.2,23.2,15.6,9.2,23.5,19.5,11.9,5.7,(18.5Ð29.2),(14.0Ð25.9),(8.1Ð16.6),(2.8Ð10.3),27.5,24.8,17.3,8.4,35.7,30.5,22.3,12.3,23.2,20.3,18.5,11.1,14.5,21.6,31.1,31.6,2.4,2.5,2.4,2.3,30.6,25.6,15.8,0.0625,8.3,9.3,5.3,0,35,33.3,17.2,0.1,120,59,23,14,30,25.4,26.1,0.428571429,2.5,2.5,3,2.9,98,117,46.9,33.3,2.5,2.7,Cooper Institute for Reproductive Hormonal Disorders,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
257,DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,61%,0%,0%,0%,<1%,0%,0%,0%,0%,0%,0%,16%,84%,"George S. Taliadouros, MD",77,18,21,7,49.4,0.666666667,52.4,0,40.3,0.611111111,33.3,0,(29.2Ð52.1),,(14.6Ð57.0),,45.6,0.611111111,0.411764706,0,50,0.611111111,0.466666667,0,33.9,0.333333333,0.333333333,0,11.7,0,19,0.285714286,2.5,3.2,3.8,3.4,26.3,0.416666667,0.272727273,=,7.9,0.083333333,0.090909091,=,32.3,0.454545455,0.285714286,=,9,2,2,0,0.111111111,0,0,=,1.9,2.5,2,=,2,1,0.5,0,2.5,1,Delaware Valley Institute of Fertility and Genetics,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ
258,SOUTH JERSEY FERTILITY CENTER,,MARLTON,NEW JERSEY,100%,0%,0%,0%,58%,0%,0%,16%,7%,8%,2%,<1%,18%,2%,5%,25%,17%,"Robert A. Skaf, MD",189,82,74,15,45.5,28,28.4,0.266666667,37.6,22,18.9,0.266666667,(30.6Ð44.9),(13.6Ð32.5),(10.7Ð29.7),,39.7,24,21.2,0.307692308,40.8,24.3,21.9,0.363636364,27.6,18.9,14.1,0.363636364,5.3,8.5,10.8,0.133333333,2.2,2.4,2.9,4.3,33.7,26.1,19,0,3.5,4.3,9.5,0,32.4,0.222222222,0.357142857,0,38,19,15,5,23.7,0.210526316,0.2,0.4,2.4,2.3,3.3,3.2,17,12,0.647058824,0,2.1,2.3,South Jersey Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
259,DIAMOND INSTITUTE FOR INFERTILITY,,MILLBURN,NEW JERSEY,100%,0%,0%,0%,65%,0%,0%,16%,8%,23%,3%,<1%,5%,<1%,9%,20%,14%,"Arie Birkenfeld, MD",121,89,69,23,43.8,37.1,26.1,21.7,40.5,29.2,10.1,17.4,(31.7Ð49.8),(20.1Ð39.8),(4.2Ð19.8),(5.0Ð38.8),45,31.7,11.7,0.222222222,45.4,32.9,13.2,0.222222222,25,22.8,9.4,0.222222222,9.9,7.9,13,21.7,2.1,2.3,2.8,3.3,47.2,36.4,0.166666667,0,1.9,0,0,0,44.9,30.8,0.285714286,0,27,10,15,4,40.7,0.2,0.266666667,0.25,2,2,2.3,1.3,27,18,44.4,0.388888889,2,2.1,Diamond Institute for Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
260,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,,MORRISTOWN,NEW JERSEY,100%,0%,0%,0%,57%,0%,2%,7%,10%,6%,3%,2%,15%,20%,0%,18%,21%,"Michael R. Drews, MD",790,484,398,204,54.2,44.4,31.9,23.5,47,37,24.9,11.3,(43.4Ð50.5),(32.7Ð41.5),(20.7Ð29.4),(7.3Ð16.4),49.9,41.7,29.7,14.5,53.8,46,33.1,16.3,32.5,31.9,26.8,14.9,5.9,11.4,16.3,22.1,2.3,2.6,3,3.2,36.2,27.9,15.7,16.7,5.1,6.5,4.7,0,39.6,30.7,19.2,8.7,179,96,42,23,38.5,32.3,28.6,21.7,2,2.2,2.1,2.2,190,115,55.3,30.4,2.3,2.3,Reproductive Medicine Associates of New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
261,VALLEY HOSPITAL FERTILITY CENTER,,PARAMUS,NEW JERSEY,100%,0%,0%,0%,35%,0%,0%,7%,6%,8%,1%,2%,18%,5%,21%,7%,25%,"Ali Nasseri, MD, PhD",63,45,32,18,60.3,44.4,28.1,0.388888889,54,35.6,28.1,0.277777778,(40.9Ð66.6),(21.9Ð51.2),(13.7Ð46.7),,56.7,41,45,0.357142857,56.7,42.1,45,0.357142857,30,26.3,40,0.214285714,4.8,13.3,37.5,0.222222222,2.3,2.5,2.8,3.1,57.9,45,0.111111111,0.285714286,5.3,0,0,0,47.1,0.375,0.111111111,0.4,4,2,0,0,0.25,0.5,=,=,2.8,2,=,=,0,0,=,=,=,=,Valley Hospital Fertility Center,No,No,Yes,No,Yes,Yes,Yes,NJ
262,IVF NEW JERSEY,,SOMERSET,NEW JERSEY,100%,0%,0%,0%,26%,0%,2%,6%,6%,19%,2%,<1%,14%,7%,9%,16%,22%,"Michael C. Darder, MD",293,146,89,41,48.1,42.5,28.1,19.5,40.6,34.9,22.5,19.5,(34.9Ð46.5),(27.2Ð43.3),(14.3Ð32.6),(8.8Ð34.9),43,37.8,26.7,23.5,47.2,43.6,27.8,27.6,23.8,22.2,20.8,20.7,5.5,7.5,15.7,17.1,2.5,2.8,3.3,3.7,46.1,41.9,28,0.25,7.1,12.9,8,0.125,49.6,49,25,0.25,27,0,3,1,37,=,0.333333333,0,2.1,=,2,1,102,25,68.6,48,2.1,2.2,IVF New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
263,REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY,,TINTON FALLS,NEW JERSEY,100%,0%,0%,0%,53%,0%,<1%,9%,3%,11%,2%,0%,17%,2%,<1%,25%,31%,"William Ziegler, DO",66,35,37,15,40.9,34.3,18.9,0.2,36.4,28.6,13.5,0,(24.9Ð49.1),(14.6Ð46.3),(4.5Ð28.8),,42.1,37,17.9,0,47.1,38.5,20,0,27.5,38.5,16,0,13.6,22.9,24.3,0.266666667,2.1,2.4,2.7,2.6,29.6,0.25,0.142857143,0.333333333,7.4,0,0,0,41.7,0,0.2,=,11,3,1,0,0.545454545,0,0,=,2.8,2.7,3,=,0,0,=,=,=,=,Reproductive Science Center of New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Pending,NJ
264,DR. LOUIS R. MANARA,,VOORHEES,NEW JERSEY,100%,0%,0%,0%,42%,<1%,2%,10%,4%,9%,5%,<1%,13%,2%,14%,10%,33%,"Louis R. Manara, DO",48,26,22,5,18.8,23.1,18.2,0,18.8,19.2,13.6,0,(8.9Ð32.6),(6.6Ð39.4),(2.9Ð34.9),,20.9,0.3125,0.214285714,0,21.4,0.3125,0.25,0,14.3,0.3125,0.25,0,10.4,38.5,36.4,0.4,2.6,3.1,3.4,2.5,0.333333333,0,0.25,=,0,0,0,=,0.333333333,0,0,=,1,0,0,0,0,=,=,=,3,=,=,=,0,0,=,=,=,=,"Dr. Louis R. Manara, The Center for Reproductive Medicine & Fertility",No,No,Yes,No,Yes,Yes,Pending,NJ
265,"NORTH JERSEY FERTILITY ASSOCIATES, LLC",,WAYNE,NEW JERSEY,100%,0%,0%,0%,63%,<1%,0%,18%,0%,8%,6%,3%,18%,9%,9%,18%,10%,"Mark X. Ransom, MD",43,27,32,6,51.2,55.6,25,0.5,48.8,40.7,18.8,0.333333333,(33.3Ð64.5),(22.4Ð61.2),(7.2Ð36.4),,55.3,52.4,24,0.4,56.8,52.4,26.1,0.5,27,33.3,17.4,0.5,11.6,22.2,21.9,0.166666667,2.5,2.6,2.7,3.3,50,0.333333333,0.125,0,4.5,0,0.125,0,52.4,0.363636364,0.333333333,0,0,1,0,0,=,0,=,=,=,2,=,=,7,1,0.428571429,0,2.3,2,"North Jersey Fertility Associates, LLC",Yes,Yes,Yes,No,Yes,Yes,Yes,NJ
266,FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK,,WESTWOOD,NEW JERSEY,100%,0%,0%,0%,93%,0%,<1%,3%,6%,18%,<1%,0%,2%,6%,<1%,21%,43%,"Daniel Navot, MD",72,50,46,14,52.8,34,41.3,0.071428571,45.8,28,32.6,0.071428571,(34.0Ð58.0),(16.2Ð42.5),(19.5Ð48.0),,46.5,29.8,34.9,0.083333333,48.5,36.8,38.5,0.1,38.2,28.9,30.8,0.1,1.4,6,6.5,0.142857143,2.3,2.9,3.1,2.7,18.4,0.117647059,0.210526316,0,2.6,0.058823529,0.052631579,0,21.2,0.214285714,0.2,0,24,4,6,3,33.3,0.25,0.333333333,0,2.4,3,2.7,3,13,6,0.538461538,0.166666667,2.7,2.2,Fertility Institute of New Jersey and New York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
