OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
227,REPRODUCTIVE MEDICINE CENTER,,MINNEAPOLIS,MINNESOTA,100%,0%,0%,0%,82%,0%,<1%,0%,8%,7%,3%,5%,3%,30%,1%,9%,10%,25%,"Mark A. Damario, MD",161,71,36,15,9,46,53.5,41.7,0.2,0,43.5,40.8,30.6,0.2,0,(35.7Ð51.5),(29.3Ð53.2),(16.3Ð48.1),,,45.5,46,34.4,0.272727273,0,46.4,46.8,37.9,0.272727273,0,27.2,32.3,34.5,0.272727273,0,4.3,11.3,11.1,0.266666667,0.333333333,2,2.1,2.5,2.6,2.7,41.9,26.3,0.133333333,0,=,2.7,2.6,0.066666667,0,=,41.4,31,0.090909091,0,=,26,11,6,1,1,34.6,0.454545455,0.166666667,0,0,2,1.9,1.8,2,4,5,3,0.8,0.333333333,2,2.3,Reproductive Medicine Center,Yes,No,Yes,Yes,Yes,Yes,Yes,MN
228,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES,,ROCHESTER,MINNESOTA,100%,0%,0%,0%,80%,0%,0%,0%,5%,2%,9%,2%,0%,35%,0%,6%,5%,37%,"Charles C. Coddington, MD",59,34,10,9,0,35.6,23.5,0.3,0.222222222,=,35.6,20.6,0.2,0,=,(23.6Ð49.1),(8.7Ð37.9),,,,36.8,22.6,0.25,0,=,40.4,26.9,0.25,0,=,30.8,19.2,0.25,0,=,3.4,8.8,0.2,0.333333333,=,2,2.2,2.6,2.8,=,23.8,0.25,0,0,=,0,0,0,0,=,23.8,0.285714286,0,=,=,42,27,11,3,1,35.7,33.3,0.454545455,0,0,2.2,2,2.1,2,1,0,18,=,0.388888889,=,1.9,Mayo Clinic Assisted Reproductive Technologies,Yes,No,Yes,Yes,Yes,Yes,Yes,MN
229,REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,,WOODBURY,MINNESOTA,100%,0%,0%,0%,93%,0%,2%,1%,3%,3%,<1%,4%,0%,27%,6%,5%,3%,49%,"Jacques P. Stassart, MD",248,82,45,15,1,53.2,41.5,35.6,0.466666667,0,46,39,26.7,0.266666667,0,(39.6Ð52.4),(28.4Ð50.4),(14.6Ð41.9),,,47.1,41.6,30,0.266666667,0,51.1,43.8,32.4,0.266666667,0,33.2,27.4,21.6,0.266666667,0,2.4,6.1,11.1,0,0,1.9,2.2,2.6,2.7,4,33.3,47.1,0.375,0.142857143,=,4.5,2.9,0,0,=,35.1,37.5,0.333333333,0,=,77,32,14,6,2,49.4,34.4,0.357142857,0.333333333,0,1.8,1.7,2.1,2.3,1.5,70,32,44.3,25,2,1.8,Reproductive Medicine & Infertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MN
230,MISSISSIPPI FERTILITY INSTITUTE,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,75%,0%,<1%,1%,19%,<1%,11%,19%,2%,11%,1%,18%,11%,8%,"John D. Isaacs, Jr., MD",87,22,30,8,0,35.6,45.5,26.7,0.25,=,34.5,36.4,20,0,=,(24.6Ð45.4),(17.2Ð59.3),(7.7Ð38.6),,,39.5,36.4,23.1,0,=,41.7,38.1,28.6,0,=,22.2,23.8,14.3,0,=,12.6,0,13.3,0,=,2.2,2.7,2.5,3.6,=,51.6,0.3,0.375,0,=,0,0.1,0,0.5,=,46.7,0.375,0.5,=,=,11,7,4,0,0,0.363636364,0.285714286,0,=,=,1.7,1.6,2.5,=,=,11,6,0.636363636,0.333333333,2.1,2.5,Mississippi Fertility Institute,Yes,Yes,No,Yes,Yes,No,Yes,MS
231,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,87%,0%,1%,1%,17%,6%,4%,15%,0%,8%,2%,4%,20%,24%,"Randall S. Hines, MD",53,30,4,5,1,34,26.7,0.75,0,1,26.4,20,0.5,0,0,(15.3Ð40.3),(7.7Ð38.6),,,,29.2,21.4,0.666666667,0,0,31.1,25,0.666666667,0,0,17.8,25,0.666666667,0,0,9.4,6.7,0.25,0,0,2.5,2.5,2.7,2.8,3,0.222222222,0,0,=,0,0.111111111,0,0,=,0,0.428571429,0,0,=,=,8,0,0,0,0,0.125,=,=,=,=,1.5,=,=,=,=,9,10,0.555555556,0.2,2.2,1.7,University of Mississippi Medical Center,Yes,Yes,No,Yes,Yes,Yes,Yes,MS
232,INFERTILITY INSTITUTE,,CHESTERFIELD,MISSOURI,100%,0%,0%,0%,82%,0%,0%,5%,0%,5%,17%,4%,0%,5%,0%,<1%,21%,47%,"Anthony C. Pearlstone, MD",43,25,16,1,5,53.5,56,0.3125,0,0.2,51.2,56,0.25,0,0,(35.5Ð66.7),(34.9Ð75.6),,,,53.7,60.9,0.266666667,0,0,55,63.6,0.333333333,=,0,40,40.9,0.333333333,=,0,4.7,8,0.0625,0,0.6,2.1,2.5,3.4,=,3.5,30.4,0.357142857,0,=,0,4.3,0.071428571,0,=,0,27.3,0.357142857,0,=,=,5,4,2,0,0,0,0,0.5,=,=,2.4,2.5,1.5,=,=,13,2,0.615384615,0.5,2.2,2.5,The Fertility Center at Missouri Baptist Medical Center,Yes,No,Yes,No,Yes,Yes,Yes,MO
233,"MID-MISSOURI REPRODUCTIVE MEDICINE AND SURGERY, INC.",,COLUMBIA,MISSOURI,100%,0%,0%,0%,55%,0%,0%,0%,7%,7%,1%,4%,0%,9%,5%,1%,20%,46%,"L. L. Penney, MD",33,12,12,5,3,45.5,0.5,0.333333333,0,0.333333333,42.4,0.416666667,0.333333333,0,0,(25.5Ð60.8),,,,,48.3,0.555555556,0.444444444,0,0,50,0.555555556,0.444444444,0,0,25,0.444444444,0.333333333,0,0,12.1,0.25,0.25,0.4,0,2,2.4,2.1,2.7,3.7,0.466666667,0.166666667,0.25,=,1,0.066666667,0,0,=,0,0.5,0.2,0.25,=,=,10,3,1,1,1,0,0.333333333,0,0,0,1.8,1.3,1,3,1,1,0,0,=,2,=,"Mid-Missouri Reproductive Medicine and Surgery, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MO
234,MISSOURI CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,,COLUMBIA,MISSOURI,100%,0%,0%,0%,25%,0%,0%,0%,23%,15%,0%,8%,0%,8%,0%,15%,8%,23%,"Danny J. Schust, MD",5,2,2,3,0,0.2,0,0,0,=,0.2,0,0,0,=,,,,,,0.333333333,0,0,=,=,0.5,0,=,=,=,0.5,0,=,=,=,0.4,0,0.5,1,=,2,3.5,=,=,=,0,=,=,=,=,0,=,=,=,=,0,=,=,=,=,1,0,0,0,0,0,=,=,=,=,2,=,=,=,=,0,0,=,=,=,=,"Missouri Center for Reproductive Medicine and Fertility, University of Missouri",No,Yes,Yes,No,Yes,Yes,Yes,MO
235,MIDWEST WOMEN'S HEALTHCARE,,KANSAS CITY,MISSOURI,100%,0%,0%,0%,89%,0%,0%,0%,3%,5%,3%,9%,2%,6%,0%,6%,30%,36%,"Gregory C. Starks, MD",28,11,9,4,2,60.7,0.818181818,0.333333333,0,0,57.1,0.636363636,0,0,0,(37.2Ð75.5),,,,,64,0.636363636,0,0,0,64,0.636363636,0,0,0,36,0.363636364,0,0,0,10.7,0,0.111111111,0.25,0.5,1.9,1.9,1.9,1.3,3,0.411764706,0.333333333,0,=,=,0,0,0,=,=,0.4375,0.428571429,=,=,=,2,1,3,0,0,0,0,0,=,=,1.5,2,2,=,=,3,0,1,=,2,=,Midwest Women's Healthcare,Yes,No,Yes,No,Yes,Yes,Yes,MO
236,INFERTILITY & IVF CENTER,,ST. LOUIS,MISSOURI,100%,0%,0%,0%,75%,0%,3%,8%,5%,0%,<1%,0%,0%,9%,1%,<1%,38%,45%,"Ronald P. Wilbois, MD",51,26,12,3,2,37.3,30.8,0.25,0.666666667,0.5,35.3,30.8,0.166666667,0.666666667,0.5,(22.4Ð49.9),(14.3Ð51.8),,,,43.9,33.3,0.2,1,1,62.1,0.444444444,0.285714286,1,1,31,0.222222222,0.285714286,0.5,1,19.6,7.7,0.166666667,0.333333333,0.5,2.1,2.1,2.3,3,3,0.473684211,0.5,0,0.5,0,0.052631579,0,0,0,0,0.5,0.5,0,0.5,0,26,3,2,1,0,23.1,0,0,0,=,2.2,1.7,2,3,=,17,29,0.411764706,27.6,2.4,2.2,Infertility & IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MO
237,THE INFERTILITY AND REPRODUCTIVE MEDICINE CENTER,AT WASHINGTON UNIVERSITY SCHOOL OF MEDICINE AND BARNESÐJEWISH HOSPITAL,ST. LOUIS,MISSOURI,100%,0%,0%,0%,58%,0%,1%,1%,11%,7%,6%,6%,<1%,19%,5%,15%,15%,16%,"Randall R. Odem, MD",178,79,46,24,3,43.8,35.4,32.6,12.5,0,36.5,27.8,23.9,8.3,0,(29.4Ð44.0),(18.3Ð39.1),(12.6Ð38.8),(1.0Ð27.0),,41.9,29.7,28.9,0.105263158,0,43,30.1,30.6,0.105263158,0,27.8,19.2,27.8,0.105263158,0,12.9,6.3,17.4,20.8,0,2.1,2.5,3,3.2,5.5,33.3,28.6,0,0,=,1.3,3.6,0.133333333,0,=,35.4,36.4,0.090909091,0,=,24,7,6,2,0,4.2,0.285714286,0.166666667,0,=,2,2,2.2,2,=,18,6,0.722222222,0,2.2,2.5,The Infertility and Reproductive Medicine Center at Washington University School of Medicine and BarnesÐJewish Hospital,Yes,No,Yes,Yes,Yes,Yes,Yes,MO
238,INFERTILITY CENTER OF ST. LOUIS,ST. LUKE'S HOSPITAL,ST. LOUIS,MISSOURI,96%,1%,4%,0%,95%,0%,4%,4%,5%,14%,20%,4%,4%,25%,5%,9%,2%,13%,"Sherman J. Silber, MD",119,30,35,13,3,33.6,40,22.9,0.230769231,0.333333333,26.9,36.7,22.9,0.076923077,0,(19.2Ð35.8),(19.9Ð56.1),(10.4Ð40.1),,,27.4,36.7,25.8,0.076923077,0,32.7,47.8,36.4,0.1,0,25.5,30.4,22.7,0,0,1.7,0,11.4,0,0,2.1,2.4,2.6,2.4,3,17.5,0.333333333,0.125,0,0,5,0.083333333,0.25,0.333333333,0,21.9,0.363636364,0.375,1,=,72,23,16,3,5,30.6,39.1,0.1875,0,0,2,2.3,2.3,2,2,10,12,0.3,0.416666667,2.1,2.3,"Infertility Center of St. Louis, St. Luke's Hospital",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MO
239,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐST. LOUIS,,ST. LOUIS,MISSOURI,100%,0%,0%,0%,96%,<1%,<1%,13%,3%,5%,27%,4%,<1%,19%,23%,3%,6%,9%,"Peter M. Ahlering, MD",199,69,61,23,7,54.8,40.6,31.1,17.4,0.142857143,50.3,37.7,24.6,13,0.142857143,(43.1Ð57.4),(26.3Ð50.2),(14.5Ð37.3),(2.8Ð33.6),,50.5,38.2,25,13.6,0.142857143,54.6,44.1,28.8,14.3,0.166666667,35,35.6,25,14.3,0.166666667,0.5,1.4,1.6,4.3,0,2.3,2.3,2.4,2.3,2.5,33.9,17.9,0.105263158,0,0,5.5,0,0,0,0,36,19.2,0.133333333,0,0,44,9,11,3,1,22.7,0.333333333,0.454545455,0.333333333,0,2.6,2.7,3.2,2.3,4,20,9,65,0.111111111,2,2.9,Sher Institute for Reproductive MedicineÐSt. Louis,Yes,Yes,Yes,Yes,Yes,No,Yes,MO
240,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC",,OMAHA,NEBRASKA,100%,0%,0%,0%,77%,0%,1%,0%,6%,4%,9%,1%,0%,27%,<1%,3%,9%,40%,"Victoria M. Maclin, MD",106,39,23,13,12,31.1,25.6,13,0.307692308,0.166666667,27.4,20.5,8.7,0.153846154,0.166666667,(19.1Ð36.9),(9.3Ð36.5),(1.1Ð28.0),,,30.2,25.8,10,0.2,0.2,35.4,30.8,0.153846154,0.285714286,0.285714286,22,19.2,0.153846154,0.285714286,0.142857143,9.4,20.5,13,0.230769231,0.166666667,1.9,1.7,2,1.9,2.3,33.3,0.6,0,0,0.5,6.1,0.1,0,0,0,37.9,0.375,0,0,0.5,25,6,1,0,1,28,0.166666667,1,=,0,1.7,1.7,2,=,3,20,5,70,0.4,1.9,1.8,"Heartland Center for Reproductive Medicine, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NE
241,NEBRASKA METHODIST HOSPITAL REI,,OMAHA,NEBRASKA,>99%,0%,<1%,0%,85%,0%,<1%,0%,7%,4%,8%,10%,<1%,25%,9%,9%,12%,15%,"Carolyn M. Doherty, MD",161,61,27,9,1,52.8,44.3,48.1,0.333333333,0,47.2,36.1,37,0.333333333,0,(39.3Ð55.2),(24.2Ð49.4),(19.4Ð57.6),,,49.7,42.3,47.6,0.5,=,50.7,43.1,50,0.5,=,35.3,27.5,50,0.5,=,5,14.8,22.2,0.333333333,1,2.3,2.8,3.4,3,=,30.6,37,0.230769231,0,=,7.1,3.7,0,0,=,30.3,36.4,0,0,=,35,8,5,1,0,37.1,0.375,0,0,=,1.9,1.9,1.4,1,=,34,7,55.9,0,2.2,1.4,Nebraska Methodist Hospital REI,Yes,No,Yes,Yes,Yes,Yes,Yes,NE
242,FERTILITY CENTER OF LAS VEGAS,,LAS VEGAS,NEVADA,100%,0%,0%,0%,89%,0%,<1%,<1%,8%,2%,19%,2%,<1%,15%,10%,4%,13%,27%,"Bruce S. Shapiro, MD, PhD",137,39,25,18,20,52.6,46.2,12,0.166666667,5,46,38.5,12,0.111111111,5,(37.4Ð54.7),(23.4Ð55.4),(2.5Ð31.2),,(0.1Ð24.9),48.1,40.5,14.3,0.133333333,0.058823529,55.3,45.5,0.25,0.2,0.142857143,36,24.2,0.166666667,0.1,0,4.4,5.1,16,0.166666667,15,1.9,1.9,2,1.6,2,40.3,0.444444444,0.333333333,0.333333333,1,0,0,0,0,0,34.9,0.466666667,0.333333333,0.5,1,130,51,36,13,5,46.9,49,41.7,0.153846154,0,2.1,2.1,2.3,2,1.6,39,22,66.7,59.1,1.9,2.1,Fertility Center of Las Vegas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NV
243,NEVADA FERTILITY C.A.R.E.S.,,LAS VEGAS,NEVADA,100%,0%,0%,0%,32%,0%,<1%,13%,9%,14%,22%,6%,0%,7%,8%,13%,12%,10%,"Rachel A. McConnell, MD",97,46,27,19,10,55.7,50,11.1,0.105263158,0,50.5,41.3,11.1,0.105263158,0,(40.2Ð60.8),(27.0Ð56.8),(2.4Ð29.2),,,51.6,44.2,12.5,0.117647059,0,55.1,45.2,0.157894737,0.142857143,0,28.1,28.6,0.105263158,0.071428571,0,2.1,6.5,11.1,0.105263158,0,2.7,2.8,2.8,2.2,2.6,33.3,21.7,0,0.5,=,14.8,13,0.333333333,0,=,49,0.368421053,0.333333333,0.5,=,9,4,3,0,2,0.333333333,0.25,0,=,0,3.4,3.8,3.3,=,3,15,2,0.533333333,0,2.3,3,Nevada Fertility C.A.R.E.S.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NV
244,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐLAS VEGAS,,LAS VEGAS,NEVADA,100%,0%,0%,0%,99%,0%,3%,6%,7%,7%,17%,5%,<1%,15%,16%,16%,6%,11%,"Jeffrey D. Fisch, MD",83,61,65,31,21,43.4,52.5,32.3,16.1,0,42.2,41,24.6,6.5,0,(31.4Ð53.5),(28.6Ð54.3),(14.8Ð36.9),(0.8Ð21.4),(0.0Ð16.1),42.2,41,25,6.5,0,46.1,47.2,31.4,7.4,0,32.9,35.8,23.5,3.7,0,0,0,1.5,0,0,2.1,2.2,2.3,2.5,2.7,25,15.6,19,0.2,=,2.8,6.3,4.8,0,=,28.6,24,0.25,0.5,=,51,46,22,12,3,25.5,28.3,45.5,0.166666667,0,2.3,2.1,1.9,2.3,1.3,33,26,45.5,38.5,1.9,2,Sher Institute for Reproductive MedicineÐLas Vegas,Yes,No,Yes,Yes,Yes,Yes,Yes,NV
245,THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE,,RENO,NEVADA,100%,0%,0%,0%,59%,0%,3%,7%,5%,1%,10%,2%,2%,4%,6%,2%,44%,25%,"Russell A. Foulk, MD",75,31,30,13,2,56,32.3,40,0,0.5,53.3,29,36.7,0,0,(41.4Ð64.9),(14.2Ð48.0),(19.9Ð56.1),,,54.8,32.1,36.7,0,0,59.7,34.6,40.7,0,0,35.8,26.9,22.2,0,0,2.7,9.7,0,0,0,2.4,3,2.7,2.6,4,35.7,0.4,0.5,=,0,7.1,0,0,=,0,40,0.222222222,0.454545455,=,=,21,12,13,7,2,42.9,0.583333333,0.230769231,0,0,2.5,2.4,2.8,3,3.5,61,59,63.9,28.8,2.5,2.8,The Nevada Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NV
246,DARTMOUTHÐHITCHCOCK MEDICAL CENTER,,LEBANON,NEW HAMPSHIRE,100%,0%,0%,0%,51%,0%,0%,0%,7%,4%,7%,2%,1%,32%,10%,12%,10%,16%,"Misty B. Porter, MD",58,28,16,12,2,46.6,17.9,0.1875,0.333333333,0.5,41.4,10.7,0.1875,0.333333333,0.5,(28.6Ð55.1),(2.3Ð28.2),,,,43.6,13,0.230769231,0.363636364,0.5,48,13.6,0.230769231,0.363636364,0.5,28,9.1,0.153846154,0.363636364,0.5,5.2,17.9,0.1875,0.083333333,0,2,2.2,2.8,3.4,5.5,37,0.4,0.333333333,0.25,0,0,0,0,0,0,41.7,0.333333333,0.333333333,0,0,18,7,4,5,0,0.166666667,0.428571429,0.25,0.2,=,2.1,2,2,2.8,=,4,12,0.5,0.416666667,2,2.2,DartmouthÐHitchcock Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NH
247,IVF OF NORTH JERSEY,NORTH JERSEY CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,CLIFTON,NEW JERSEY,100%,0%,0%,0%,63%,0%,0%,0%,33%,3%,18%,2%,2%,24%,0%,6%,3%,10%,"Alfredo J. Garcia, MD",25,14,15,3,2,28,0.214285714,0.066666667,0.333333333,0,16,0.214285714,0.066666667,0,0,(4.5Ð36.1),,,,,17.4,0.214285714,0.071428571,0,0,18.2,0.272727273,0.076923077,0,0,9.1,0.090909091,0.076923077,0,0,8,0,0.066666667,0.333333333,0.5,2.5,2.3,2.1,3,3,0.142857143,1,0,0,=,0.142857143,0,0,0,=,0.5,0.666666667,0,=,=,1,0,0,1,0,0,=,=,0,=,3,=,=,1,=,3,2,0,0,2.3,2.5,Tower Fertility Center,Yes,Yes,Yes,No,Yes,No,Yes,NJ
248,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTILITY,,EDISON,NEW JERSEY,>99%,0%,<1%,0%,59%,0%,0%,4%,7%,9%,19%,2%,0%,28%,2%,10%,4%,18%,"Gregory H. Corsan, MD",135,45,39,11,6,41.5,33.3,41,0.181818182,0,36.3,22.2,25.6,0.090909091,0,(28.2Ð45.0),(11.2Ð37.1),(13.0Ð42.1),,,38.6,25,27,0.1,0,43.4,30.3,30.3,0.125,0,30.1,27.3,24.2,0.125,0,5.9,11.1,5.1,0.090909091,0.166666667,2.1,2.2,2.7,3.3,3.5,30.4,0.133333333,0.1875,0,=,0,0,0,0,=,30.6,0.1,0.2,0,=,17,4,3,0,0,0.411764706,0.25,0.666666667,=,=,2,2.5,1.7,=,=,17,5,0.411764706,0,1.9,2,Center for Advanced Reproductive Medicine & Fertility,Yes,Yes,Yes,No,Yes,Yes,Yes,NJ
249,WOMEN'S FERTILITY CENTER,,ENGLEWOOD,NEW JERSEY,100%,0%,0%,0%,81%,0%,0%,3%,6%,0%,20%,0%,0%,26%,3%,6%,3%,37%,"Philip R. Lesorgen, MD",14,6,3,4,4,0.5,0.166666667,0,0,0,0.5,0.166666667,0,0,0,,,,,,0.5,0.166666667,0,0,0,0.5,0.2,0,0,0,0.142857143,0.2,0,0,0,0,0,0,0,0,2.4,2.6,2.3,3.3,2.3,0.571428571,0,=,=,=,0.142857143,0,=,=,=,0.714285714,0,=,=,=,2,0,1,1,0,0.5,=,1,1,=,2.5,=,1,2,=,0,0,=,=,=,=,Women's Fertility Center,No,No,Yes,No,Yes,No,Yes,NJ
250,NORTH HUDSON I.V.F.,CENTER FOR FERTILITY AND GYNECOLOGY,ENGLEWOOD CLIFFS,NEW JERSEY,100%,0%,0%,0%,78%,0%,0%,0%,3%,10%,25%,3%,0%,7%,5%,8%,15%,23%,"Jane E. Miller, MD",15,8,4,4,1,0.466666667,0.375,0.5,0.25,0,0.4,0.125,0.25,0.25,0,,,,,,0.545454545,0.142857143,0.25,0.333333333,0,0.545454545,0.2,0.333333333,0.5,=,0.272727273,0,0.333333333,0.5,=,0.266666667,0.125,0,0.25,0,2.1,2.2,2.7,1.5,=,0.428571429,0.333333333,0,0,=,0.142857143,0,0,0,=,0.5,1,0,0,=,1,1,1,0,0,0,0,0,=,=,3,3,3,=,=,19,2,0.894736842,0.5,2.3,3,"North Hudson I.V.F., Center for Fertility and Gynecology",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
251,"NORTH JERSEY FERTILITY ASSOCIATES, LLC",,FAIR LAWN,NEW JERSEY,100%,0%,0%,0%,75%,0%,0%,0%,13%,2%,20%,7%,6%,14%,6%,5%,9%,20%,"Mark X. Ransom, MD",28,23,28,12,5,60.7,30.4,25,0.166666667,0,57.1,26.1,21.4,0.083333333,0,(37.2Ð75.5),(10.2Ð48.4),(8.3Ð41.0),,,59.3,30,24,0.125,0,66.7,0.333333333,25,0.142857143,0,37.5,0.166666667,16.7,0.142857143,0,3.6,13,10.7,0.333333333,0.2,2.3,2.4,2.1,2.7,2.5,0.411764706,0.285714286,0.285714286,0,=,0.058823529,0.142857143,0,0,=,0.4375,0.5,0.333333333,0,=,1,2,1,0,0,0,0,0,=,=,2,2.5,2,=,=,6,0,0,=,2.7,=,"North Jersey Fertility Associates, LLC",Yes,Yes,Yes,No,Yes,Yes,Yes,NJ
252,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC",,HASBROUCK HEIGHTS,NEW JERSEY,100%,0%,0%,0%,87%,0%,0%,0%,5%,1%,3%,0%,<1%,28%,7%,3%,5%,48%,"Peter G. McGovern, MD",103,63,41,13,6,62.1,50.8,31.7,0.461538462,0.5,54.4,44.4,29.3,0.230769231,0,(44.3Ð64.2),(31.9Ð57.5),(16.1Ð45.5),,,54.9,45.9,32.4,0.230769231,0,56,46.7,33.3,0.230769231,0,42,31.7,25,0.230769231,0,1,3.2,9.8,0,0,2.1,2.4,2.6,3.1,4,23.4,28.1,0.153846154,0,0,1.6,0,0.076923077,0,0,25,32.1,0.25,0,=,11,2,6,1,1,0.181818182,0,0.166666667,0,0,2.8,3,2.7,4,2,11,3,0.636363636,0,2.5,2.3,"University Reproductive Associates, PC",Yes,No,Yes,Yes,Yes,Yes,Yes,NJ
253,SHORE INSTITUTE FOR REPRODUCTIVE MEDICINE,,LAKEWOOD,NEW JERSEY,100%,0%,0%,0%,23%,0%,0%,0%,17%,6%,1%,8%,1%,21%,13%,17%,13%,4%,"Allen Morgan, MD",33,15,8,6,0,45.5,0.533333333,0.5,0.166666667,=,33.3,0.333333333,0.375,0,=,(18.0Ð51.8),,,,,34.4,0.357142857,0.428571429,0,=,34.4,0.384615385,0.5,0,=,31.3,0.384615385,0.333333333,0,=,3,0.066666667,0.125,0.166666667,=,2.5,2.4,3,3,=,0,0,0.25,0,=,0.066666667,0,0,0,=,0.090909091,0,0.333333333,=,=,5,4,3,0,0,0,0.5,0.333333333,=,=,2.4,2.8,2.3,=,=,7,2,0.285714286,0.5,2.6,4,Shore Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
254,DELAWARE VALLEY OBGYN AND INFERTILITY GROUP,PRINCETON IVF,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,57%,0%,<1%,0%,9%,6%,3%,1%,0%,12%,<1%,14%,31%,25%,"Seth G. Derman, MD",61,25,23,18,0,21.3,44,26.1,0,=,21.3,36,17.4,0,=,(11.9Ð33.7),(18.0Ð57.5),(5.0Ð38.8),,,22.4,37.5,19,0,=,22.4,39.1,19,0,=,13.8,30.4,19,0,=,4.9,4,8.7,0.222222222,=,2.3,2.8,3,3.1,=,0.307692308,0.181818182,0,=,=,0.076923077,0.090909091,0.166666667,=,=,0.384615385,0.222222222,0,=,=,16,4,6,4,0,0.1875,0.5,0.5,0,=,2.6,2.3,2.5,3.8,=,4,1,0.75,0,2.3,3,"Delaware Valley OBGYN and Infertility Group, Princeton IVF",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
