PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,Medicaldirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinicNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
UNIVERSITY OF NORTH CAROLINA A.R.T. CLINIC,,CHAPEL HILL,NORTH CAROLINA,100%,0%,0%,0%,49%,0%,25%,9%,7%,7%,0%,37%,<1%,9%,0%,5%,"Ania I. Kowalik, M.D.",56,32,27,3,23.2,12.5,11.1,0,23.2,12.5,11.1,0,-22.1,-23,-23,=,27.7,18.2,0.157894737,0,28.3,20,0.166666667,0,16.1,31.3,29.6,0,3.3,3.8,3.8,4,0.461538462,0.25,0.666666667,=,0,0,0,=,0.230769231,0.25,0.666666667,=,17,6,3,2,0.058823529,0,0.333333333,0,3.2,2.7,3,6,5,5,0.2,0.4,3.4,3.2,University of North Carolina A.R.T Clinic,Yes,No,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR ASSISTED REPRODUCTION,,CHARLOTTE,NORTH CAROLINA,100%,0%,0%,0%,49%,0%,22%,8%,5%,14%,<1%,19%,4%,8%,5%,14%,"Jack L. Crain, M.D.",146,76,41,8,51.4,40.8,29.3,0.125,49.3,38.2,22,0.125,-16.2,-21.9,-25.3,=,56.7,48.3,32.1,0.2,58.5,49.2,33.3,0.2,13,21.1,31.7,0.375,3.3,4.2,4.3,4.8,36,38.7,0.5,1,18.7,22.6,0.083333333,0,48.6,55.2,0.333333333,1,21,4,2,1,33.3,0.25,0.5,1,3.3,3.5,4.5,10,15,1,0.6,0,3.1,3,Institute for Assisted Reproduction,Yes,No,Yes,Yes,Yes,Yes,Yes
PROGRAM FOR ASSISTED REPRODUCTION,CAROLINAS MEDICAL CENTER,CHARLOTTE,NORTH CAROLINA,100%,0%,0%,0%,33%,0%,21%,5%,6%,7%,0%,22%,3%,6%,20%,10%,"Paul B. Marshburn, M.D.",46,28,19,4,47.8,32.1,0.263157895,0.25,43.5,28.6,0.263157895,0.25,-28.6,-33.5,=,=,51.3,33.3,0.3125,0.5,51.3,33.3,0.3125,1,15.2,14.3,0.157894737,0.5,3.3,3.7,3.7,4,22.7,0,0.4,0,22.7,0.222222222,0.2,0,45,0.25,0.4,0,4,8,1,0,0,0.25,0,=,4.3,4.3,4,=,1,0,1,=,4,=,"Program for Assisted Reproduction, Carolinas Medical Center",Yes,No,Yes,No,Yes,Yes,Pending
THE FERTILITY CENTER AT NORTHEAST MEDICAL CENTER,,CONCORD,NORTH CAROLINA,100%,0%,0%,0%,87%,0%,19%,0%,0%,6%,0%,13%,0%,0%,6%,56%,"Michael J. Slowey, M.D.",8,4,2,1,0.125,0,0,0,0.125,0,0,0,=,=,=,=,0.125,0,0,0,0.125,0,0,0,0,0.25,0,0,3.4,2.5,4,3,0,=,=,=,0,=,=,=,0,=,=,=,1,0,0,0,0,=,=,=,1,=,=,=,0,0,=,=,=,=,The Fertility Center at Northeast Medical Center,Yes,No,Yes,No,Yes,Yes,No
DUKE UNIVERSITY MEDICAL CENTER,DIVISION OF REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,DURHAM,NORTH CAROLINA,100%,0%,0%,0%,46%,0%,16%,11%,11%,13%,2%,10%,<1%,15%,10%,11%,"Grace Couchman, M.D.",104,68,36,8,31.7,25,5.6,0.25,25,14.7,2.8,0.125,-16.6,-16.8,-8.1,=,27.7,14.9,3.1,0.142857143,30.6,16.4,3.6,0.166666667,9.6,1.5,11.1,0.125,2.2,2.3,2.3,3.2,33.3,0,0,0,9.1,0,0,0,34.6,0,0,0,5,7,4,1,0.2,0,0.5,1,1.8,3.6,3.5,6,43,20,39.5,20,2.2,3.1,"Duke University Medical Center, Division of Reproductive Endocrinology and Infertility",Yes,Yes,Yes,No,Yes,Yes,Yes
EAST CAROLINA UNIVERSITY WOMEN'S PHYSICIANS,,GREENVILLLE,NORTH CAROLINA,98%,0%,0%,2%,56%,0%,20%,5%,5%,3%,0%,26%,2%,15%,7%,17%,"Clifford C. Hayslip, M.D.",25,14,6,3,24,0.357142857,0.166666667,0.333333333,20,0.214285714,0.166666667,0.333333333,-31.4,=,=,=,20.8,0.214285714,0.2,0.5,21.7,0.214285714,0.2,0.5,4,0,0.166666667,0.333333333,2.9,3.1,3.6,2.5,0.166666667,0.2,0,0,0,0,1,0,0.2,0.333333333,0,0,3,2,0,0,1,0.5,=,=,2.3,4.5,=,=,5,1,0.4,0,3,2,East Carolina University Women's Physicians,Yes,No,No,No,Yes,Yes,Yes
WAKE FOREST UNIVERSITY PROGRAM FOR ASSISTED REPRODUCTION,,WINSTONÐSALEM,NORTH CAROLINA,100%,0%,0%,0%,37%,0%,35%,4%,0%,12%,0%,15%,2%,10%,16%,6%,"Jeffrey L. Deaton, M.D.",42,16,19,5,35.7,0.375,0.315789474,0,35.7,0.3125,0.315789474,0,-29,=,=,=,44.1,0.357142857,0.352941176,0,44.1,0.384615385,0.375,0,19,0.125,0.105263158,0.2,2.9,3.3,3.4,4.5,0.066666667,0.333333333,0.666666667,=,0.266666667,0,0.166666667,=,0.266666667,0.2,0.666666667,=,5,3,1,1,0,0.333333333,1,0,3.2,3,3,4,0,3,=,0,=,3,Wake Forest University Program for Assisted Reproduction,No,Yes,No,No,Yes,Yes,Yes
MERITCARE MEDICAL GROUPÐFERTILITY CENTER,,FARGO,NORTH DAKOTA,100%,0%,0%,0%,43%,0%,32%,0%,6%,2%,2%,3%,0%,0%,16%,39%,"Steffen P. Christensen, M.D.",33,9,6,3,18.2,0,0,0,18.2,0,0,0,-26.3,=,=,=,25,0,0,0,25,0,0,0,27.3,0.111111111,0.5,0,3.5,2.8,4,5.3,0.166666667,=,=,=,0.5,=,=,=,0.666666667,=,=,=,3,1,0,1,0,0,=,0,3.7,4,=,6,1,1,0,0,0,5,MeritCare Medical GroupÐFertility Center,No,No,Yes,No,Yes,Yes,Pending
AKRON CITY HOSPITAL IVF CENTER,SUMMA HEALTH SYSTEM,AKRON,OHIO,100%,0%,0%,0%,33%,0%,17%,8%,0%,5%,<1%,14%,1%,6%,27%,21%,"Richard W. Moretuzzo, M.D.",59,28,21,10,25.4,42.9,33.3,0.3,23.7,28.6,23.8,0.1,-21.7,-33.5,-36.4,=,26.4,38.1,0.333333333,0.142857143,26.9,40,0.384615385,0.166666667,10.2,25,28.6,0.3,3.1,3,3.4,3.2,0.266666667,0.5,0,0,0.2,0.083333333,0,0,0.428571429,0.375,0,0,23,11,0,0,30.4,0.363636364,=,=,3,2.8,=,=,0,0,=,=,=,=,Reproductive Gynecology,Yes,Yes,Yes,No,Yes,Yes,Yes
"FERTILITY UNLIMITED, INC.",,AKRON,OHIO,99%,0%,0%,1%,58%,0%,17%,2%,4%,17%,<1%,4%,11%,<1%,14%,29%,"Nicholas J. Spirtos, D.O.",47,22,6,1,31.9,27.3,0.333333333,0,29.8,13.6,0.333333333,0,-26.2,-28,=,=,31.8,0.166666667,0.333333333,=,34.1,0.166666667,0.333333333,=,6.4,18.2,0,1,3,3.1,3.7,=,0.133333333,0.333333333,0,=,0.133333333,0,0,=,0.214285714,0.333333333,0,=,7,4,2,0,0,0,0.5,=,2.1,2.3,2.5,=,17,5,0.235294118,0,2.9,2.4,"Fertility Unlimited, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY HOSPITALS OF CLEVELAND,GOLDFARB/DESAI  IVF PROGRAM,BEACHWOOD,OHIO,>99%,0%,0%,<1%,38%,0%,21%,2%,5%,6%,1%,27%,3%,21%,4%,10%,"James Goldfarb, M.D.",177,77,61,24,50.3,37.7,31.1,25,44.6,31.2,26.2,12.5,-14.7,-20.7,-22.1,-25.7,49.7,42.1,30.8,0.176470588,50,42.1,30.8,0.176470588,10.2,26,14.8,29.2,3.1,3.1,3.2,3.6,30.3,37.9,0.315789474,0.166666667,5.6,10.3,0,0,34.2,41.7,0.1875,0,22,20,15,4,22.7,5,0.066666667,0.75,2,2.1,2.4,2,22,2,9.1,0,2.9,1.5,Cleveland Clinic Fertility Center Goldfarb/Desai IVF Program,Yes,No,Yes,Yes,Yes,Yes,Pending
BETHESDA CENTER FOR REPRODUCTIVE HEALTH & FERTILITY,,CINCINNATI,OHIO,100%,0%,0%,0%,49%,0%,15%,1%,17%,5%,0%,19%,2%,14%,5%,22%,"Glen E. Hofmann, M.D., Ph.D.",76,37,25,4,39.5,29.7,36,0.25,34.2,27,24,0,-21.4,-28.6,-33.4,=,38.2,32.3,0.315789474,0,38.8,32.3,0.333333333,0,10.5,16.2,24,0,3.2,3.1,3.7,4.3,20,0.454545455,0.111111111,0,13.3,0,0,0,34.6,0.5,0,=,24,5,2,0,29.2,0.2,0,=,2.4,3,1.5,=,25,14,28,0.357142857,3.1,2.9,Bethesda Center for Reproductive Health & Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE HEALTH,,CINCINNATI,OHIO,100%,0%,0%,0%,41%,0%,14%,0%,22%,2%,8%,8%,3%,1%,7%,35%,"Michael A. Thomas, M.D.",40,13,6,0,32.5,0.307692308,0.166666667,=,27.5,0.153846154,0.166666667,=,-27.6,=,=,=,37.9,0.166666667,0.25,=,42.3,0.166666667,0.25,=,27.5,0.076923077,0.333333333,=,3,2.8,3.8,=,0.307692308,0,1,=,0.076923077,0,0,=,0.363636364,0,1,=,7,3,2,0,0.285714286,0,0,=,3,2.3,2,=,29,25,31,24,3.1,2.5,Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GREATER CINCINNATI INSTITUTE FOR REPRODUCTIVE HEALTH,,CINCINNATI,OHIO,100%,0%,0%,0%,35%,0%,13%,6%,<1%,12%,1%,11%,2%,3%,27%,24%,"Sherif G. Awadalla, M.D.",266,114,100,5,42.9,36,22,0.4,39.1,29.8,17,0.2,-11.8,-16.8,-14.8,=,42.4,33,22.7,0.2,42.8,35.1,23.6,0.25,7.9,9.6,25,0,3,3.5,4,5,33.3,22,40.9,0.5,12.3,12.2,4.5,0,44.2,41.2,0.411764706,0,86,34,16,1,19.8,14.7,0.0625,0,3.1,3.2,3.2,6,50,41,38,24.4,3.2,3.1,Institute for Reproductive Health,Yes,Yes,Yes,No,Yes,Yes,Yes
CLEVELAND CLINIC FOUNDATION,MAIN CAMPUS,CLEVELAND,OHIO,100%,0%,0%,0%,36%,0%,19%,3%,<1%,9%,0%,37%,5%,10%,6%,10%,"Jeffrey M. Goldberg, M.D.",110,64,52,5,20.9,26.6,7.7,0.2,20,23.4,5.8,0,-15,-20.7,-12.1,=,22.4,31.9,8.1,0,25,32.6,8.3,0,10.9,26.6,28.8,0.4,2.5,2.8,3.3,4,26.1,0.294117647,0,0,13,0.235294118,0.25,0,40.9,0.6,0.333333333,=,93,29,20,1,8.6,6.9,10,0,2.2,2.6,2.6,3,5,3,0.2,0,2.8,2,Cleveland Clinic Foundation Main Campus,Yes,Yes,Yes,No,Yes,Yes,Yes
METROHEALTH MEDICAL CENTER,FERTILITY CLINIC,CLEVELAND,OHIO,100%,0%,0%,0%,7%,0%,27%,0%,0%,18%,0%,0%,18%,14%,9%,14%,"Khalid M. Ataya, M.D.",6,5,2,2,0.333333333,0.6,0,0,0.333333333,0.6,0,0,=,=,=,=,0.333333333,0.75,0,0,0.333333333,0.75,0,0,0,0.2,0,0,3.2,3.3,3.5,3,0.5,0.333333333,=,=,0,0.333333333,=,=,0.5,0.333333333,=,=,5,1,0,1,0.2,1,=,0,2.8,3,=,3,0,0,=,=,=,=,MetroHealth Medical Center Fertility Clinic,No,No,Yes,No,Yes,Yes,Yes
OHIO REPRODUCTIVE MEDICINE,,COLUMBUS,OHIO,96%,4%,0%,0%,34%,0%,26%,4%,3%,16%,2%,22%,<1%,16%,3%,7%,"Grant Schmidt, M.D., Ph.D.",147,98,66,24,43.5,33.7,27.3,16.7,40.1,29.6,18.2,12.5,-15.9,-18,-18.6,-25.7,43.1,33.7,21.8,0.176470588,43.1,33.7,23.1,0.1875,6.8,12.2,16.7,29.2,3,3.5,3.4,4.4,32.8,27.3,0.111111111,0,7.8,15.2,0.111111111,0,42.4,44.8,0.25,0,34,16,21,4,23.5,0.0625,19,0,2.9,3.2,3,3.8,17,7,0.470588235,0.428571429,3.4,2.3,"Ohio Reproductive Medicine, Ohio State University",Yes,Yes,Yes,No,Yes,Yes,Yes
MIAMI VALLEY HOSPITAL FERTILITY CENTER,,DAYTON,OHIO,100%,0%,0%,0%,50%,0%,18%,2%,5%,2%,0%,10%,0%,0%,21%,42%,"Parvis Daneshjoo, M.D.",26,6,12,0,19.2,0.166666667,0.083333333,=,15.4,0,0.083333333,=,-27.8,=,=,=,16,0,0.1,=,18.2,0,0.166666667,=,3.8,0.166666667,0.166666667,=,3,2.8,3,=,0.4,1,0,=,0,0,0,=,0.5,=,0,=,16,2,4,0,0.125,0,0,=,3.2,3,2.8,=,8,9,0.125,0.333333333,2.9,3.1,Miami Valley Hospital Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KETTERING REPRODUCTIVE MEDICINE,,KETTERING,OHIO,100%,0%,0%,0%,45%,0%,4%,0%,0%,4%,0%,17%,8%,0%,25%,42%,"Mark C. Bidwell, M.D.",13,4,1,2,0.230769231,0.75,0,0,0.153846154,0.25,0,0,=,=,=,=,0.181818182,0.25,0,0,0.181818182,0.25,=,0,0.153846154,0,0,0.5,3.2,4,=,4,0.333333333,0,=,=,0,0,=,=,0,0,=,=,2,0,1,0,0,=,0,=,3,=,4,=,1,0,1,=,3,=,Kettering Reproductive Medicine,Yes,Yes,No,Yes,Yes,Yes,Yes
FERTILITY CENTER OF NORTHWESTERN OHIO,,TOLEDO,OHIO,100%,0%,0%,0%,38%,1%,24%,<1%,1%,1%,0%,6%,<1%,2%,34%,30%,"Joseph V. Karnitis, M.D.",61,23,9,1,39.3,47.8,0.333333333,0,39.3,43.5,0.222222222,0,-24.5,-40.5,=,=,46.2,47.6,0.285714286,=,49,50,0.333333333,=,14.8,8.7,0.222222222,1,2.9,2.8,2.2,=,20.8,0.272727273,0,=,8.3,0.090909091,0,=,29.2,0.2,0,=,13,9,5,1,0.384615385,0.111111111,0.4,0,2.6,2.1,2.4,3,5,2,0.4,0,2.8,1.5,Fertility Center of Northwestern Ohio,Yes,No,Yes,Yes,Yes,Yes,Yes
THE REPRODUCTIVE CENTER,,YOUNGSTOWN,OHIO,100%,0%,0%,0%,46%,0%,19%,1%,17%,0%,0%,25%,13%,3%,8%,14%,"Robert L. Collins, M.D.",27,8,8,2,22.2,0,0.125,0,18.5,0,0.125,0,-29.3,=,=,=,22.7,0,0.166666667,0,23.8,0,0.2,0,18.5,0.125,0.25,0.5,3.9,4.3,4,5,0.666666667,=,0,=,0.166666667,=,0,=,0.8,=,0,=,5,2,6,1,0.2,0,0,1,3.6,2.5,3.5,4,9,4,0.333333333,0.25,3.4,3.3,The Reproductive Center,Yes,Yes,Yes,No,Yes,Yes,Yes
"CENTER FOR REPRODUCTIVE HEALTH, P.C.",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,23%,0%,35%,1%,5%,0%,0%,30%,1%,5%,2%,21%,"Gilbert G. Haas, Jr., M.D.",16,14,5,0,0.4375,0.285714286,0,=,0.4375,0.214285714,0,=,=,=,=,=,0.538461538,0.375,0,=,0.583333333,0.375,0,=,0.1875,0.428571429,0.2,=,2.3,2.4,2.8,=,0.285714286,0.25,=,=,0.142857143,0.25,=,=,0.285714286,0.333333333,=,=,9,3,3,0,0,0.666666667,0.333333333,=,2.6,2,2,=,5,3,0.2,0.333333333,2.8,2.3,"Center for Reproductive Health, P.C.",Yes,Yes,No,No,Yes,Yes,Yes
"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,42%,0%,25%,7%,1%,3%,<1%,20%,<1%,4%,18%,21%,"Eli Reshef, M.D.",127,37,31,6,58.3,56.8,29,0.333333333,52,48.6,22.6,0.333333333,-17.4,-32.3,-29.4,=,53.2,58.1,29.2,0.5,55,66.7,33.3,0.666666667,2.4,16.2,22.6,0.333333333,2.7,3.1,3,3,36.5,33.3,0.333333333,0,14.9,9.5,0.111111111,0,48.5,0.444444444,0.428571429,0,17,8,0,0,0.117647059,0.125,=,=,2.6,2.4,=,=,11,0,0.454545455,=,3,=,"Henry G. Bennett, Jr., Fertility Institute",Yes,Yes,No,No,Yes,Yes,Yes
TULSA CENTER FOR FERTILITY & WOMEN'S HEALTH,,TULSA,OKLAHOMA,100%,0%,0%,0%,24%,0%,18%,17%,0%,6%,0%,16%,7%,7%,17%,12%,"Stanley G. Prough, M.D.",98,32,16,9,39.8,43.8,0.1875,0.222222222,32.7,40.6,0.125,0.111111111,-18.5,-34,=,=,41,52,0.181818182,0.2,41.6,52,0.181818182,0.2,20.4,21.9,0.3125,0.444444444,2.9,3.5,2.8,3.8,33.3,0.428571429,0,0,7.7,0.071428571,0,0,43.8,0.461538462,0,0,9,0,2,2,0.111111111,=,0,0.5,2.4,=,3,3,0,0,=,=,=,=,Tulsa Center for Fertility & Women's Health,Yes,No,No,No,Yes,Yes,Yes
NORTHWEST FERTILITY CENTER,,PORTLAND,OREGON,100%,0%,0%,0%,37%,0%,23%,1%,2%,8%,0%,16%,20%,2%,11%,17%,"Eugene M. Stoelk, M.D.",40,23,15,10,42.5,30.4,0.133333333,0,30,26.1,0.066666667,0,-28.4,-35.9,=,=,30,27.3,0.076923077,0,32.4,28.6,0.083333333,0,0,4.3,0.133333333,0.1,3,3.2,3.2,3.4,0.294117647,0.428571429,0,=,0.058823529,0,0,=,0.416666667,0.5,0,=,20,3,9,1,15,0,0.222222222,0,2.9,2.3,3.6,2,33,45,36.4,15.6,2.7,3.1,Northwest Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY FERTILITY CONSULTANTS,OREGON HEALTH SCIENCES UNIVERSITY,PORTLAND,OREGON,100%,0%,0%,0%,34%,0%,19%,4%,14%,6%,0%,19%,1%,5%,10%,22%,"Marsha J. Gorrill, M.D.",140,75,58,19,29.3,18.7,13.8,0.052631579,25.7,13.3,13.8,0,-14.5,-15.4,-17.8,=,33,18.9,21.1,0,37.1,22.2,29.6,0,22.1,29.3,34.5,0.421052632,2.2,2.2,2.1,2.5,34.1,0.142857143,0.125,0,2.4,0,0,0,30.6,0.1,0,=,32,21,8,4,25,28.6,0.5,0,2.3,2,2.1,2.3,47,28,48.9,21.4,2,2.3,"University Fertility Consultants, Oregon Health Sciences University",Yes,Yes,Yes,Yes,Yes,Yes,Yes
TOLL CENTER FOR REPRODUCTIVE SCIENCES AT ABINGTON MEMORIAL HOSPITAL,"ABINGTON REPRODUCTIVE MEDICINE, P.C.",ABINGTON,PENNSYLVANIA,99%,1%,0%,0%,39%,0%,21%,6%,4%,17%,<1%,27%,6%,6%,6%,6%,"Stephen G. Somkuti, M.D., Ph.D.",86,45,48,14,32.6,17.8,16.7,0.214285714,30.2,15.6,16.7,0.214285714,-19.4,-21.1,-21.1,=,32.1,17.5,19,0.214285714,32.9,17.9,19.5,0.230769231,5.8,11.1,12.5,0,3.7,3.8,4.5,4.4,39.3,0.375,0.125,0,14.3,0.125,0.125,0.333333333,53.8,0.428571429,0.125,0.333333333,43,18,10,1,27.9,0.111111111,0.1,0,3.7,2.9,3.6,5,6,10,0,0.2,3.7,3.7,"Toll Center for Reproductive Sciences, Abington Reproductive Medicine, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Pending
"INFERTILITY SOLUTIONS, P.C.",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,52%,0%,11%,7%,7%,9%,0%,21%,0%,15%,3%,27%,"Bruce I. Rose, M.D., Ph.D.",29,22,15,4,34.5,9.1,0.266666667,0,31,4.5,0.2,0,-33.7,-13.2,=,=,32.1,0.0625,0.214285714,0,32.1,0.0625,0.214285714,0,3.4,27.3,0.066666667,0,3.5,3.8,4.6,5.5,0.2,0,0.5,=,0.2,0,0,=,0.444444444,0,0.333333333,=,8,6,5,2,0.125,0.166666667,0,0.5,3.3,3.2,3.6,5.5,1,1,1,0,3,4,"Infertility Solutions, P.C.",Yes,Yes,Yes,No,Yes,Yes,Yes
LEHIGH VALLEY HOSPITAL,SECTION OF REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,38%,0%,21%,0%,0%,6%,0%,21%,2%,9%,10%,31%,"Albert J. Peters, D.O.",23,6,13,3,30.4,0.666666667,0.153846154,0,30.4,0.666666667,0.153846154,0,-37.6,=,=,=,0.388888889,0.666666667,0.2,0,0.388888889,0.8,0.222222222,0,21.7,0,0.230769231,0.333333333,4.6,4,3,3.5,0.142857143,0.25,0,=,0.428571429,0.25,0,=,0.571428571,0.5,0,=,2,1,1,0,0.5,0,0,=,3,6,1,=,0,0,=,=,=,=,"Lehigh Valley Hospital, Section of Reproductive Endocrinology and Infertility",No,No,Yes,No,Yes,Yes,Pending
"REPROTECH, INC.",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,0%,0%,13%,12%,0%,0%,25%,0%,0%,12%,38%,0%,"Eric R. Rittenhouse, M.D.",1,1,2,0,0,0,0,=,0,0,0,=,=,=,=,=,0,0,0,=,0,0,0,=,0,0,0,=,4,4,3,=,=,=,=,=,=,=,=,=,=,=,=,=,2,0,0,0,0,=,=,=,2.5,=,=,=,0,0,=,=,=,=,"Reprotech, Inc.",Yes,Yes,Yes,Yes,Yes,No,No
FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,100%,0%,0%,0%,39%,0%,7%,1%,18%,6%,3%,9%,0%,0%,24%,32%,"H. Christina Lee, M.D.",24,15,11,4,25,0,0.090909091,0,25,0,0.090909091,0,-34.6,=,=,=,28.6,0,0.090909091,0,30,0,0.125,0,12.5,0.333333333,0,0,3.2,3.6,4.5,1.3,0.166666667,=,1,=,0,=,0,=,0.166666667,=,1,=,1,0,0,0,0,=,=,=,2,=,=,=,5,2,0.4,0,3.4,3.5,Family Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
"MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE, LTD.",,BRYN MAWR,PENNSYLVANIA,94%,6%,0%,0%,21%,0%,27%,5%,4%,3%,2%,31%,2%,18%,3%,5%,"Michael J. Glassner, M.D.",100,60,53,22,38,28.3,24.5,9.1,29,18.3,13.2,4.5,-17.8,-19.6,-18.2,-13.2,30.5,19.6,14.3,4.8,31.9,21.2,16.3,5,5,6.7,7.5,4.5,4.5,4.5,4.4,3.3,34.2,0.294117647,0.153846154,0,5.3,0.058823529,0,0,34.5,0.272727273,0,0,41,20,7,3,19.5,20,0.285714286,0.333333333,3.9,4,3.4,5.3,2,5,0,0,3,3.2,"Main Line Fertility and Reproductive Medicine, Ltd.",No,No,Yes,Yes,Yes,Yes,Yes
GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,100%,0%,0%,0%,38%,0%,21%,0%,0%,6%,3%,19%,18%,14%,0%,19%,"Latif O. Awad, M.D.",23,10,3,5,17.4,0.2,0.333333333,0,8.7,0.2,0,0,-20.2,=,=,=,0.105263158,0.25,0,=,0.125,0.285714286,0,=,17.4,0.2,0.333333333,1,2.8,2.7,3.5,=,0.5,0.5,0,=,0,0,0,=,1,0.5,=,=,13,4,1,0,0.307692308,0.25,0,=,2.6,1.8,1,=,6,4,0.333333333,0.25,2.7,3,Geisinger Medical Center Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,100%,0%,0%,0%,26%,0%,20%,19%,2%,10%,0%,17%,11%,10%,5%,6%,"William C. Dodson, M.D.",71,28,22,3,19.7,14.3,13.6,0,16.9,10.7,9.1,0,-17.4,-22.2,-21.1,=,19.4,13,0.111111111,0,24.5,0.176470588,0.166666667,=,12.7,17.9,18.2,0.666666667,2.2,2.1,2.5,=,0.428571429,0,0,=,0.071428571,0.25,0,=,0.583333333,0.333333333,0,=,38,16,9,3,7.9,0.0625,0,0,2.2,2.6,2.4,2,5,0,0,=,2.6,=,Milton S. Hershey Medical Center,Yes,No,No,No,Yes,Yes,Yes
"JENKINTOWN REPRODUCTIVE ENDOCRINE & GYNECOLOGY ASSOCIATES, P.C.",,JENKINTOWN,PENNSYLVANIA,100%,0%,0%,0%,11%,0%,23%,0%,0%,0%,0%,0%,0%,0%,58%,19%,"Jeffrey S. Chase, M.D.",5,7,7,0,0.6,0.571428571,0.428571429,=,0.6,0.571428571,0.285714286,=,=,=,=,=,0.75,0.666666667,0.333333333,=,1,1,0.333333333,=,0.2,0.142857143,0.142857143,=,4.3,5.3,3.2,=,0.666666667,0.25,0.666666667,=,0,0,0.333333333,=,0.666666667,0.25,1,=,0,1,1,0,=,0,0,=,=,4,2,=,2,3,0,0.333333333,5,4.3,"Jenkintown Reproductive Endocrine & Gynecology Associates, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NORTHERN FERTILITY AND REPRODUCTIVE ASSOCIATES, P.C.",,MEADOW BROOK,PENNSYLVANIA,98%,2%,0%,0%,44%,<1%,9%,5%,18%,16%,<1%,23%,2%,3%,8%,15%,"Martin F. Freedman, M.D.",82,47,17,8,48.8,38.3,0.235294118,0.25,45.1,29.8,0.176470588,0,-21.5,-26.2,=,=,50,36.8,0.214285714,0,50,37.8,0.214285714,0,9.8,19.1,0.176470588,0.25,3.1,3.2,3.9,4,25,0.222222222,0.75,0,12.5,0.111111111,0,0,27,0.357142857,0.666666667,=,23,9,5,3,30.4,0.444444444,0,0.333333333,3.1,2.9,3.2,3,8,7,0.5,0.142857143,2.8,3.4,"Northern Fertility and Reproductive Associates, P.C.",Yes,No,Yes,Yes,Yes,Yes,Yes
