PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
WOMEN'S FERTILITY CENTER,,ENGLEWOOD,NEW JERSEY,100%,0%,0%,0%,51%,0%,0%,23%,5%,11%,0%,0%,23%,0%,9%,2%,27%,"Philip R. Lesorgen, M.D.",15,7,13,4,0.133333333,0.285714286,0.153846154,0.5,0.066666667,0.285714286,0.153846154,0.25,=,=,=,=,0.076923077,0.333333333,0.166666667,0.25,0.083333333,0.4,0.166666667,0.25,0,0,0.166666667,0,0.133333333,0.142857143,0.076923077,0,2.8,2.2,1.8,2.3,0.5,1,0,0.5,0,0,0,0,1,1,0,1,5,0,0,0,0,=,=,=,3,=,=,=,0,0,=,=,=,=,Women's Fertility Center,No,No,Yes,No,Yes,No,Yes
NORTH HUDSON I.V.F.,CENTER FOR FERTILITY AND GYNECOLOGY,ENGLEWOOD CLIFFS,NEW JERSEY,100%,0%,0%,0%,12%,0%,0%,17%,11%,23%,2%,1%,12%,1%,9%,11%,13%,"Jane E. Miller, M.D.",25,12,7,5,48,0.083333333,0.428571429,0.6,40,0.083333333,0.428571429,0.4,-38.4,=,=,=,50,0.090909091,0.6,0.4,0.588235294,0.111111111,0.75,0.5,0.411764706,0.111111111,0.75,0.25,20,0.083333333,0.285714286,0,2.6,2.8,2.3,3.8,0.333333333,0,0,0.666666667,0,0,0,0,0.3,0,0,0.5,4,0,1,0,0.75,=,1,=,3.3,=,3,=,22,3,54.5,0.666666667,2.3,3.7,"North Hudson I.V.F., Center for Fertility and Gynecology",Yes,Yes,Yes,No,Yes,Yes,Yes
DELAWARE VALLEY OB/GYN AND INFERTILITY GROUP,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,37%,0%,0%,20%,8%,3%,15%,1%,14%,0%,11%,20%,8%,"Seth G. Derman, M.D.",24,13,19,6,25,0.230769231,0.315789474,0.166666667,25,0.230769231,0.263157895,0.166666667,-34.6,=,=,=,25,0.230769231,0.263157895,0.166666667,25,0.230769231,0.263157895,0.166666667,8.3,0.153846154,0.210526316,0.166666667,0,0,0,0,3.3,4,3.8,4.5,0.166666667,0.333333333,0.166666667,0,0.5,0,0,0,0.666666667,0.333333333,0.2,0,0,2,0,0,=,1,=,=,=,3.5,=,=,0,0,=,=,=,=,Delaware Valley OB/GYN and Infertility Group,No,No,Yes,No,Yes,Yes,Yes
PRINCETON CENTER FOR INFERTILITY & REPRODUCTIVE MEDICINE,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,61%,0%,0%,22%,8%,15%,<1%,0%,24%,5%,13%,6%,6%,"Althea M. O'Shaughnessy, M.D.",30,16,14,8,30,0.25,0.214285714,0,30,0.25,0.214285714,0,-32.8,=,=,=,32.1,0.285714286,0.272727273,0,42.9,0.363636364,0.3,0,28.6,0.363636364,0.2,0,6.7,0.125,0.214285714,0.125,3.1,3.5,3.2,3.4,0.222222222,0,0.666666667,=,0.222222222,0,0,=,0.333333333,0,0.333333333,=,24,6,2,3,33.3,0.333333333,0,0,3.3,2,4,4.3,5,4,0,0.25,3,3.5,Princeton Center for Infertility & Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes
"EAST COAST INFERTILITY AND IVF, P.C.",,LITTLE SILVER,NEW JERSEY,100%,0%,0%,0%,58%,0%,0%,7%,0%,3%,4%,0%,19%,1%,0%,28%,38%,"Miguel Damien, M.D.",79,36,44,24,45.6,33.3,18.2,20.8,43,25,11.4,12.5,-21.9,-28.2,-18.7,-25.7,49.3,29,17.9,0.166666667,52.3,33.3,17.9,0.166666667,26.2,14.8,17.9,0.166666667,12.7,13.9,36.4,25,3.3,3.7,3.5,3.4,41.7,0.333333333,0.25,0.2,16.7,0.083333333,0,0,50,0.555555556,0,0,7,5,4,0,0,0.4,0.5,=,3.1,4.2,3.5,=,5,1,0.4,0,3.4,5,"East Coast Infertility and IVF, P.C.",Yes,No,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NEW JERSEY,100%,0%,0%,0%,44%,<1%,0%,5%,17%,10%,3%,<1%,13%,6%,6%,16%,23%,"Margaret G. Garrisi, M.D.",264,234,247,97,51.1,38.5,28.7,12.4,43.2,32.5,22.7,8.2,-12,-12,-10.4,-10.9,46.3,36.4,26.7,10.7,49.1,38,29.2,13.3,30.6,25,20.8,10,6.8,10.7,15,22.7,2.5,2.7,2.9,3.4,30.4,26.7,23.9,0.166666667,5.9,2.2,4.2,0,37.7,34.2,28.6,0.25,67,26,31,7,35.8,53.8,38.7,0.285714286,2.4,2.6,2.9,3.1,84,50,57.1,36,2.1,2.3,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center",Yes,No,Yes,Yes,Yes,Yes,Yes
"COOPER CENTER FOR IN VITRO FERTILIZATION, P.C.",,MARLTON,NEW JERSEY,100%,0%,0%,0%,50%,11%,2%,12%,4%,2%,2%,1%,14%,15%,4%,23%,23%,"Jerome H. Check, M.D., Ph.D.",254,197,162,158,35.4,18.3,15.4,12,30.7,12.7,13.6,7,-11.4,-9.3,-10.6,-7.9,34.2,15.4,16.7,9.2,48.8,25,24.7,16.9,26.3,18,20.2,13.8,10.2,17.8,18.5,24.7,2.9,2.8,3,2.8,32.2,27.8,20,0.105263158,20,2.8,0,0,46.2,28,18.2,0.181818182,140,73,56,31,37.9,38.4,28.6,19.4,3.1,3.5,3.3,3.4,102,83,51,33.7,2.9,3.1,"Cooper Center for In Vitro Fertilization, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,46%,0%,0%,19%,6%,1%,3%,0%,13%,4%,1%,11%,42%,"George S. Taliadouros, M.D.",29,14,13,3,41.4,0.285714286,0.384615385,0,37.9,0.285714286,0.384615385,0,-35.3,=,=,=,40.7,0.307692308,0.454545455,0,52.4,0.333333333,0.454545455,0,14.3,0.166666667,0.363636364,0,6.9,0.071428571,0.153846154,0.666666667,3.3,3.1,3.6,5,0.5,0.5,0,=,0.166666667,0.25,0.2,=,0.727272727,0.5,0.2,=,13,0,2,0,0.538461538,=,0.5,=,3.1,=,5,=,0,2,=,0,=,3,Delaware Valley Institute of Fertility and Genetics,Yes,No,Yes,No,Yes,Yes,Yes
"SOUTH JERSEY FERTILITY CENTER, P.A.",,MARLTON,NEW JERSEY,100%,0%,0%,0%,65%,0%,<1%,22%,5%,1%,8%,0%,29%,<1%,6%,8%,20%,"Robert A. Skaf, M.D.",78,38,38,14,38.5,31.6,36.8,0.214285714,33.3,28.9,21.1,0,-20.9,-28.9,-25.9,=,33.8,32.4,25.8,0,33.8,34.4,25.8,0,20.8,28.1,16.1,0,1.3,10.5,18.4,0.214285714,2.6,2.8,3.1,3.5,40,0.166666667,0.071428571,0,3.3,0,0.142857143,0,38.5,0.181818182,0.375,=,39,6,4,2,23.1,0.5,0.25,0,3.1,3.3,3.3,4.5,6,4,0.5,0.5,3,3.5,"South Jersey Fertility Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
DIAMOND INSTITUTE FOR INFERTILITY,,MILLBURN,NEW JERSEY,100%,0%,0%,0%,57%,<1%,0%,27%,2%,17%,6%,<1%,17%,<1%,3%,10%,17%,"Matan Yemini, M.D.",105,74,63,36,33.3,25.7,28.6,16.7,28.6,18.9,20.6,13.9,-17.3,-17.8,-20,-22.6,33,25,27.1,18.5,34.1,25,28.9,18.5,20.5,16.1,22.2,14.8,13.3,24.3,23.8,25,3.6,3.9,3.4,3.6,31.4,0.157894737,0.388888889,0.5,8.6,0.210526316,0.055555556,0,40,0.357142857,0.230769231,0.2,16,10,3,2,0.1875,0.2,0,0,3.1,3.5,2.3,1.5,42,10,26.2,0.1,3.4,3.3,Diamond Institute for Infertility,Yes,Yes,Yes,No,Yes,Yes,Yes
REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,,MORRISTOWN,NEW JERSEY,100%,0%,0%,0%,39%,0%,1%,8%,13%,10%,5%,2%,12%,7%,7%,19%,17%,"Richard T. Scott, Jr., M.D.",597,312,344,163,56.8,51.6,34.9,29.4,49.1,44.2,27.3,17.2,-8,-11,-9.4,-11.6,54,54.1,33.8,23,56.9,56.1,36.2,23.9,31.8,35.8,26.2,19.7,9,18.3,19.2,25.2,2.7,3.1,3.2,3.4,35.4,29.2,32.5,14.6,8.6,9.3,5.8,2.1,44,36.2,27.7,17.9,63,28,25,9,46,42.9,32,0.111111111,2.4,2.5,2.6,2.7,185,35,58.9,40,2.4,2.4,Reproductive Medicine Associates of New Jersey,Yes,No,Yes,Yes,Yes,Yes,Yes
ROBERT WOOD JOHNSON MEDICAL SCHOOL IVF PROGRAM,,NEW BRUNSWICK,NEW JERSEY,>99%,<1%,0%,0%,53%,<1%,0%,11%,5%,10%,9%,10%,22%,6%,3%,6%,18%,"David B. Seifer, M.D.",151,79,74,23,35.8,17.7,21.6,21.7,28.5,15.2,16.2,17.4,-14.4,-15.8,-16.8,-31,33.1,19.7,22.6,0.25,34.7,21.1,22.6,0.266666667,25.8,17.5,18.9,0.266666667,13.9,22.8,28.4,30.4,2.3,2.4,2.8,3.4,27.8,0.142857143,0.1875,0,0,0.071428571,0.0625,0,25.6,0.166666667,0.166666667,0,35,12,10,4,25.7,0.166666667,0,0,2.3,1.9,2.6,3,5,16,0.2,0.125,2,2.1,Robert Wood Johnson Medical School IVF Program,Yes,Yes,Yes,No,Yes,Yes,Yes
IVF NEW JERSEY,,SOMERSET,NEW JERSEY,100%,0%,0%,0%,46%,0%,0%,7%,3%,15%,2%,<1%,11%,6%,2%,24%,30%,"Michael C. Darder, M.D.",117,55,44,18,59.8,43.6,38.6,0.222222222,56.4,36.4,25,0.111111111,-18,-25.4,-25.6,=,63.5,43.5,29.7,0.142857143,66,43.5,30.6,0.142857143,39,32.6,25,0.071428571,11.1,16.4,15.9,0.222222222,2.2,2.3,2.8,3.2,34.3,20.8,0.176470588,0.75,7.1,0,0,0,40.9,25,0.181818182,0.5,3,1,3,1,0.333333333,1,0.333333333,1,2,2,1.7,5,83,21,63.9,57.1,2,2.2,IVF New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. LOUIS R. MANARA,,VOORHEES,NEW JERSEY,100%,0%,0%,0%,34%,0%,0%,21%,9%,3%,9%,0%,29%,0%,23%,3%,3%,"Louis R. Manara, D.O.",19,7,3,3,0.473684211,0.142857143,0,0,0.421052632,0.142857143,0,0,=,=,=,=,0.421052632,0.142857143,0,0,0.421052632,0.142857143,0,0,0.157894737,0.142857143,0,0,0,0,0,0,2.6,2.6,2.7,3,0.444444444,0,=,=,0.111111111,0,=,=,0.625,0,=,=,0,2,0,0,=,0,=,=,=,1.5,=,=,0,0,=,=,=,=,Dr. Louis R. Manara,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY INSTITUTE OF NEW JERSEY,,WESTWOOD,NEW JERSEY,100%,0%,0%,0%,71%,0%,0%,10%,13%,6%,3%,3%,13%,0%,4%,20%,28%,"Daniel Navot, M.D.",77,36,32,6,32.5,36.1,25,0.166666667,28.6,33.3,15.6,0,-20.2,-30.8,-25.2,=,28.6,34.3,16.7,0,31.9,37.5,17.9,0,15.9,31.3,14.3,0,0,2.8,6.3,0.166666667,2.7,2.8,3,1.8,32,0.153846154,0.25,0,16,0.076923077,0,0,50,0.166666667,0.2,=,16,6,2,1,0.0625,0,0,0,2.3,2.5,3.5,2,7,3,0.285714286,0.666666667,2.7,2.3,Fertility Institute of New Jersey,Yes,Yes,Yes,No,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,51%,0%,1%,8%,2%,8%,<1%,<1%,11%,1%,14%,24%,30%,"Douglas J. Thompson, M.D.",37,20,30,6,64.9,55,43.3,0,64.9,40,33.3,0,-30.7,-43,-33.7,=,68.6,0.533333333,47.6,0,68.6,0.533333333,50,0,45.7,0.333333333,30,0,5.4,25,30,0.166666667,2.3,2.7,2.9,3.2,33.3,0.272727273,0.384615385,=,4.2,0,0,=,33.3,0.375,0.4,=,11,5,6,3,0.272727273,0.2,0.166666667,0,2.6,2.6,2.8,2.3,27,9,37,0.111111111,2.4,3,Center for Reproductive Medicine of New Mexico,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ALBANY IVF, FERTILITY AND GYNECOLOGY",,ALBANY,NEW YORK,100%,0%,0%,0%,81%,0%,0%,26%,7%,2%,6%,2%,2%,9%,17%,11%,18%,"Peter M. Horvath, M.D.",34,13,2,1,29.4,0.076923077,0,0,20.6,0.076923077,0,0,-27.2,=,=,=,20.6,0.083333333,0,0,20.6,0.083333333,0,0,14.7,0.083333333,0,0,0,0.076923077,0,0,3.7,3.7,2.5,5,0.3,0,=,=,0.1,0,=,=,0.285714286,0,=,=,0,0,0,0,=,=,=,=,=,=,=,=,1,0,0,=,3,=,"Albany IVF, Fertility and Gynecology",Yes,No,Yes,No,Yes,Yes,Yes
LEADING INSTITUTE FOR FERTILITY ENHANCEMENT (L.I.F.E.),,ALBANY,NEW YORK,100%,0%,0%,0%,16%,0%,0%,38%,4%,7%,0%,0%,4%,2%,7%,29%,9%,"Edgar S. Henriques, M.D.",19,11,13,1,0.157894737,0.181818182,0.153846154,1,0.157894737,0.090909091,0,0,=,=,=,=,0.2,0.111111111,0,0,0.25,0.166666667,0,0,0.25,0.166666667,0,0,0.210526316,0.181818182,0.153846154,0,3.3,3.7,3.1,4,0,0,0,0,0,0,0,0,0,0,=,=,0,0,1,0,=,=,1,=,=,=,2,=,0,0,=,=,=,=,Leading Institute for Fertility Enhancement (L.I.F.E.),No,No,Yes,No,Yes,Yes,Yes
THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL,,BROOKLYN,NEW YORK,100%,0%,0%,0%,80%,0%,0%,57%,5%,14%,2%,<1%,5%,0%,0%,13%,3%,"George D. Kofinas, M.D.",19,13,6,7,0.526315789,0.307692308,0.333333333,0.142857143,0.210526316,0.307692308,0.333333333,0.142857143,=,=,=,=,0.210526316,0.307692308,0.333333333,0.166666667,0.210526316,0.307692308,0.333333333,0.166666667,0.157894737,0.230769231,0.166666667,0.166666667,0,0,0,0.142857143,4.5,4.2,6,3.5,0.3,0.5,0.5,0,0.1,0,0,0,0.25,0.25,0.5,0,22,6,10,2,36.4,0.166666667,0.4,0,4.1,5.5,4.1,4,0,19,=,0.473684211,=,4.3,The Fertility Institute at New York Methodist Hospital,Yes,Yes,Yes,No,Yes,Yes,Yes
GENESIS FERTILITY,,BROOKLYN,NEW YORK,>99%,0%,<1%,0%,55%,0%,0%,14%,4%,2%,3%,<1%,29%,<1%,9%,7%,31%,"Susan M. Lobel, M.D.",170,65,62,19,51.8,36.9,35.5,0.210526316,45.9,21.5,19.4,0.157894737,-15,-20,-19.7,=,49.1,26.4,26.7,0.1875,52.3,29.2,30.8,0.1875,29.5,12.5,23.1,0.125,6.5,18.5,27.4,0.157894737,2.8,3.6,3.8,4.3,30.7,25,22.7,0,11.4,8.3,0,0.25,43.6,0.571428571,0.25,0.333333333,17,2,2,1,0.235294118,0,0,0,2.3,3,1.5,5,19,0,0.631578947,=,3,=,Genesis Fertility & Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes
"HEALTH SCIENCE CENTER, STATE UNIVERSITY OF NEW YORK AT STONY BROOK",DIVISION OF REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,EAST SETAUKET,NEW YORK,100%,0%,0%,0%,29%,0%,0%,10%,3%,0%,4%,4%,24%,2%,4%,25%,24%,"Richard A. Bronson, M.D.",31,16,8,1,32.3,0.3125,0,0,22.6,0.1875,0,0,-29.4,=,=,=,30.4,0.333333333,0,0,30.4,0.375,0,0,13,0.25,0,0,25.8,0.4375,0.75,0,3,3.4,3.5,4,0.3,0.2,=,=,0.1,0,=,=,0.571428571,0.333333333,=,=,8,3,3,1,0.5,0,1,0,3.5,2,3.7,3,0,0,=,=,=,=,"Health Science Center, State University of New York at Stony Brook, Division of Reproductive Endocrinology and Infertility",No,No,Yes,No,Yes,Yes,Yes
GARDEN CITY CENTER FOR ADVANCED REPRODUCTIVE TECHNOLOGIES,"YU-KANG YING, M.D., P.C.",GARDEN CITY,NEW YORK,100%,0%,0%,0%,50%,0%,3%,18%,2%,4%,21%,0%,16%,2%,14%,16%,7%,"Yu-Kang Ying, M.D.",6,6,7,6,0.333333333,0.5,0.428571429,0,0.166666667,0.5,0.285714286,0,=,=,=,=,0.166666667,0.5,0.333333333,0,0.166666667,0.5,0.333333333,0,0.166666667,0.333333333,0.166666667,0,0,0,0.142857143,0.833333333,2.5,3.2,3.5,3,0,0.333333333,0,=,0,0,0.666666667,=,0,0.333333333,0.5,=,8,3,2,1,0.375,0.666666667,0,0,2.5,3,3.5,2,1,3,1,0.333333333,2,3.7,"Garden City Center for Advanced Reproductive Technologies, Yu-Kang Ying, M.D., P.C.",Yes,No,Yes,No,Yes,Yes,Yes
MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,,HARTSDALE,NEW YORK,>99%,0%,0%,<1%,42%,0%,0%,17%,5%,15%,2%,0%,20%,2%,9%,12%,18%,"Barry R. Witt, M.D.",140,84,95,58,29.3,32.1,14.7,15.5,26.4,20.2,10.5,5.2,-14.6,-17.2,-12.3,-10.9,30.1,25.8,14.1,7.3,32.2,26.2,14.7,7.9,21.7,15.4,10.3,7.9,12.1,21.4,25.3,29.3,2.6,3,3.2,3.4,26.8,29.6,0.142857143,0.111111111,4.9,3.7,0.071428571,0,32.4,0.411764706,0.3,0,30,9,14,2,26.7,0.555555556,0.142857143,0,2.8,2.7,3.1,3,10,3,0.6,0.333333333,2.6,3,Montefiore's Institute for Reproductive Medicine and Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTH SHORE UNIVERSITY HOSPITAL,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NEW YORK,100%,0%,0%,0%,69%,<1%,0%,17%,1%,<1%,8%,<1%,26%,6%,21%,5%,14%,"Avner Hershlag, M.D.",164,91,80,43,44.5,38.5,22.5,23.3,37.2,33,13.8,14,-14.8,-19.3,-15.1,-20.7,41.5,37.5,16.9,17.1,42.7,40,17.5,17.6,25.9,24,11.1,17.6,10.4,12.1,18.8,18.6,3.2,3.9,3.9,4.3,28.8,34.3,0.277777778,0.2,11,11.4,0.055555556,0,39.3,40,0.363636364,0,51,34,25,15,17.6,17.6,16,0.066666667,4.2,4.6,4.3,4.1,0,0,=,=,=,=,"North Shore University Hospital, Center for Human Reproduction",Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE ASSOCIATES,,MINEOLA,NEW YORK,100%,0%,0%,0%,59%,<1%,0%,27%,7%,<1%,3%,1%,16%,6%,37%,<1%,2%,"Gabriel A. San Roman, M.D.",385,161,204,80,28.6,22.4,14.7,11.3,24.2,16.8,11.3,5,-8.5,-11.5,-8.7,-9.6,25.2,17.4,12.4,5.6,27.1,18.8,13.9,6.3,21.9,12.5,11.5,6.3,4.2,3.7,9.3,10,2.7,3.3,3.4,3.5,14.5,22.2,16.7,0,9.1,8.3,3.3,0.111111111,19.4,33.3,17.4,0,190,57,30,7,15.8,10.5,10,0.142857143,3,2.9,3.2,4.1,0,0,=,=,=,=,Reproductive Science Associates,Yes,No,Yes,No,Yes,Yes,Yes
ADVANCED FERTILITY SERVICES,,NEW YORK,NEW YORK,100%,0%,0%,0%,63%,<1%,0%,25%,5%,0%,3%,<1%,24%,14%,16%,1%,11%,"Hugh D. Melnick, M.D.",170,85,94,66,30,20,17,9.1,26.5,17.6,14.9,6.1,-13.3,-16.3,-14.4,-11.5,28.3,19.7,17.1,6.8,28.8,21.1,18.4,7.3,17.3,16.9,11.8,3.6,6.5,10.6,12.8,10.6,3.3,3.2,3.1,3.5,33.3,0.176470588,0.3125,0.333333333,5.9,0,0.125,0,40,0.2,0.357142857,0.5,18,4,2,0,0.166666667,0.5,0,=,3.1,4.5,3,=,46,23,30.4,30.4,3.4,3,Advanced Fertility Services,Yes,Yes,Yes,No,Yes,Yes,Yes
BROOKLYN FERTILITY CENTER,,NEW YORK,NEW YORK,100%,0%,0%,0%,83%,0%,4%,9%,7%,25%,3%,0%,9%,1%,1%,12%,33%,"Dov B. Goldstein, M.D.",21,10,11,2,28.6,0.2,0.090909091,0.5,28.6,0.2,0.090909091,0.5,-38.7,=,=,=,28.6,0.2,0.090909091,0.5,30,0.2,0.090909091,1,10,0.1,0.090909091,0,0,0,0,0,2.9,2.8,2.7,3,0.333333333,0.5,0,1,0.333333333,0,0,0,0.666666667,0.5,0,1,8,2,3,2,0,0,0,0,3,3.5,3.7,4.5,4,5,0,0,3.3,3.2,Brooklyn Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,,NEW YORK,NEW YORK,100%,0%,0%,0%,40%,0%,0%,11%,3%,37%,2%,<1%,16%,4%,6%,6%,15%,"Mark V. Sauer, M.D.",106,58,60,40,41.5,36.2,21.7,25,35.8,31,20,12.5,-18.3,-23.8,-20.2,-20.4,36.5,34.6,22.2,13.9,37.6,35.3,23.1,13.9,18.8,21.6,19.2,13.9,1.9,10.3,10,10,3.6,3.6,4.3,4.8,38.6,38.1,0.153846154,0,9.1,0,0.076923077,0,50,0.388888889,0.166666667,0,17,11,5,2,0.411764706,0.090909091,0.2,0,3.4,3.5,3.2,4,71,22,53.5,18.2,3.4,3.9,Columbia University Center for Women's Reproductive Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NABIL HUSAMI, M.D.",,NEW YORK,NEW YORK,100%,0%,0%,0%,53%,<1%,0%,22%,3%,25%,3%,4%,7%,3%,4%,13%,16%,"Nabil W. Husami, M.D.",45,15,26,11,17.8,0.066666667,19.2,0.090909091,15.6,0,3.8,0,-21.1,=,-11.2,=,17.9,0,0.052631579,0,20,0,0.052631579,0,11.4,0,0.052631579,0,13.3,0.2,26.9,0,3.5,3.6,3.7,3.5,0.125,0,0,0,0.25,0,0,0,0.428571429,=,0,=,8,0,3,0,0.125,=,0,=,3.4,=,2.7,=,0,0,=,=,=,=,"Nabil Husami, M.D.",No,No,Yes,No,Yes,No,None
MACLEOD LABORATORY,,NEW YORK,NEW YORK,100%,0%,0%,0%,5%,10%,0%,10%,5%,35%,0%,5%,10%,5%,30%,0%,0%,"Attila Toth, M.D.",8,3,5,3,0,0,0,0,0,0,0,0,=,=,=,=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1.3,3.5,0,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,MacLeod Laboratory,No,No,Yes,No,No,No,None
MEDICAL OFFICES FOR HUMAN REPRODUCTION,CENTER FOR HUMAN REPRODUCTION (CHR),NEW YORK,NEW YORK,100%,0%,0%,0%,51%,0%,<1%,6%,4%,21%,<1%,0%,5%,6%,23%,12%,22%,"Norbert Gleicher, M.D.",81,61,59,22,21,18,25.4,13.6,16,13.1,15.3,13.6,-15.9,-17,-18.3,-28,18.6,16,19.1,0.166666667,20.6,16.7,22,0.2,14.3,10.4,19.5,0.066666667,13.6,18,20.3,18.2,2.9,3,3.4,3.2,0.294117647,0.272727273,0.066666667,0.666666667,0,0.090909091,0.066666667,0,0.307692308,0.375,0.111111111,0.666666667,37,13,18,5,27,0.230769231,0.111111111,0,3.6,3.3,3.7,3.4,47,19,23.4,0.105263158,2.8,3.5,"Medical Offices for Human Reproduction, Center for Human Reproduction (CHR)",Yes,Yes,Yes,No,Yes,Yes,Yes
DR. LILLIAN D. NASH,,NEW YORK,NEW YORK,100%,0%,0%,0%,70%,0%,0%,17%,0%,15%,0%,0%,0%,0%,7%,37%,24%,"Lillian D. Nash, M.D.",9,8,9,5,0.444444444,0.25,0,0,0.111111111,0.25,0,0,=,=,=,=,0.111111111,0.333333333,0,0,0.111111111,0.333333333,0,0,0.111111111,0.333333333,0,0,0,0.25,0.333333333,0.4,3.2,4.2,3,2,0,0,=,=,0.25,0,=,=,0,0,=,=,2,1,0,0,0,0,=,=,4,5,=,=,0,0,=,=,=,=,Dr. Lillian D. Nash,No,No,Yes,No,Yes,Yes,Yes
NEW YORK FERTILITY INSTITUTE,,NEW YORK,NEW YORK,100%,0%,0%,0%,79%,0%,0%,0%,2%,15%,12%,0%,15%,0%,0%,8%,48%,"Majid Fateh, M.D.",23,32,28,15,47.8,43.8,39.3,0.4,47.8,40.6,35.7,0.333333333,-40.8,-34,-35.5,=,55,43.3,40,0.357142857,55,43.3,43.5,0.357142857,50,40,39.1,0.285714286,13,6.3,10.7,0.066666667,4.7,3.5,3.6,3.6,0.090909091,0.071428571,0.090909091,0.166666667,0,0,0,0,0.090909091,0.076923077,0.1,0.2,1,0,1,0,0,=,1,=,3,=,4,=,20,0,70,=,3.7,=,New York Fertility Institute,Yes,No,Yes,Yes,Yes,Yes,Yes
