PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,
SHORE INSTITUTE FOR REPRODUCTIVE MEDICINE,,LAKEWOOD,NEW JERSEY,100%,0%,0%,0%,24%,0%,0%,16%,3%,3%,6%,3%,18%,1%,18%,8%,25%,"Allen Morgan, MD",49,36,17,7,28.6,50,0.294117647,0.142857143,26.5,33.3,0.117647059,0,(14.9Ð41.1),(18.6Ð51.0),,,30.2,41.4,0.142857143,0,31,44.4,0.181818182,0,11.9,25.9,0.090909091,0,12.2,19.4,0.176470588,0.285714286,2.6,2.7,3.7,3,0.428571429,0.388888889,0.2,0,0.142857143,0.055555556,0,0,0.615384615,0.416666667,0.5,=,18,5,2,0,0.111111111,0,0,=,2.9,2,3,=,3,0,0.666666667,=,2.7,=,Shore Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,
DELAWARE VALLEY OBGYN AND INFERTILITY GROUP,PRINCETON IVF,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,53%,0%,0%,18%,8%,2%,2%,1%,22%,2%,15%,7%,24%,"Seth G. Derman, MD",56,27,33,9,44.6,40.7,27.3,0.111111111,32.1,29.6,18.2,0.111111111,(20.3Ð46.0),(13.8Ð50.2),(7.0Ð35.5),,34,30.8,19.4,0.125,36.7,33.3,23.1,0.125,20.4,16.7,19.2,0.125,5.4,3.7,6.1,0.111111111,2.3,3,3.1,3.1,36,0.363636364,0.222222222,1,0,0.090909091,0,0,0.444444444,0.5,0.166666667,0,11,6,5,0,0.545454545,0.5,0.4,=,2.9,2,3,=,3,1,0.666666667,0,2.3,2,"Delaware Valley OBGYN and Infertility Group, Princeton IVF",Yes,No,Yes,No,Yes,Yes,Pending,NJ,
PRINCETON CENTER FOR INFERTILITY & REPRODUCTIVE MEDICINE,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,59%,0%,0%,21%,13%,16%,2%,<1%,19%,3%,20%,<1%,5%,"Althea M. O'Shaughnessy, MD",25,19,13,3,40,0.315789474,0.538461538,0.333333333,36,0.315789474,0.384615385,0.333333333,(18.0Ð57.5),,,,37.5,0.333333333,0.416666667,0.5,40.9,0.352941176,0.454545455,0.5,31.8,0.294117647,0.363636364,0.5,4,0.052631579,0.076923077,0.333333333,2.5,3.2,2.9,4,0.2,0.333333333,0.142857143,0,0.1,0,0.142857143,0,0.222222222,0.166666667,0.2,0,17,4,6,0,0.470588235,0.75,0.333333333,=,2.5,3,2.8,=,6,5,0.333333333,0.2,2.5,2.2,Princeton Center for Infertility & Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ,
EAST COAST INFERTILITY AND IVF,,LITTLE SILVER,NEW JERSEY,100%,0%,0%,0%,54%,0%,1%,5%,2%,10%,13%,<1%,13%,4%,0%,17%,36%,"Miguel Damien, MD",53,43,41,28,52.8,41.9,29.3,10.7,39.6,32.6,24.4,0,(26.5Ð54.0),(19.1Ð48.5),(12.4Ð40.3),(0.0Ð12.3),42.9,36.8,25,0,51.2,42.4,28.6,0,31.7,27.3,17.1,0,7.5,11.6,2.4,14.3,2.2,2.8,3,3.3,32.1,0.277777778,0.25,0,0,0,0.083333333,0,38.1,0.357142857,0.4,=,12,14,7,2,0.333333333,0.5,0.428571429,0,2.5,2.9,4.1,2.5,24,8,58.3,0.125,2,3.3,East Coast Infertility and IVF,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ,
INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NEW JERSEY,100%,0%,0%,0%,49%,0%,0%,4%,3%,5%,3%,<1%,8%,22%,2%,27%,27%,"Margaret G. Garrisi, MD",175,140,153,85,42.3,40.7,20.9,14.1,37.7,34.3,11.8,8.2,(30.5Ð45.3),(26.5Ð42.8),(7.1Ð18.0),(3.4Ð16.2),40.2,38.1,14.2,10.6,46.8,43.2,17.5,15.9,31.2,30.6,13.6,11.4,6.3,10,17,22.4,2.3,2.5,2.5,2.5,35.1,31.6,15.6,0.166666667,9.5,8.8,3.1,0.083333333,33.3,29.2,0.222222222,0.285714286,55,26,21,10,36.4,26.9,42.9,0.2,2.2,2.1,2,2,44,37,47.7,37.8,2.2,2.1,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,
COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,49%,5%,<1%,11%,4%,26%,3%,<1%,15%,4%,6%,13%,17%,"Jerome H. Check, MD",341,233,242,216,27,23.2,13.2,7.4,23.5,20.2,8.3,4.6,(19.1Ð28.3),(15.2Ð25.9),(5.1Ð12.5),(2.2Ð8.3),27.7,25.1,11.4,7.4,35.4,32.2,16.7,11.8,21.2,25.3,11.7,10.6,15.2,19.7,27.7,37,2.5,2.6,2.6,2.5,34.8,20.4,21.9,0.0625,8.7,1.9,0,0.0625,40,21.3,30,0.1,124,52,27,14,29.8,36.5,29.6,0.142857143,2.6,2.7,2.9,3.4,100,119,42,31.9,2.6,2.9,Cooper Institute for Reproductive Hormonal Disorders,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,
DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,53%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,27%,71%,"George S. Taliadouros, MD",45,26,20,1,35.6,38.5,40,0,31.1,30.8,30,0,(18.2Ð46.6),(14.3Ð51.8),(11.9Ð54.3),,36.8,36.4,0.333333333,0,37.8,36.4,0.352941176,0,21.6,31.8,0.117647059,0,15.6,15.4,10,0,2.7,2.9,3.6,4,0.375,0,0.5,=,0.0625,0.2,0,=,0.428571429,0.125,0.666666667,=,6,0,4,0,0.166666667,=,0.25,=,2.5,=,2,=,0,0,=,=,=,=,Delaware Valley Institute of Fertility and Genetics,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ,
SOUTH JERSEY FERTILITY CENTER,,MARLTON,NEW JERSEY,100%,0%,0%,0%,59%,0%,0%,21%,6%,5%,4%,1%,21%,<1%,6%,18%,19%,"Robert A. Skaf, MD",166,106,70,26,40.4,41.5,32.9,7.7,35.5,34,22.9,7.7,(28.3Ð43.3),(25.0Ð43.8),(13.7Ð34.4),(0.9Ð25.1),36.6,35.6,23.2,9.1,38.1,36,23.5,9.1,26.5,22,20.6,9.1,3,4.7,1.4,15.4,2.3,2.4,3,3.8,29.9,36.4,21.7,0,1.5,4.5,0,0,30.5,38.9,0.125,0,41,25,15,2,31.7,40,0.133333333,0,2.7,2.6,2.7,2,5,8,0.4,0,2,2.6,South Jersey Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,
DIAMOND INSTITUTE FOR INFERTILITY,,MILLBURN,NEW JERSEY,100%,0%,0%,0%,69%,0%,<1%,10%,7%,19%,3%,<1%,6%,<1%,4%,26%,26%,"Arie Birkenfeld, MD",144,80,109,30,38.9,35,18.3,23.3,27.8,26.3,14.7,16.7,(20.6Ð35.8),(17.0Ð37.3),(8.6Ð22.7),(5.6Ð34.7),29.9,30.4,17,21.7,31.3,31.3,19.5,21.7,17.2,19.4,14.6,17.4,6.9,13.8,13.8,23.3,2.1,2.3,2.8,2.8,33.9,35.7,10,0.142857143,0,3.6,10,0,45,38.1,0.25,0.2,34,8,10,2,41.2,0.25,0.1,0.5,2.1,2.3,2.2,1.5,23,11,47.8,0.636363636,2.1,2.2,Diamond Institute for Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,
REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,,MORRISTOWN,NEW JERSEY,100%,0%,0%,0%,55%,0%,2%,6%,10%,8%,2%,1%,13%,18%,<1%,19%,23%,"Richard T. Scott, MD",834,471,412,205,47.5,36.7,29.4,14.6,40.8,29.7,21.4,8.3,(37.4Ð44.2),(25.6Ð34.1),(17.5Ð25.6),(4.9Ð12.9),43.5,34.7,26.5,11.6,47.2,38.4,31.9,13.3,30.3,28.2,25.4,9.4,6.2,14.4,19.4,28.8,2.5,2.8,3.1,3.3,30.1,22.5,14.9,16.7,7.8,6.9,8.3,3.3,35.9,26.4,20.5,0.294117647,167,85,48,17,40.1,40,18.8,0.117647059,2.2,2.4,2.1,2,185,116,47,31.9,2.6,2.1,Reproductive Medicine Associates of New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,
RWJMS IN VITRO FERTILIZATION PROGRAM,,NEW BRUNSWICK,NEW JERSEY,100%,0%,0%,0%,53%,0%,0%,7%,7%,6%,4%,1%,12%,17%,6%,15%,25%,"Ekkehard Kemmann, MD",71,40,34,19,42.3,37.5,29.4,0.157894737,40.8,22.5,26.5,0.105263158,(29.3Ð53.2),(10.8Ð38.5),(12.9Ð44.4),,45.3,24.3,29,0.142857143,50.9,26.5,31,0.153846154,31.6,26.5,24.1,0.153846154,9.9,7.5,8.8,0.263157895,2,2.1,2.1,2.1,40,0,0.1,0,0,0,0.1,0,37.9,0,0.222222222,0,17,14,9,1,0.411764706,0,0.222222222,0,2,1.8,1.7,3,7,7,0.857142857,0.571428571,2,1.9,This clinic has closed or reorganized since 2005.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,NJ,
IVF NEW JERSEY,,SOMERSET,NEW JERSEY,100%,0%,0%,0%,24%,0%,1%,8%,9%,18%,<1%,1%,15%,5%,6%,17%,19%,"Michael C. Darder, MD",263,108,96,33,49.8,41.7,31.3,36.4,44.1,38,22.9,24.2,(38.0Ð50.3),(28.8Ð47.8),(15.0Ð32.6),(11.1Ð42.3),47.9,43.2,26.2,28.6,50.2,46.1,28.2,30.8,29.4,32.6,15.4,26.9,8,12,12.5,15.2,2.5,2.6,3.2,3.4,40.5,26.7,40,0.166666667,3.1,6.7,3.3,0,41.4,29.3,45.5,0.125,19,8,1,3,0.842105263,0.375,0,0.333333333,2.2,2,3,3.3,128,25,66.4,44,2.1,2.1,IVF New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,
REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY,,TINTON FALLS,NEW JERSEY,100%,0%,0%,0%,69%,0%,0%,7%,5%,3%,3%,0%,19%,0%,0%,17%,46%,"William Ziegler, DO",29,30,41,12,17.2,30,19.5,0.083333333,17.2,30,14.6,0.083333333,(5.8Ð35.8),(14.7Ð49.4),(5.6Ð29.2),,20,39.1,17.1,0.111111111,0.277777778,45,18.2,0.142857143,0.055555556,20,18.2,0.142857143,13.8,23.3,14.6,0.25,2.6,2.7,3.1,3.3,0.8,0.222222222,0,0,0,0.333333333,0,0,0.8,0.555555556,0,0,2,0,0,0,0,=,=,=,2.5,=,=,=,2,1,0,1,3,3,Reproductive Science Center of New Jersey,Yes,No,Yes,Yes,Yes,No,Pending,NJ,
DR. LOUIS R. MANARA,,VOORHEES,NEW JERSEY,100%,0%,0%,0%,40%,0%,0%,22%,9%,14%,2%,0%,20%,0%,6%,9%,17%,"Louis R. Manara, DO",55,18,19,4,30.9,0.111111111,0.157894737,0,23.6,0.111111111,0.105263158,0,(13.2Ð37.0),,,,28.3,0.181818182,0.166666667,0,29.5,0.181818182,0.166666667,0,13.6,0.181818182,0.166666667,0,16.4,0.388888889,0.368421053,0.25,2.6,3,3.5,4,0.470588235,0,0,=,0,0,0,=,0.538461538,0,0,=,3,0,0,0,0,=,=,=,3,=,=,=,0,0,=,=,=,=,Dr. Louis R. Manara,Yes,No,Yes,No,Yes,Yes,Yes,NJ,
"NORTH JERSEY FERTILITY ASSOCIATES, LLC",,WAYNE,NEW JERSEY,100%,0%,0%,0%,81%,0%,0%,23%,0%,12%,4%,2%,17%,11%,8%,13%,9%,"Mark X. Ransom, MD",35,30,34,9,42.9,36.7,20.6,0.111111111,42.9,23.3,11.8,0.111111111,(26.3Ð60.6),(9.9Ð42.3),(3.3Ð27.5),,42.9,24.1,12.5,0.111111111,45.5,24.1,13.8,0.125,30.3,17.2,13.8,0.125,0,3.3,5.9,0,2.4,2.6,2.6,2.5,0.266666667,0.272727273,0.142857143,0,0.066666667,0,0,0,0.333333333,0.285714286,0,0,1,2,0,0,0,0,=,=,3,2,=,=,7,0,0.571428571,=,2.6,=,"North Jersey Fertility Associates, LLC",Yes,Yes,Yes,No,Yes,Yes,Yes,NJ,
FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK,,WESTWOOD,NEW JERSEY,100%,0%,0%,0%,86%,0%,1%,<1%,4%,13%,0%,<1%,5%,3%,2%,26%,46%,"Daniel Navot, MD",89,62,43,17,34.8,25.8,18.6,0.235294118,27,22.6,18.6,0.176470588,(18.1Ð37.4),(12.9Ð35.0),(8.4Ð33.4),,28.2,24.6,20,0.176470588,30.4,30.4,21.1,0.2,20.3,21.7,15.8,0.2,4.5,8.1,7,0,2.3,2.3,3.1,3,22.6,0.3125,0.125,0,3.2,0,0.125,0,33.3,0.285714286,0.25,0,25,11,6,3,44,0.272727273,0.666666667,0,2.7,2.5,3,3,21,6,47.6,0.5,2.2,2.8,Fertility Institute of New Jersey and New York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,
CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,55%,0%,0%,5%,3%,7%,2%,2%,13%,0%,5%,23%,42%,"Douglas J. Thompson, MD",52,27,23,3,50,63,26.1,0.666666667,40.4,51.9,26.1,0.333333333,(27.0Ð54.9),(31.9Ð71.3),(10.2Ð48.4),,44.7,53.8,0.315789474,0.5,45.7,53.8,0.333333333,0.5,26.1,26.9,0.166666667,0.5,9.6,3.7,17.4,0.333333333,2.2,2.4,2.5,3,42.3,0.411764706,0.666666667,0,0,0.058823529,0,0,42.9,0.5,0.5,0,18,12,9,1,0.277777778,0.416666667,0.222222222,0,2.3,2.8,2.3,3,33,14,78.8,0.285714286,2.1,2.7,Center for Reproductive Medicine of New Mexico,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NM,
"ALBANY IVF, FERTILITY AND GYNECOLOGY",,ALBANY,NEW YORK,100%,0%,0%,0%,90%,0%,0%,24%,9%,25%,1%,<1%,15%,<1%,16%,7%,1%,"Peter M. Horvath, MD",83,45,31,11,39.8,28.9,16.1,0.090909091,19.3,15.6,3.2,0,(11.4Ð29.4),(6.5Ð29.5),(0.1Ð16.7),,19.8,16.3,3.7,0,21.1,17.1,4.8,0,10.5,14.6,4.8,0,2.4,4.4,12.9,0.090909091,2.8,2.8,2.9,2.6,36.4,0.153846154,0,0,15.2,0.153846154,0,0,0.5,0.142857143,0,=,12,5,2,3,0,0,0.5,0,2.7,2.6,2.5,3,11,2,0.272727273,0,3,3.5,"Albany IVF, Fertility and Gynecology",Yes,No,Yes,No,Yes,Yes,Yes,NY,
LEADING INSTITUTE FOR FERTILITY ENHANCEMENT (LIFE),,ALBANY,NEW YORK,100%,0%,0%,0%,29%,0%,0%,12%,10%,16%,10%,0%,14%,2%,21%,5%,10%,"Edgar S. Henriques, MD",20,18,11,5,35,0.111111111,0.272727273,0,25,0.111111111,0.181818182,0,(8.7Ð49.1),,,,0.263157895,0.166666667,0.222222222,0,0.294117647,0.2,0.222222222,0,0.176470588,0.1,0.222222222,0,5,0.333333333,0.181818182,0.2,2.9,2.1,3.2,2.3,0.285714286,0.5,0.333333333,=,0.142857143,0,0,=,0.4,0.5,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Leading Institute for Fertility Enhancement (LIFE),Yes,No,Yes,No,Yes,Yes,Yes,NY,
THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL,,BROOKLYN,NEW YORK,100%,0%,0%,0%,74%,0%,0%,25%,<1%,8%,10%,3%,1%,<1%,<1%,41%,11%,"George D. Kofinas, MD",74,50,65,36,35.1,32,30.8,11.1,23,20,13.8,5.6,(14.0Ð34.2),(10.0Ð33.7),(6.5Ð24.7),(0.7Ð18.7),27,25.6,17,9.1,27,25.6,17.6,9.5,14.3,17.9,15.7,9.5,14.9,22,18.5,38.9,4.1,3.8,3.9,3.4,23.1,0.0625,5,0,7.7,0.125,5,0.25,0.470588235,0.3,0.111111111,0,23,16,6,6,39.1,0.125,0.333333333,0,4,3.3,4,5,29,22,51.7,9.1,4.3,3.4,The Fertility Institute at New York Methodist Hospital,Yes,Yes,Yes,No,Yes,Yes,Yes,NY,
GENESIS FERTILITY & REPRODUCTIVE MEDICINE,,BROOKLYN,NEW YORK,100%,0%,0%,0%,51%,0%,0%,7%,2%,13%,4%,<1%,32%,2%,9%,6%,24%,"Richard V. Grazi, MD",180,66,50,30,38.9,31.8,26,13.3,36.1,25.8,22,3.3,(29.1Ð43.6),(15.8Ð38.0),(11.5Ð36.0),(0.1Ð17.2),39.6,33.3,29.7,4.8,41.1,37.8,31.4,0.058823529,24.7,28.9,25.7,0.058823529,8.9,22.7,26,30,2.4,2.6,2.9,3.4,37.1,28.6,0.076923077,0,4.3,0,0.076923077,0,40,0.235294118,0.181818182,0,19,9,3,4,0.052631579,0.333333333,0.333333333,0.25,1.9,2.7,1.7,3.3,26,9,57.7,0.111111111,2.3,2.8,Genesis Fertility & Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes,NY,
INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK,,BUFFALO,NEW YORK,100%,0%,0%,0%,53%,0%,0%,19%,5%,11%,6%,0%,19%,<1%,18%,9%,15%,"Michael W. Sullivan, MD",160,93,63,26,26.3,19.4,14.3,11.5,22.5,19.4,9.5,3.8,(16.3Ð29.8),(11.9Ð28.9),(3.6Ð19.6),(0.1Ð19.6),27.7,28.1,14.3,0.076923077,29.5,28.6,14.6,0.111111111,21.3,12.7,14.6,0.111111111,18.8,31.2,33.3,50,2.2,2.4,2.7,2.9,23.8,0.444444444,0,0,2.4,0.111111111,0,0,27.8,0.555555556,0,0,16,9,3,0,0.1875,0.111111111,0,=,1.9,1.8,1.3,=,10,6,0.2,0.5,2.5,1.8,Infertility & IVF Medical Associates of Western New York,Yes,No,Yes,No,Yes,Yes,Yes,NY,
DIVISION OF REPRODUCTIVE ENDOCRINOLOGY,SUNY STONY BROOK,EAST SETAUKET,NEW YORK,100%,0%,0%,0%,46%,0%,0%,3%,1%,0%,0%,0%,33%,9%,7%,13%,34%,"Richard A. Bronson, MD",26,14,7,0,42.3,0.285714286,0,=,38.5,0.214285714,0,=,(20.2Ð59.4),,,,41.7,0.333333333,0,=,47.6,0.428571429,0,=,28.6,0.285714286,0,=,7.7,0.357142857,0.428571429,=,2.1,3,3,=,0.272727273,0.5,=,=,0.090909091,0,=,=,0.4,0.333333333,=,=,14,4,3,0,0.357142857,0.5,0.333333333,=,2.5,3,3.3,=,0,1,=,0,=,1,"Division of Reproductive Endocrinology, SUNY Stony Brook",No,No,No,No,Yes,Yes,Yes,NY,
MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,,HARTSDALE,NEW YORK,100%,0%,0%,0%,62%,0%,0%,17%,5%,10%,3%,<1%,30%,2%,11%,7%,14%,"Harry J. Lieman, MD",80,57,41,16,32.5,33.3,9.8,0.1875,22.5,26.3,7.3,0,(13.9Ð33.2),(15.5Ð39.7),(1.5Ð19.9),,24.3,28.8,9.4,0,27.3,31.9,10.3,0,22.7,17,10.3,0,7.5,8.8,22,0.125,2.3,2.4,3.1,3.4,15.4,0.315789474,0,0,0,0.105263158,0,0,0.166666667,0.466666667,0,=,11,4,10,2,0,0.25,0.2,0,1.9,2,2.8,2.5,1,3,1,0.666666667,3,2,Montefiore's Institute for Reproductive Medicine and Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NY,
NORTH SHORE UNIVERSITY HOSPITAL,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NEW YORK,100%,0%,0%,0%,85%,0%,0%,13%,6%,4%,7%,<1%,30%,5%,23%,5%,7%,"Avner Hershlag, MD",165,120,91,39,51.5,43.3,34.1,12.8,44.8,33.3,26.4,10.3,(37.1Ð52.8),(25.0Ð42.5),(17.7Ð36.7),(2.9Ð24.2),47.7,37,30,12.5,51,39.6,31.2,13.8,37.2,27.7,20.8,13.8,6.1,10,12.1,17.9,2.4,2.8,3.4,3.6,32.9,25,19.4,0.2,0,3.8,6.5,0,27,30,33.3,0,65,27,28,9,27.7,14.8,17.9,0.111111111,2.9,3.1,3.3,3.2,16,10,0.4375,0.3,2.1,2.5,"North Shore University Hospital, Center for Human Reproduction",Yes,No,Yes,No,Yes,Yes,Yes,NY,
REPRODUCTIVE SPECIALISTS OF NEW YORK,,MINEOLA,NEW YORK,100%,0%,0%,0%,67%,<1%,<1%,13%,8%,6%,3%,1%,15%,12%,19%,10%,13%,"Gabriel A. San Roman, MD",269,201,251,124,41.6,27.4,19.9,13.7,36.1,22.9,14.7,7.3,(30.3Ð42.1),(17.3Ð29.3),(10.6Ð19.7),(3.4Ð13.3),37,23.8,15.9,7.8,39.3,25.6,16.8,8.5,27.1,17.8,14.1,7.5,2.6,4,7.6,6.5,2.1,2.3,2.8,3.1,27.7,29.1,20,0.058823529,1.8,5.5,0,0,30.9,30.4,16.2,0.111111111,132,77,45,11,24.2,11.7,11.1,0.181818182,2,1.9,2.1,2.3,13,6,0.769230769,0.166666667,2,2,Reproductive Specialists of New York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NY,
ADVANCED FERTILITY SERVICES,,NEW YORK,NEW YORK,100%,0%,0%,0%,81%,0%,0%,22%,6%,13%,2%,0%,21%,11%,9%,5%,12%,"Hugh D. Melnick, MD",131,84,111,39,25.2,15.5,9,2.6,19.8,10.7,3.6,2.6,(13.4Ð27.7),(5.0Ð19.4),(1.0Ð9.0),(0.1Ð13.5),22,12,4.4,3.6,22.2,13.6,5,4.8,15.4,6.1,2.5,4.8,9.9,10.7,18.9,28.2,3.4,3.7,3.5,2.8,21.2,0.461538462,0.3,0,9.1,0,0.2,0,30.8,0.555555556,0.5,0,19,5,3,4,0.052631579,0,0.333333333,0.25,2.4,3,3.7,4.5,27,30,11.1,20,3.4,2.9,Advanced Fertility Services,Yes,Yes,Yes,No,Yes,Yes,Yes,NY,
"AMERICAN FERTILITY SERVICES, PC",,NEW YORK,NEW YORK,100%,0%,0%,0%,81%,<1%,0%,11%,3%,43%,3%,1%,8%,4%,12%,8%,9%,"Andrew Loucopoulos, MD",113,99,100,58,14.2,15.2,13,10.3,13.3,13.1,7,6.9,(7.6Ð20.9),(7.2Ð21.4),(2.9Ð13.9),(1.9Ð16.7),14.7,15.1,8.3,8.3,16.9,18.1,9,8.9,7.9,16.7,9,8.9,9.7,13.1,16,17.2,2.6,2.7,2.8,2.6,0.375,0.133333333,0.076923077,0,0.125,0,0.153846154,0,0.533333333,0.076923077,0,0,29,8,10,1,6.9,0.125,0,0,2.3,2.6,2.7,3,56,23,19.6,8.7,2.6,2.7,This clinic has closed or reorganized since 2005.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,NY,
BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH,,NEW YORK,NEW YORK,100%,0%,0%,0%,75%,0%,0%,15%,3%,11%,2%,2%,29%,1%,6%,8%,24%,"Peter L. Chang, MD",51,28,23,19,43.1,35.7,30.4,0.157894737,37.3,32.1,21.7,0.157894737,(24.1Ð51.9),(15.9Ð52.4),(7.5Ð43.7),,40.4,39.1,0.263157895,0.214285714,43.2,42.9,0.263157895,0.214285714,27.3,42.9,0.157894737,0.142857143,7.8,17.9,17.4,0.263157895,3.3,3.5,5,4.6,31.8,0.1,0.285714286,0.333333333,9.1,0,0,0,0.368421053,0,0.4,0.333333333,10,5,1,0,0.6,0.6,0,=,5.2,4.8,6,=,9,3,0.666666667,0,3,5,Beth Israel Center for Infertility & Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes,NY,
BROOKLYN/WESTSIDE FERTILITY CENTER,BROOKLYN FERTILITY CENTER,NEW YORK,NEW YORK,100%,0%,0%,0%,83%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,19%,80%,"Dov B. Goldstein, MD",20,12,4,12,40,0.333333333,0.25,0.083333333,25,0.25,0.25,0,(8.7Ð49.1),,,,0.263157895,0.272727273,0.333333333,0,0.277777778,0.272727273,0.333333333,0,0.277777778,0.090909091,0,0,5,0.083333333,0.25,0.166666667,2.3,2.6,2.7,2.9,0.25,0.5,1,0,0,0,0,0,0,0.666666667,1,=,4,3,0,3,0.25,0.333333333,=,0,2.3,2.3,=,3.3,3,0,0,=,2.7,=,"Brooklyn/Westside Fertility Center, Brooklyn Fertility Center",Yes,No,Yes,Yes,Yes,Yes,Yes,NY,
