PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
EAST COAST INFERTILITY AND IVF,,LITTLE SILVER,NEW JERSEY,100%,0%,0%,0%,63%,0%,0%,5%,2%,9%,5%,<1%,14%,2%,0%,19%,46%,"Miguel Damien, MD",87,53,71,32,43.7,34,23.9,12.5,34.5,26.4,14.1,9.4,(24.6-45.4),(15.3-40.3),(7.0-24.4),(2.0-25.0),39,32.6,17.2,12,43.5,37.8,20.8,12.5,29,27,14.6,8.3,11.5,18.9,18.3,21.9,2.6,3.2,3.1,3.3,23.7,0.166666667,0.176470588,0.25,2.6,0.055555556,0.058823529,0,33.3,0.285714286,0.3,0.333333333,19,11,7,0,0.578947368,0.272727273,0,=,3.2,3.3,3.1,=,18,8,0.5,0.375,2.4,2.4,East Coast Infertility and IVF,Yes,No,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NEW JERSEY,100%,0%,0%,0%,52%,0%,<1%,5%,5%,5%,3%,<1%,7%,23%,4%,24%,22%,"Margaret G. Garrisi, MD",189,157,171,63,38.1,38.2,30.4,23.8,34.9,30.6,23.4,19,(28.1-42.2),(23.5-38.4),(17.3-30.5),(10.2-30.9),36.9,33.6,27.6,23.5,44,35.6,32.3,30.8,30,22.2,19.4,28.2,5.3,8.9,15.2,19,2.2,2.5,2.7,2.5,31.9,35,36.5,0.333333333,5.6,3.3,9.6,0,31.8,37.5,40,0.083333333,50,32,25,8,44,37.5,24,0.25,2.2,2.3,2.3,2.4,63,43,47.6,30.2,2.2,2.1,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes
COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,52%,7%,<1%,10%,3%,23%,2%,1%,14%,5%,7%,16%,20%,"Jerome H. Check, MD, PhD",334,237,290,180,25.4,20.7,12.4,7.8,21.9,13.9,9.3,3.3,(17.5-26.7),(9.8-19.0),(6.2-13.3),(1.2-7.1),25.7,17,12.2,4.5,36.7,22.9,17,6.9,21.1,18.8,15.1,6.9,15,18.1,23.8,26.1,2.4,2.5,2.5,2.2,30.6,20.4,11.1,0,9.4,8.2,2.8,0,42.5,18.2,11.1,0,132,66,49,5,30.3,24.2,24.5,0,2.7,3,3.4,3.6,118,125,46.6,38.4,2.8,3,Cooper Institute for Reproductive Hormonal Disorders,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,43%,0%,0%,1%,1%,0%,0%,0%,1%,0%,0%,30%,66%,"George S. Taliadouros, MD",30,23,13,4,56.7,52.2,0.307692308,0.25,50,43.5,0.153846154,0.25,(31.3-68.7),(23.2-65.5),,,55.6,50,0.166666667,0.25,57.7,50,0.166666667,0.25,46.2,30,0.166666667,0.25,10,13,0.076923077,0,2.7,3.1,3.2,3.3,0.058823529,0.333333333,0,0,0.176470588,0,0,0,0.2,0.4,0,0,15,1,0,0,0.066666667,0,=,=,2.5,4,=,=,1,0,1,=,3,=,Delaware Valley Institute of Fertility and Genetics,Yes,No,Yes,Yes,Yes,Yes,Yes
SOUTH JERSEY FERTILITY CENTER,,MARLTON,NEW JERSEY,100%,0%,0%,0%,54%,0%,0%,19%,7%,2%,4%,<1%,22%,1%,5%,22%,18%,"Robert A. Skaf, MD",180,78,76,23,46.7,41,26.3,17.4,37.2,34.6,18.4,4.3,(30.1-44.7),(24.2-46.2),(10.5-29.0),(0.1-21.9),38.7,36,20.3,4.8,40.1,37,22.2,0.052631579,26.3,23.3,17.5,0.052631579,3.9,3.8,9.2,8.7,2.2,2.4,3,3.5,27.4,34.4,20,0,6,12.5,5,0,34.3,37,0.214285714,0,23,22,9,5,39.1,18.2,0.111111111,0.2,2.7,2.8,2.7,3.6,0,5,=,0.4,=,2.8,South Jersey Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DIAMOND INSTITUTE FOR INFERTILITY,,MILLBURN,NEW JERSEY,100%,0%,0%,0%,57%,0%,2%,11%,2%,22%,2%,<1%,7%,<1%,2%,22%,32%,"Arie Birkenfeld, MD",129,74,84,33,27.1,21.6,14.3,9.1,20.9,20.3,13.1,6.1,(14.3-29.0),(11.8-31.2),(6.7-22.2),(0.7-20.2),23.3,25.4,16.2,8.7,23.7,25.9,17.2,9.5,15.8,12.1,10.9,9.5,10.1,20.3,19,30.3,2.8,2.8,3,2.4,25.7,0.5,0.416666667,0,11.4,0,0,0,33.3,0.533333333,0.363636364,0,20,11,7,2,25,0.090909091,0.142857143,0,2.4,2.4,2.6,2.5,21,17,33.3,0.235294118,2.6,2.6,Diamond Institute for Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,,MORRISTOWN,NEW JERSEY,100%,0%,0%,0%,53%,0%,2%,6%,13%,8%,3%,1%,15%,15%,<1%,19%,20%,"Richard T. Scott, MD",830,483,421,208,48.9,40.8,30.6,18.3,43,34,20.2,8.7,(39.6-46.5),(29.7-38.4),(16.5-24.3),(5.2-13.3),46.1,38.6,24.1,11.2,50.4,42.6,28.1,13,31.7,29.1,20.8,10.9,6.7,12,16.2,22.6,2.4,2.7,3,3,35.7,27.9,21.7,15.8,4.9,5.1,5.4,2.6,37,31.7,25.9,0.166666667,162,78,53,6,42,41,35.8,0.5,2.1,2,2.1,2,207,98,53.1,27.6,2.3,2.1,Reproductive Medicine Associates of New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes
RWJMS IN VITRO FERTILIZATION PROGRAM,,NEW BRUNSWICK,NEW JERSEY,100%,0%,0%,0%,52%,0%,0%,7%,5%,12%,2%,<1%,18%,6%,11%,11%,29%,"Ekkehard Kemmann, MD",103,48,43,26,34,18.8,25.6,15.4,30.1,16.7,25.6,7.7,(21.5-39.9),(7.5-30.2),(13.5-41.2),(0.9-25.1),33.3,19,32.4,8.7,35.6,21.1,34.4,9.1,21.8,10.5,25,9.1,9.7,12.5,20.9,11.5,2.2,2.5,2.6,3.3,42.9,0.555555556,0.181818182,0.25,0,0,0.090909091,0,38.7,0.5,0.272727273,0,25,11,7,3,40,0.181818182,0.428571429,0,2.2,2,2.1,2,2,2,0.5,0.5,2.5,1,This clinic has closed or reorganized since 2004.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,
IVF NEW JERSEY,,SOMERSET,NEW JERSEY,100%,0%,0%,0%,30%,0%,<1%,7%,8%,20%,2%,<1%,20%,4%,6%,17%,17%,"Michael C. Darder, MD",308,92,100,24,49,40.2,34,4.2,41.9,35.9,31,4.2,(36.3-47.6),(26.1-46.5),(22.1-41.0),(0.1-21.1),43.6,42.3,34.4,4.3,45.4,45.2,35.2,0.052631579,26.4,30.1,23.9,0.052631579,3.9,15.2,10,4.2,2.5,2.8,3,3.1,37.7,35.1,29.4,0,4.6,0,5.9,0,41.9,33.3,32.3,0,14,5,9,1,0.5,0.8,0.333333333,1,2.4,2.6,2.1,3,108,34,69.4,61.8,2.1,2.1,IVF New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. LOUIS R. MANARA,,VOORHEES,NEW JERSEY,100%,0%,0%,0%,38%,0%,0%,26%,6%,8%,<1%,0%,13%,3%,8%,10%,26%,"Louis R. Manara, DO",49,32,15,6,22.4,18.8,0.2,0,14.3,12.5,0.133333333,0,(5.9-27.2),(3.5-29.0),,,18.4,15.4,0.2,0,20,16,0.222222222,0,5.7,12,0.111111111,0,22.4,18.8,0.333333333,0.166666667,2.5,3.2,3.2,4.2,0.454545455,0.166666667,0.333333333,=,0,0,0,=,0.714285714,0.25,0.5,=,4,3,0,0,0,0,=,=,2.8,2,=,=,0,0,=,=,=,=,Dr. Louis R. Manara,Yes,No,Yes,No,Yes,Yes,Yes
FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK,,WESTWOOD,NEW JERSEY,100%,0%,0%,0%,89%,0%,<1%,2%,7%,16%,2%,<1%,10%,4%,3%,21%,36%,"Daniel Navot, MD",122,37,49,17,39.3,48.6,38.8,0.352941176,32,32.4,24.5,0.058823529,(23.8-41.0),(18.0-49.8),(13.3-38.9),,33.1,32.4,24.5,0.058823529,35.8,32.4,26.7,0.066666667,28.4,21.6,22.2,0.066666667,3.3,0,0,0,2.7,2.9,3.2,3.9,20.8,0.222222222,0.105263158,0,4.2,0,0,0,20.5,0.333333333,0.166666667,0,25,11,4,3,36,0.090909091,0,0,2.6,2.8,2.8,3,8,4,0.25,0.5,3,2.5,Fertility Institute of New Jersey and New York,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,55%,0%,2%,6%,<1%,5%,3%,<1%,15%,<1%,5%,19%,46%,"Douglas J. Thompson, MD",77,32,14,3,51.9,40.6,0.428571429,1,45.5,37.5,0.428571429,0.333333333,(34.1-57.2),(21.1-56.3),,,47.9,41.4,0.545454545,0.333333333,49.3,42.9,0.545454545,0.333333333,21.1,28.6,0.272727273,0.333333333,5.2,9.4,0.214285714,0,2,2.4,2.7,3,47.5,0.384615385,0.5,0,5,0,0,0,57.1,0.333333333,0.5,0,11,7,8,1,0.545454545,0.428571429,0.375,0,2.9,2.6,3.1,3,24,17,66.7,0.176470588,2,2.8,Center for Reproductive Medicine of New Mexico,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ALBANY IVF, FERTILITY AND GYNECOLOGY",,ALBANY,NEW YORK,100%,0%,0%,0%,84%,0%,0%,9%,9%,17%,2%,0%,21%,0%,7%,21%,14%,"Peter M. Horvath, MD",58,40,33,11,43.1,40,33.3,0.181818182,17.2,27.5,18.2,0,(8.6-29.4),(14.6-43.9),(7.0-35.5),,19.6,32.4,20,0,20.8,35.5,22.2,0,16.7,25.8,11.1,0,12.1,15,9.1,0.181818182,2.9,3.1,3.7,4,12,0.1875,0.363636364,0,16,0.0625,0,0,0.2,0.272727273,0.5,=,12,3,2,0,0,0,0,=,3.2,3.7,2.5,=,1,0,1,=,4,=,"Albany IVF, Fertility and Gynecology",Yes,No,Yes,No,Yes,Yes,Yes
LEADING INSTITUTE FOR FERTILITY ENHANCEMENT (LIFE),,ALBANY,NEW YORK,100%,0%,0%,0%,38%,0%,0%,26%,2%,8%,7%,2%,23%,5%,5%,12%,12%,"Edgar S. Henriques, MD",26,9,15,9,26.9,0.444444444,0.2,0.222222222,23.1,0.222222222,0.133333333,0.111111111,(9.0-43.6),,,,30,0.25,0.153846154,0.125,0.315789474,0.285714286,0.2,0.142857143,0.157894737,0.285714286,0.2,0.142857143,23.1,0.111111111,0.133333333,0.111111111,2.5,4,2.7,3.9,0.428571429,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,1,=,=,=,2,=,=,=,0,0,=,=,=,=,Leading Institute for Fertility Enhancement (LIFE),Yes,No,Yes,No,Yes,Yes,Yes
THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL,,BROOKLYN,NEW YORK,100%,0%,0%,0%,75%,<1%,0%,29%,2%,11%,9%,6%,3%,7%,1%,26%,7%,"George D. Kofinas, MD",73,50,46,34,39.7,34,13,11.8,28.8,18,6.5,8.8,(18.8-40.6),(8.6-31.4),(1.4-17.9),(1.9-23.7),35,21.4,9.4,13.6,36.2,22.5,9.7,15,15.5,12.5,9.7,10,17.8,16,30.4,35.3,4.5,4.4,4.1,4.7,34.5,0.235294118,0,0.25,20.7,0.058823529,0,0.25,57.1,0.444444444,0,0.333333333,28,13,4,9,32.1,0.230769231,0.5,0.111111111,4.4,3.8,4.5,5.1,24,22,45.8,31.8,4.5,4,The Fertility Institute at New York Methodist Hospital,Yes,Yes,Yes,No,Yes,Yes,Yes
GENESIS FERTILITY & REPRODUCTIVE MEDICINE,,BROOKLYN,NEW YORK,100%,0%,0%,0%,54%,0%,<1%,9%,3%,6%,3%,2%,27%,1%,5%,6%,38%,"Richard V. Grazi, MD",179,59,54,38,43.6,25.4,16.7,15.8,37.4,23.7,7.4,10.5,(30.3-45.0),(13.6-36.6),(2.1-17.9),(2.9-24.8),41.9,31.1,10.8,16.7,43.8,32.6,12.1,19,23.5,23.3,12.1,14.3,10.6,23.7,31.5,36.8,2.6,2.9,3.2,3,38.5,0.266666667,0.111111111,0.166666667,3.8,0,0,0,46.3,0.285714286,0,0.25,17,5,1,1,0.352941176,0.2,1,1,2.4,1.4,2,2,33,3,54.5,0.333333333,2.5,2.7,Genesis Fertility & Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes
INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK,,BUFFALO,NEW YORK,100%,0%,0%,0%,49%,0%,0%,14%,6%,11%,10%,0%,19%,<1%,17%,8%,15%,"Michael W. Sullivan, MD",159,74,53,18,30.2,23,24.5,0.166666667,25.2,20.3,20.8,0.111111111,(18.6-32.6),(11.8-31.2),(10.8-34.1),,35.1,31.3,26.2,0.166666667,37.7,33.3,28.9,0.166666667,26.4,33.3,21.1,0.166666667,28.3,35.1,20.8,0.333333333,2.2,2.3,2.7,2.8,27.1,0.117647059,0.384615385,0.333333333,0,0,0,0,30,0,0.272727273,0,25,10,1,1,16,0.3,0,0,1.9,1.9,2,3,10,1,0.5,0,2.3,3,Infertility & IVF Medical Associates of Western New York,Yes,No,Yes,No,Yes,Yes,Yes
DIVISION OF REPRODUCTIVE ENDOCRINOLOGY,SUNY STONY BROOK,EAST SETAUKET,NEW YORK,100%,0%,0%,0%,47%,0%,0%,3%,3%,7%,2%,0%,23%,2%,7%,7%,47%,"Richard A. Bronson, MD",24,11,8,6,37.5,0.272727273,0,0,37.5,0.181818182,0,0,(18.8-59.4),,,,0.5625,0.222222222,0,0,0.6,0.222222222,0,0,0.533333333,0.222222222,0,0,33.3,0.181818182,0.375,0.166666667,2.1,2.2,4.4,3.8,0.111111111,0.333333333,=,=,0,0,=,=,0.111111111,0,=,=,4,1,2,0,0,0,0,=,2.5,3,2.5,=,0,1,=,0,=,3,"Division of Reproductive Endocrinology, SUNY Stony Brook",Yes,No,No,No,Yes,Yes,Yes
"QUEENS FERTILITY & GYNECOLOGY, PC",,FOREST HILLS,NEW YORK,100%,0%,0%,0%,79%,0%,4%,6%,0%,0%,3%,0%,21%,0%,15%,15%,39%,"Varsha Saraf, MD",12,4,3,2,0.416666667,0,0.333333333,1,0.25,0,0.333333333,0,,,,,0.272727273,0,0.333333333,0,0.375,0,0.5,0,0,0,0.5,0,0.083333333,0.5,0,0,2.5,3.5,2.5,4.5,0.6,=,0,0,0,=,0,0,1,=,0,=,6,2,1,0,0.166666667,0,0,=,3,3.5,5,=,0,0,=,=,=,=,"Queens Fertility & Gynecology, PC",No,No,Yes,No,No,No,Yes
MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,,HARTSDALE,NEW YORK,100%,0%,0%,0%,46%,0%,0%,22%,7%,17%,3%,1%,24%,<1%,11%,4%,11%,"Harry J. Lieman, MD",110,68,47,20,41.8,27.9,19.1,30,40,26.5,14.9,15,(30.8-49.8),(16.5-38.6),(6.2-28.3),(3.2-37.9),45.4,29.5,17.9,0.166666667,47.3,35.3,20,0.166666667,30.1,31.4,11.4,0.111111111,11.8,10.3,17,10,2.5,2.7,3,3.4,30.4,0.105263158,0.333333333,0,8.7,0,0,0.166666667,36.4,0.111111111,0.428571429,0.333333333,16,6,1,1,0.25,0.5,0,0,2.6,2.8,2,1,7,3,0.428571429,0,2.4,2.3,Montefiore's Institute for Reproductive Medicine and Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTH SHORE UNIVERSITY HOSPITAL,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NEW YORK,100%,0%,0%,0%,76%,0%,0%,16%,3%,3%,11%,<1%,30%,6%,22%,3%,6%,"Avner Hershlag, MD",209,113,122,57,44.5,43.4,29.5,21.1,39.2,31.9,20.5,10.5,(32.6-46.2),(23.4-41.3),(13.7-28.7),(4.0-21.5),44.8,36.4,26.3,12.5,46.3,37.1,28.4,13,29.9,21.6,21.6,10.9,12.4,12.4,22.1,15.8,2.6,3,3.4,3.8,33.3,32.7,27.8,0.083333333,2.2,8.2,5.6,0.083333333,35.4,41.7,24,0.166666667,59,37,20,15,22,24.3,15,0.266666667,3.3,3.3,3.9,3.9,12,7,0.75,0.142857143,2.3,2.6,"North Shore University Hospital, Center for Human Reproduction",Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SPECIALISTS OF NEW YORK,,MINEOLA,NEW YORK,100%,0%,0%,0%,69%,<1%,0%,13%,9%,6%,4%,1%,13%,5%,29%,8%,12%,"Gabriel A. San Roman, MD",361,219,230,128,43.5,35.2,23,14.8,36.8,26.5,14.8,11.7,(31.9-42.0),(20.8-32.9),(10.5-20.0),(6.7-18.6),37.9,27.9,16.3,12.5,39.1,28.6,16.8,14,29.1,20.2,14.4,13.1,2.8,5,9.6,6.3,2.1,2.5,2.9,3.2,27.4,27.3,15.1,0.052631579,0,3.9,3.8,0,25.6,29.3,14.7,0.066666667,136,68,32,13,19.1,14.7,15.6,0.076923077,2,2,2.4,2.6,16,5,0.5625,0.2,2.3,2.2,Reproductive Specialists of New York,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY SERVICES,,NEW YORK,NEW YORK,100%,0%,0%,0%,87%,<1%,0%,18%,9%,10%,2%,0%,24%,11%,13%,3%,11%,"Hugh D. Melnick, MD",207,90,102,56,19.8,12.2,11.8,5.4,15.5,8.9,8.8,3.6,(10.8-21.1),(3.9-16.8),(4.1-16.1),(0.4-12.3),16.4,9.4,9.8,4.9,16.8,10.1,11.4,5.3,9.9,3.8,5.1,5.3,5.8,5.6,9.8,26.8,3.5,3.4,3.5,2.9,26.8,0.363636364,0.25,0.333333333,12.2,0.090909091,0.166666667,0,40.6,0.625,0.555555556,0,21,15,3,0,0,0.133333333,0,=,3,3,4,=,41,31,19.5,3.2,3.3,2.8,Advanced Fertility Services,Yes,Yes,Yes,No,Yes,Yes,Yes
"AMERICAN FERTILITY SERVICES, PC",,NEW YORK,NEW YORK,100%,0%,0%,0%,87%,<1%,0%,6%,8%,41%,2%,<1%,9%,6%,14%,4%,10%,"Andrew Loucopoulos, MD",154,102,98,68,24,24.5,17.3,7.4,18.2,19.6,11.2,4.4,(12.4-25.2),(12.4-28.6),(5.7-19.2),(0.9-12.4),19.4,20.2,12.5,4.7,22.2,23.3,13.6,5.3,16.7,17.4,9.9,3.5,6.5,2.9,10.2,5.9,2.4,2.7,2.8,2.1,18.9,20,0.176470588,0.2,5.4,0,0,0,25,25,0.272727273,0.333333333,30,14,12,7,20,0.214285714,0.25,0,2.6,2.9,2.4,2.9,50,15,24,0,2.4,2.2,This clinic has closed or reorganized since 2004.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,
BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH,,NEW YORK,NEW YORK,100%,0%,0%,0%,69%,0%,0%,19%,4%,8%,<1%,<1%,22%,<1%,15%,8%,22%,"Peter Chang, MD",66,30,44,25,53,36.7,34.1,24,40.9,30,27.3,8,(29.0-53.7),(14.7-49.4),(15.0-42.8),(1.0-26.0),42.9,30,30,8.7,44.3,31,31.6,8.7,26.2,24.1,15.8,4.3,4.5,0,9.1,8,3.7,4.1,4.5,4.3,17.1,0.090909091,0.333333333,0.333333333,20,0.272727273,0.133333333,0,40.7,0.222222222,0.5,0.5,3,5,4,1,1,0.4,0,0,4.7,4.6,3.3,4,12,1,0.75,0,3.5,5,Beth Israel Center for Infertility & Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes
BROOKLYN/WESTSIDE FERTILITY CENTER,,NEW YORK,NEW YORK,100%,0%,0%,0%,85%,0%,0%,2%,2%,8%,0%,2%,4%,2%,2%,21%,59%,"Dov B. Goldstein, MD",15,7,11,2,0.333333333,0.428571429,0.363636364,0,0.266666667,0.428571429,0.181818182,0,,,,,0.266666667,0.428571429,0.181818182,0,0.266666667,0.75,0.2,0,0.133333333,0.5,0.2,0,0,0,0,0,2.7,3,2.7,3,0.2,0.333333333,0,=,0.2,0,0,=,0.5,0.333333333,0,=,1,0,1,0,0,=,0,=,2,=,3,=,5,5,0,0,2.2,3.4,Brooklyn/Westside Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,,NEW YORK,NEW YORK,100%,0%,0%,0%,39%,0%,<1%,6%,3%,24%,<1%,<1%,14%,6%,6%,11%,30%,"Michael M. Guarnaccia, MD",239,195,191,153,28,26.7,20.9,8.5,23.8,19,16.2,3.9,(18.6-29.8),(13.7-25.2),(11.3-22.2),(1.5-8.3),31,25.3,26.5,7,34.8,27.4,29.8,8.1,23.2,20.7,24,8.1,23,25.1,38.7,43.8,2.4,2.8,3.4,3.8,28.4,23.1,22.5,0.153846154,4.5,0,2.5,0,33.3,24.3,19.4,0,64,33,20,8,32.8,39.4,20,0.25,2.5,2.7,3.6,3.3,73,68,28.8,23.5,2.5,2.7,Columbia University Center for Women's Reproductive Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes
IVF NEW YORK,,NEW YORK,NEW YORK,100%,0%,0%,0%,50%,0%,0%,23%,5%,9%,0%,0%,5%,9%,27%,5%,18%,"Trishit K. Mukherjee, MD",4,6,2,4,0.25,0.333333333,1,0.5,0.25,0.166666667,1,0.25,,,,,0.25,0.166666667,1,0.25,0.25,0.166666667,1,0.25,0.25,0.166666667,1,0.25,0,0,0,0,3,4.7,3.5,4.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,=,=,0,=,=,=,2,=,1,2,0,0,3,4.5,This clinic has closed or reorganized since 2004.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,
MANHATTAN REPRODUCTIVE MEDICINE,,NEW YORK,NEW YORK,100%,0%,0%,0%,100%,0%,0%,4%,0%,17%,0%,0%,4%,0%,0%,32%,44%,"Hanna Jesionowska, MD",20,10,17,6,35,0.1,0.176470588,0.166666667,25,0,0.058823529,0,(8.7-49.1),,,,25,0,0.058823529,0,25,0,0.058823529,0,5,0,0.058823529,0,0,0,0,0,5.6,3.9,3.2,2.5,0.285714286,0,0,0,0.428571429,0,0,0,0.8,=,0,=,1,0,0,1,0,=,=,0,5,=,=,5,13,1,0.615384615,0,5.2,6,Manhattan Reproductive Medicine,Yes,Yes,Yes,No,Yes,Yes,Yes
MEDICAL OFFICES FOR HUMAN REPRODUCTION,CENTER FOR HUMAN REPRODUCTION,NEW YORK,NEW YORK,100%,0%,0%,0%,65%,0%,0%,7%,5%,52%,2%,0%,5%,18%,2%,2%,8%,"Norbert Gleicher, MD",86,46,40,27,41.9,32.6,10,18.5,39.5,26.1,10,3.7,(29.2-50.7),(14.3-41.1),(2.8-23.7),(0.1-19.0),41,28.6,10.8,4.2,44.7,30.8,13.8,4.5,42.1,28.2,13.8,4.5,3.5,8.7,7.5,11.1,2.2,2.2,2.3,2.1,13.9,0.133333333,0,0,0,0,0.25,0,5.9,0.083333333,0,0,28,14,6,3,28.6,0.214285714,0,0,2.7,2.5,2.7,3,25,13,40,0.307692308,2.3,2.8,"Medical Offices for Human Reproduction, Center for Human Reproduction (CHR)",Yes,Yes,Yes,No,Yes,Yes,Yes
NEW HOPE FERTILITY CENTER,,NEW YORK,NEW YORK,100%,0%,0%,0%,100%,6%,0%,25%,11%,7%,0%,14%,2%,4%,19%,9%,11%,"John J. Zhang, MD, PhD",23,2,12,5,13,0.5,0.166666667,0,8.7,0.5,0.083333333,0,(1.1-28.0),,,,8.7,0.5,0.083333333,0,0.133333333,0.5,0.111111111,0,0.133333333,0.5,0.111111111,0,0,0,0,0,2.1,2,2.2,2.7,0,0,0,=,0,0,0,=,0,0,0,=,3,0,1,0,0,=,0,=,4.3,=,1,=,2,1,0.5,0,1.5,1,New Hope Fertility Center,Yes,Yes,Yes,No,Yes,Yes,Pending
NEW YORK FERTILITY INSTITUTE,,NEW YORK,NEW YORK,100%,0%,0%,0%,92%,0%,0%,3%,3%,17%,4%,<1%,26%,0%,10%,<1%,36%,"Majid Fateh, MD",39,33,37,25,43.6,48.5,32.4,24,38.5,45.5,29.7,16,(23.4-55.4),(28.1-63.6),(15.9-47.0),(4.5-36.1),39.5,46.9,30.6,17.4,39.5,46.9,32.4,19,34.2,37.5,32.4,14.3,2.6,3,2.7,8,3.2,3.1,2.6,3.1,0.117647059,0.25,0,0.166666667,0,0,0,0,0.133333333,0.2,0,0.25,3,1,1,0,0.333333333,1,0,=,2.3,3,2,=,11,8,0.727272727,0.625,3.3,3,New York Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes
