OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
260,REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY,,TINTON FALLS,NEW JERSEY,100%,0%,0%,0%,50%,0%,2%,2%,0%,8%,<1%,9%,4%,2%,24%,2%,3%,16%,30%,"William Ziegler, DO",77,52,39,10,5,36.6,26.8,21.3,25.9,0.076923077,50.6,44.2,33.3,0.4,0.2,42.9,32.7,25.6,0.2,0.2,(31.6Ð54.6),(20.3Ð47.1),(13.0Ð42.1),,,44.6,37,32.3,0.2,0.25,48.5,40.5,34.5,0.2,0.25,33.8,26.2,24.1,0.2,0.25,3.9,11.5,20.5,0,0.2,2.1,2.3,2.6,2.7,3.3,28.2,30.4,0.307692308,0.25,0,7.7,0,0.076923077,0.25,0,30.3,0.352941176,0.3,0,0,7,4,4,2,0,0.714285714,0,0.5,0,=,2.3,2.5,2.8,3,=,6,1,0.833333333,0,2,2,Reproductive Science Center of New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
261,DR. LOUIS R. MANARA,THE CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,VOORHEES,NEW JERSEY,100%,0%,0%,0%,39%,1%,0%,0%,5%,12%,5%,13%,<1%,<1%,23%,9%,28%,5%,5%,"Louis R. Manara, DO",47,20,12,12,2,27.8,17.9,0.111111111,0.111111111,0,36.2,30,0.25,0.166666667,0,29.8,30,0,0.083333333,0,(17.3Ð44.9),(11.9Ð54.3),,,,35,0.315789474,0,0.125,0,38.9,0.315789474,0,0.166666667,0,22.2,0.263157895,0,0.166666667,0,14.9,5,0.416666667,0.333333333,0.5,2.2,2.1,2.6,3,4,0.352941176,0.166666667,0,0,=,0,0,0,0,=,0.428571429,0.166666667,=,0,=,6,3,2,1,1,0.166666667,0,0,0,0,2,2,2,3,3,5,1,0.6,1,2.2,2,"Dr. Louis R. Manara, The Center for Reproductive Medicine & Fertility",Yes,No,Yes,Yes,Yes,Yes,Yes,NJ
262,"NORTH JERSEY FERTILITY ASSOCIATES, LLC",,WAYNE,NEW JERSEY,100%,0%,0%,0%,76%,0%,0%,0%,0%,14%,4%,13%,2%,3%,7%,11%,4%,18%,24%,"Mark X. Ransom, MD",41,31,21,11,9,47.2,27.8,16.2,4.5,0,56.1,32.3,23.8,0.090909091,0,46.3,32.3,9.5,0.090909091,0,(30.7Ð62.6),(16.7Ð51.4),(1.2Ð30.4),,,54.3,34.5,0.111111111,0.090909091,0,55.9,45.5,0.125,0.111111111,0,35.3,36.4,0.0625,0.111111111,0,14.6,6.5,14.3,0,0,2.1,2.5,2.3,2.4,3,39.1,0.1,0.2,0,=,8.7,0.2,0.2,0,=,0.368421053,0.2,0.5,0,=,3,0,0,0,0,0,=,=,=,=,2,=,=,=,=,2,3,0,0,2.5,2.3,"North Jersey Fertility Associates, LLC",Yes,Yes,Yes,No,Yes,Yes,Yes,NJ
263,FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK,,WESTWOOD,NEW JERSEY,100%,0%,0%,0%,93%,0%,1%,10%,2%,3%,5%,9%,0%,0%,5%,8%,<1%,28%,41%,"Daniel Navot, MD",58,28,37,25,13,15.6,24.2,10.9,5.9,0,27.6,46.4,27,12,0,20.7,28.6,18.9,8,0,(11.2Ð33.4),(13.2Ð48.7),(8.0Ð35.2),(1.0Ð26.0),,21.4,28.6,20.6,8.7,0,22.6,30.8,23.3,10,0,15.1,15.4,16.7,5,0,3.4,0,8.1,8,0.076923077,2.4,2.5,3.1,3.4,3.2,0.3125,0.230769231,0.2,0.333333333,=,0,0.076923077,0,0,=,0.333333333,0.5,0.285714286,0.5,=,23,7,10,1,0,21.7,0.285714286,0.2,0,=,2.6,2.3,2.3,1,=,13,14,0.461538462,0.357142857,2.6,2.7,Fertility Institute of New Jersey and New York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ
264,CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,71%,0%,<1%,4%,4%,6%,3%,8%,3%,1%,14%,3%,2%,15%,46%,"Douglas J. Thompson, MD",88,44,40,8,3,44.7,29.5,21.1,9.7,0,55.7,50,47.5,0.5,0,45.5,43.2,32.5,0.25,0,(34.8Ð56.4),(28.3Ð59.0),(18.6Ð49.1),,,54.1,48.7,40.6,0.25,0,54.1,50,40.6,0.25,0,35.1,36.8,37.5,0.25,0,15.9,11.4,20,0,0,2.1,2.3,2.8,3.9,1.7,26.5,22.7,0.157894737,0.25,=,8.2,0,0,0,=,35,0.263157895,0.076923077,0,=,20,7,9,0,0,45,0.571428571,0.111111111,=,=,2.7,2.4,2.6,=,=,36,31,66.7,54.8,2,2.5,Center for Reproductive Medicine of New Mexico,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NM
265,ALBANY IVF FERTILITY,,ALBANY,NEW YORK,100%,0%,0%,0%,88%,1%,0%,0%,3%,7%,11%,11%,1%,2%,6%,4%,7%,31%,20%,"Peter M. Horvath, MD",63,40,49,6,2,20.6,21.1,12.5,0.058823529,0,38.1,37.5,20.4,0.166666667,0,34.9,32.5,12.2,0.166666667,0,(23.3Ð48.0),(18.6Ð49.1),(4.6Ð24.8),,,37.3,32.5,14.6,0.2,0,39.3,34.2,16.2,0.25,0,33.9,23.7,8.1,0.25,0,6.3,0,16.3,0.166666667,0,2.3,2.5,3,4.3,1,16.7,0.333333333,0.3,0,=,0,0,0.1,0,=,13.6,0.307692308,0.5,0,=,6,3,5,0,0,0.166666667,0,0.2,=,=,2.3,2.3,3.2,=,=,11,3,0.454545455,0.333333333,2.2,2.7,Albany IVF Fertility,Yes,No,Yes,No,Yes,Yes,Yes,NY
266,THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL,,BROOKLYN,NEW YORK,100%,0%,0%,0%,70%,0%,0%,0%,3%,5%,<1%,3%,3%,5%,2%,6%,0%,59%,15%,"George D. Kofinas, MD",50,56,66,43,49,21.4,13.8,8.7,6.5,0.9,42,32.1,15.2,11.6,4.1,26,17.9,12.1,9.3,0,(14.6Ð40.3),(8.9Ð30.4),(5.4Ð22.5),(2.6Ð22.1),(0.0Ð7.3),28.3,24.4,20,12.5,0,29.5,24.4,21.1,13.3,0,20.5,19.5,21.1,13.3,0,8,26.8,39.4,25.6,36.7,2.9,3,3.3,3.6,3.8,9.5,0.111111111,0.1,0,0,9.5,0,0,0.2,0,0.307692308,0.2,0,0,=,34,11,12,7,3,41.2,0.272727273,0.083333333,0.285714286,0,2.6,2.4,3.1,3.4,2.7,48,47,35.4,29.8,2.6,2.3,The Fertility Institute at New York Methodist Hospital,Yes,Yes,Yes,No,Yes,Yes,Yes,NY
267,GENESIS FERTILITY & REPRODUCTIVE MEDICINE,,BROOKLYN,NEW YORK,100%,0%,0%,0%,50%,<1%,0%,6%,3%,7%,4%,15%,3%,<1%,29%,5%,11%,8%,19%,"Richard V. Grazi, MD",176,60,57,32,16,30.7,19.8,15.7,8.6,4.3,43.8,30,28.1,18.8,0.1875,37.5,21.7,22.8,12.5,0,(30.3Ð45.1),(12.1Ð34.2),(12.7Ð35.8),(3.5Ð29.0),,43.4,27.1,31,20,0,44,30.2,37.1,0.210526316,0,27.3,27.9,25.7,0.157894737,0,13.6,20,26.3,37.5,0.125,2.3,2.5,3.3,3.1,3.4,31.2,0.277777778,0.25,0.166666667,0,5.2,0,0,0,0,37.9,0.076923077,0.307692308,0.25,=,34,10,4,3,0,14.7,0.7,0,0,=,2.6,2.4,1.8,2,=,30,11,40,0.363636364,2.3,2.8,Genesis Fertility & Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes,NY
268,INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK,,BUFFALO,NEW YORK,100%,0%,0%,0%,65%,0%,0%,0%,<1%,23%,3%,10%,8%,0%,24%,<1%,19%,6%,6%,"Michael W. Sullivan, MD",132,80,45,14,3,23.9,21.5,15.7,0.105263158,0,31.1,26.3,31.1,0.142857143,0,27.3,21.3,24.4,0.142857143,0,(19.9Ð35.7),(12.9Ð31.8),(12.9Ð39.5),,,32.4,28.3,28.2,0.222222222,0,35.6,31.5,30.6,0.25,0,22.8,24.1,19.4,0.25,0,15.9,25,13.3,0.357142857,0.333333333,2.3,2.4,2.8,2.4,1,34.1,19,0.357142857,0,=,2.4,9.5,0,0,=,36.1,0.235294118,0.363636364,0,=,19,4,3,0,0,0.263157895,0,0.666666667,=,=,2.2,2,2.7,=,=,3,2,0.333333333,0.5,2.3,2.5,Infertility & IVF Medical Associates of Western New York,Yes,No,Yes,No,Yes,Yes,Yes,NY
269,DIVISION OF REPRODUCTIVE ENDOCRINOLOGY,SUNY STONY BROOK,EAST SETAUKET,NEW YORK,100%,0%,0%,0%,67%,0%,0%,0%,0%,20%,0%,0%,0%,0%,40%,10%,0%,10%,20%,"Richard A. Bronson, MD",4,2,0,0,0,0.166666667,0,=,=,=,0.25,0,=,=,=,0.25,0,=,=,=,,,,,,0.25,0,=,=,=,0.25,0,=,=,=,0.25,0,=,=,=,0,0,=,=,=,1.5,2.5,=,=,=,0,=,=,=,=,0,=,=,=,=,0,=,=,=,=,1,2,1,0,0,0,0,0,=,=,1,1.5,2,=,=,0,0,=,=,=,=,This clinic has closed or reorganized since 2008.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,NY
270,THE NEW YORK FERTILITY CENTER,,FLUSHING,NEW YORK,100%,0%,0%,0%,63%,3%,0%,0%,0%,9%,22%,20%,7%,1%,7%,0%,5%,18%,11%,"Tony Tsai, MD",15,11,10,13,4,10.5,20,4.8,0,0,0.333333333,0.272727273,0.1,0.076923077,0,0.266666667,0.181818182,0,0,0,,,,,,0.307692308,0.2,0,0,0,0.307692308,0.285714286,0,0,0,0.307692308,0.142857143,0,0,0,0.133333333,0.090909091,0.2,0.692307692,0.5,2.9,3.6,3,2.3,5,0,0,0,0,=,0,0.333333333,0,0,=,0,0.5,=,=,=,8,3,4,0,0,0,0,0,=,=,2.3,3,4,=,=,0,0,=,=,=,=,The New York Fertility Center,Yes,No,Yes,No,Yes,No,Yes,NY
271,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,,HARTSDALE,NEW YORK,100%,0%,0%,0%,71%,0%,<1%,2%,4%,15%,6%,12%,1%,2%,21%,3%,9%,14%,17%,"Harry J. Lieman, MD",71,48,47,17,5,24.6,27.4,20.7,4.7,0.285714286,35.2,47.9,36.2,0.176470588,0.4,26.8,29.2,27.7,0.117647059,0.2,(16.9Ð38.6),(17.0Ð44.1),(15.6Ð42.6),,,27.9,33.3,29.5,0.153846154,0.25,30.2,35.9,31.7,0.166666667,0.25,19,25.6,19.5,0.166666667,0.25,4.2,12.5,6.4,0.235294118,0.2,2.1,2.4,3,3.6,1.8,32,21.7,0.352941176,0,0.5,4,4.3,0.058823529,0,0,0.368421053,0.285714286,0.384615385,0,0,7,6,3,1,0,0.428571429,0,0,0,=,2.3,1.8,2,1,=,9,1,0.555555556,1,2.2,2,Montefiore's Institute for Reproductive Medicine and Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NY
272,NORTH SHORE UNIVERSITY HOSPITAL,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NEW YORK,100%,0%,0%,0%,93%,0%,0%,4%,<1%,12%,9%,11%,6%,2%,27%,5%,19%,4%,7%,"Avner Hershlag, MD",197,102,99,40,22,35.5,31.3,18.9,6.8,7.6,50.8,54.9,41.4,30,13.6,43.7,48,31.3,17.5,13.6,(36.6Ð50.9),(38.0Ð58.2),(22.4Ð41.4),(7.3Ð32.8),(2.9Ð34.9),46,50,33.7,19.4,15,48,52.1,35.2,19.4,0.157894737,30.2,31.9,23.9,19.4,0.105263158,5.1,3.9,7.1,10,9.1,2.2,2.9,3.3,4.1,3.5,37,41.1,34.1,0.083333333,0,4,5.4,2.4,0,0.333333333,37.2,38.8,32.3,0,0.333333333,84,51,42,9,7,27.4,27.5,14.3,0,0,2.6,2.9,3.1,3.4,2.7,33,22,48.5,13.6,2.2,2.7,"North Shore University Hospital, Center for Human Reproduction",Yes,No,Yes,Yes,Yes,Yes,Yes,NY
273,REPRODUCTIVE SPECIALISTS OF NEW YORK,,MINEOLA,NEW YORK,100%,0%,0%,0%,68%,<1%,<1%,5%,14%,10%,9%,6%,2%,3%,21%,9%,15%,9%,17%,"Gabriel A. San Roman, MD",292,190,222,139,96,34.9,23,15.1,6.5,3.4,42.8,31.1,27,18,11.5,35.6,24.7,20.3,9.4,6.3,(30.1Ð41.4),(18.8Ð31.5),(15.2Ð26.2),(5.1Ð15.5),(2.3Ð13.1),38.2,27.5,23.6,11.7,8.8,40.8,30.1,25,12.5,10,28.6,19.2,19.4,10.6,8.3,6.8,10,14,20.1,29.2,1.8,2.2,2.6,3.4,3.9,28,37.3,26.7,16,0.090909091,1.6,1.7,0,0,0,29.8,36.2,22.2,0.153846154,0.166666667,142,86,69,16,6,24.6,17.4,13,0.125,0.166666667,1.8,1.8,1.7,1.9,1.7,24,18,54.2,0.166666667,1.9,1.7,Reproductive Specialists of New York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NY
274,ADVANCED FERTILITY SERVICES,,NEW YORK,NEW YORK,100%,0%,0%,0%,92%,<1%,0%,2%,<1%,13%,10%,19%,1%,<1%,20%,9%,14%,5%,10%,"Hugh D. Melnick, MD",122,80,88,39,24,17.4,10.2,11.6,6.5,1.8,32,15,20.5,17.9,4.2,25.4,13.8,14.8,15.4,4.2,(18.0Ð34.1),(7.1Ð23.3),(8.1Ð23.9),(5.9Ð30.5),(0.1Ð21.1),27,15.5,15.5,15.8,4.5,27.9,16.9,16.3,17.1,4.5,18,9.2,11.3,11.4,4.5,5.7,11.3,4.5,2.6,8.3,3,3.6,2.7,3.9,2.6,28.2,0.25,0.277777778,0.285714286,0,7.7,0.333333333,0.055555556,0,0,35.5,0.454545455,0.307692308,0.333333333,0,17,11,10,1,0,0.235294118,0.090909091,0.1,0,=,3.9,3.1,3.1,3,=,24,20,25,20,2.8,2.7,Advanced Fertility Services,Yes,No,Yes,Yes,Yes,Yes,Yes,NY
275,"AMERICAN FERTILITY SERVICES, PC",,NEW YORK,NEW YORK,100%,0%,0%,0%,89%,0%,0%,4%,2%,6%,4%,30%,2%,2%,6%,10%,23%,10%,8%,"Andrew Loucopoulos, MD",121,64,81,46,27,19.8,10.2,8.6,4.8,0,28.9,21.9,17.3,6.5,0,24,18.8,9.9,4.3,0,(16.7Ð32.6),(10.1Ð30.5),(4.4Ð18.5),(0.5Ð14.8),(0.0Ð12.8),24.6,20.3,10.4,4.7,0,27.1,21.4,11.3,6.9,0,19.6,19.6,7,3.4,0,2.5,7.8,4.9,6.5,14.8,2.6,2.4,2.5,2.2,2.6,28.6,0.071428571,0.214285714,0.333333333,=,11.4,0,0,0,=,27.6,0.083333333,0.375,0.5,=,11,4,4,2,1,0.181818182,0,0,0,0,2.5,2.8,2.8,3,3,20,10,30,0.1,2.5,2.6,"American Fertility Services, PC",Yes,Yes,Yes,No,Yes,Yes,Yes,NY
276,BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH,,NEW YORK,NEW YORK,100%,0%,0%,0%,69%,0%,0%,0%,0%,11%,4%,9%,<1%,4%,30%,0%,12%,3%,29%,"Peter Chang, MD",35,25,27,12,8,18.5,17.5,4.9,0,0,31.4,32,14.8,0.083333333,0.125,25.7,24,11.1,0,0,(12.5Ð43.3),(9.4Ð45.1),(2.4Ð29.2),,,27.3,28.6,0.157894737,0,0,37.5,0.352941176,0.176470588,0,0,29.2,0.176470588,0.117647059,0,0,5.7,16,29.6,0.333333333,0.5,3.4,3.7,4.8,5.8,5.5,0.181818182,0.5,0.25,0,0,0.090909091,0,0,0,0,0.222222222,0.5,0.333333333,=,=,13,6,3,0,0,0.692307692,0.833333333,0,=,=,3.1,4.2,6.3,=,=,7,2,0.571428571,1,3.4,4,Beth Israel Center for Infertility & Reproductive Health,Yes,No,Yes,No,Yes,Yes,Pending,NY
277,BROOKLYN/WESTSIDE FERTILITY CENTER,BROOKLYN FERTILITY CENTER,NEW YORK,NEW YORK,100%,0%,0%,0%,100%,0%,0%,8%,0%,3%,6%,0%,0%,0%,0%,3%,0%,34%,53%,"Dov B. Goldstein, MD",9,5,8,2,0,14.3,0.1,9.5,0,=,0.222222222,0.2,0.125,0,=,0,0.2,0.125,0,=,,,,,,0,0.2,0.125,0,=,0,0.2,0.125,0,=,0,0.2,0.125,0,=,0,0,0,0,=,2.6,2,2.6,3.5,=,0,0,1,=,=,0.5,0,0,=,=,=,0,0,=,=,4,0,1,1,0,0.5,=,0,0,=,2.3,=,3,2,=,1,1,1,0,4,3,"Brooklyn/Westside Fertility Center, Brooklyn Fertility Center",Yes,No,Yes,Yes,Yes,Yes,Yes,NY
278,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,,NEW YORK,NEW YORK,100%,0%,0%,0%,58%,0%,0%,<1%,0%,5%,3%,40%,1%,1%,20%,3%,7%,4%,16%,"Michael M. Guarnaccia, MD",367,302,356,216,142,34.8,28.1,16.1,10.4,1.3,46,38.7,30.1,17.6,4.9,37.9,32.5,18.3,13.4,0.7,(32.9Ð43.1),(27.2Ð38.0),(14.4Ð22.7),(9.2Ð18.7),(0.0Ð3.9),42,36.6,22.4,18.8,1,46.8,42.6,26.2,26.4,1.5,29,28.7,19,24.5,1.5,9.8,11.3,18.5,28.7,32.4,2.2,2.4,2.8,3.3,3.4,30.8,31.6,17.8,5.3,0,5.3,5.1,4.7,2.6,0,38.1,32.7,27.7,6.9,0,58,44,23,6,5,39.7,34.1,34.8,0.166666667,0.2,2.2,2.2,2.4,2,2.4,136,36,53.7,47.2,2.1,2.3,Columbia University Center for Women's Reproductive Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NY
279,IVF NEW YORK,,NEW YORK,NEW YORK,100%,0%,0%,0%,73%,0%,0%,0%,0%,24%,18%,12%,18%,0%,6%,0%,18%,6%,0%,"Trishit K. Mukherjee, MD, PhD",5,0,4,1,1,0.307692308,=,0,0,0,0.6,=,0,0,0,0.4,=,0,0,0,,,,,,0.4,=,0,0,0,0.4,=,0,0,0,0.2,=,0,0,0,0,=,0,0,0,2.6,=,3.5,4,5,0.333333333,=,=,=,=,0,=,=,=,=,0.5,=,=,=,=,3,1,0,1,0,0.333333333,0,=,0,=,3,4,=,3,=,0,1,=,0,=,2,IVF New York,Yes,No,Yes,No,Yes,No,Pending,NY
280,MANHATTAN REPRODUCTIVE MEDICINE,,NEW YORK,NEW YORK,100%,0%,0%,0%,98%,0%,0%,3%,0%,17%,0%,7%,3%,3%,1%,7%,1%,14%,47%,"Hanna Jesionowska, MD",22,14,12,7,2,26.3,15.8,2.9,0,0,54.5,0.5,0.166666667,0,0,50,0.214285714,0,0,0,(28.2Ð71.8),,,,,50,0.214285714,0,0,0,50,0.214285714,0,0,0,22.7,0.071428571,0,0,0,0,0,0,0,0,3.6,4.1,2.8,3.6,1,0.25,0.428571429,0,=,=,0.25,0,0,=,=,0.545454545,0.666666667,=,=,=,1,0,0,0,0,0,=,=,=,=,5,=,=,=,=,17,1,0.470588235,1,4.4,4,Manhattan Reproductive Medicine,Yes,Yes,Yes,No,Yes,Yes,Yes,NY
281,MEDICAL OFFICES FOR HUMAN REPRODUCTION,CENTER FOR HUMAN REPRODUCTION (CHR),NEW YORK,NEW YORK,100%,0%,0%,0%,81%,<1%,0%,9%,2%,6%,1%,19%,0%,<1%,5%,19%,2%,31%,16%,"Norbert Gleicher, MD",75,46,88,31,58,18.8,15.5,13.6,4,1.9,33.3,26.1,21.6,9.7,3.4,25.3,17.4,14.8,3.2,0,(16.0Ð36.7),(7.8Ð31.4),(8.1Ð23.9),(0.1Ð16.7),(0.0Ð6.2),25.7,18.6,16.3,4.2,0,30.2,21.1,23.2,5,0,23.8,13.2,19.6,5,0,1.3,6.5,9.1,22.6,10.3,2.2,2.6,2.5,2.5,2.6,12,0.25,0.105263158,0,0,4,0,0,0,0,0.210526316,0.375,0.153846154,0,=,17,7,10,4,3,0.352941176,0,0.2,0,0,2.1,1.7,2.8,2.8,1.3,18,25,0.444444444,20,2.3,2.3,"Medical Offices for Human Reproduction, Center for Human Reproduction (CHR)",Yes,Yes,Yes,Yes,Yes,Yes,Pending,NY
282,NEW HOPE FERTILITY CENTER,,NEW YORK,NEW YORK,100%,0%,0%,0%,68%,19%,0%,<1%,54%,10%,2%,44%,2%,2%,8%,9%,2%,15%,7%,"John J. Zhang, MD, PhD",171,135,169,111,345,22.7,16.8,15.5,7.9,2.1,23.4,17.8,15.4,12.6,1.7,16.4,11.9,10.7,5.4,0.6,(11.2Ð22.8),(6.9Ð18.5),(6.4Ð16.3),(2.0Ð11.4),(0.1Ð2.1),18.9,14.8,15.1,8.1,0.7,19,14.8,15.1,8.1,2.6,16.3,13.9,15.1,8.1,2.6,13.5,20,29.6,33.3,11.3,1.1,1.2,1.2,1.4,1.2,12.5,4.2,0,0,0,0,0,0,0,0,14.3,0.0625,0,0,0,160,110,95,52,45,30.6,28.2,17.9,15.4,2.2,1.1,1.1,1.1,1.2,1.2,2,67,0,25.4,1.5,1.3,New Hope Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes,NY
283,NEW YORK FERTILITY INSTITUTE,,NEW YORK,NEW YORK,100%,0%,0%,0%,81%,0%,2%,35%,2%,13%,15%,17%,22%,6%,6%,0%,0%,<1%,22%,"Majid Fateh, MD",30,29,46,33,10,21.6,26.5,24.1,13.3,0.166666667,43.3,41.4,37,24.2,0.2,40,37.9,34.8,15.2,0.1,(22.7Ð59.4),(20.7Ð57.7),(21.4Ð50.2),(5.1Ð31.9),,41.4,39.3,38.1,16.1,0.111111111,42.9,39.3,41,17.2,0.125,32.1,35.7,38.5,17.2,0.125,3.3,3.4,8.7,6.1,0.1,2.6,2.4,2.2,2.1,1.5,0.230769231,0.166666667,0.235294118,0,0,0,0.166666667,0,0,0,0.25,0.090909091,0.0625,0,0,5,2,2,3,1,0.8,0,0.5,0.333333333,0,2.2,2.5,2,1.7,2,9,22,0.666666667,63.6,2.4,2.4,New York Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NY
284,NYU FERTILITY CENTER,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NEW YORK,NEW YORK,100%,0%,0%,0%,29%,0%,<1%,8%,3%,5%,3%,13%,3%,4%,12%,11%,18%,19%,13%,"James A. Grifo, MD, PhD",312,249,278,222,145,44.9,31.9,25.6,12.5,7.8,57.7,43.4,40.3,28.4,18.6,49.4,35.7,28.8,19.4,8.3,(43.7Ð55.1),(29.8Ð42.0),(23.5Ð34.5),(14.4Ð25.2),(4.3Ð14.0),52.4,40.5,34,22.6,10.3,53.8,42.6,35.7,23.8,11.4,33.6,30.6,25.9,19.9,11.4,5.8,11.6,15.5,14.4,19.3,1.9,2.1,2.4,3,3.7,38.3,31.5,26.8,15.9,11.1,1.7,3.7,2.7,1.6,3.7,37.7,28.1,27.5,16.3,0,73,50,39,13,6,28.8,28,23.1,0.153846154,0,2,2.1,2.1,2.1,2.3,127,41,56.7,26.8,1.9,2.1,"NYU Fertility Center, New York University School of Medicine",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NY
285,OFFICES FOR FERTILITY AND REPRODUCTIVE MEDICINE,,NEW YORK,NEW YORK,100%,0%,0%,0%,84%,4%,<1%,10%,1%,<1%,8%,20%,1%,0%,3%,2%,0%,19%,47%,"Cecilia Schmidt-Sarosi, MD",23,15,24,29,20,17.5,6.7,18.6,5.1,13,30.4,0.133333333,33.3,10.3,5,26.1,0.133333333,12.5,10.3,5,(10.2Ð48.4),,(2.7Ð32.4),(2.2Ð27.4),(0.1Ð24.9),26.1,0.142857143,12.5,10.7,0.076923077,27.3,0.153846154,13,12,0.083333333,13.6,0.153846154,4.3,12,0,0,0.066666667,0,3.4,35,2.6,2.3,2.6,2.4,1.9,0.428571429,0,0.125,0,0,0,0,0.125,0,1,0.5,0,0.666666667,0,1,15,9,7,2,1,0.4,0,0.285714286,0,0,2.7,2.8,2.7,3.5,3,18,17,0.333333333,0.176470588,2.3,2.1,Offices for Fertility and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NY
